mesa_id;fixture_index;run_id;external_id;liga;date;hora;home;away;certified;warnings;slots_count;slots_with_odds;slots_with_engine_b_weight;closing_odds_count;market_results_count;ev_ranked;scout_summary;scout_notes;model_b_version;model_b_artifacts_hash;signature_hash;latency_ms;engine_b_ms
mesa-2026-05-14-real-oviedo;1;4e438729-1592-4305-b023-b0684ea3ed09;3ql6gx72pau1cocng395b63h0;la-liga;2026-05-14;19:30;Real Madrid;Real Oviedo;true;;530;47;53;0;0;escanteios_total_ht_under_6_5|cartoes_total_ft_over_2_5|1x2_total_ft_home|escanteios_total_ft_under_12_5|escanteios_total_ft_under_11_5|btts_total_ft_nao;;;0.3.0-xgb-lgbm;e6eac7312cb9efe3;291c4674c9efc3a6;10094;5350
