batch_run_id;prediction_run_id;external_id;liga;date;hora;home;away;certified;warnings;slots_count;slots_with_odds;slots_with_engine_b_weight;ev_ranked_count;scout_summary;scout_notes;engine_b_ms;scout_ms;scout_web_context;odds_diagnostics;signature_hash
run-2026-05-19-to-2026-05-19-fixmapper-scout;run-2026-05-19-to-2026-05-19-fixmapper-scout__51wruvqfagv0fz9vzksxri4gk;51wruvqfagv0fz9vzksxri4gk;premier-league;2026-05-19;18:30;AFC Bournemouth;Manchester City;true;;487;170;53;7;;;252;11485;true;"{""request_count"":0,""resolver_used"":true,""resolver_found"":170,""resolver_absent"":317,""absent_reasons"":{""mapped_but_not_offered_by_superbet"":317},""slots_with_odds"":170}";ba7b0695ffd29df1
