liga,family,period,direction,predictions,hit_rate,brier
championship,dupla,HT,12,435,0.5908045977011495,0.25073955708877216
championship,dupla,HT,1x,435,0.7517241379310344,0.1883969254172976
championship,dupla,HT,x2,435,0.6574712643678161,0.22982254233030408
championship,escanteios,FT,over,8700,0.46804597701149425,0.20440147453766222
championship,escanteios,FT,under,8700,0.5319540229885057,0.20440147453766222
championship,escanteios,HT,over,6525,0.49333333333333335,0.19030153642100475
championship,escanteios,HT,under,6525,0.5066666666666667,0.19030153642100475
championship,escanteios_1x2,FT,away,435,0.3425287356321839,0.2242094557364734
championship,escanteios_1x2,FT,draw,435,0.08735632183908046,0.07991745833942246
championship,escanteios_1x2,FT,home,435,0.5701149425287356,0.24001301461483315
championship,escanteios_1x2,HT,away,435,0.3195402298850575,0.20992214222030361
championship,escanteios_1x2,HT,draw,435,0.15402298850574714,0.1317683260330411
championship,escanteios_1x2,HT,home,435,0.5264367816091954,0.23875641063389746
championship,escanteios_handicap,FT,away_minus_1_5,435,0.25057471264367814,0.2795439171588373
championship,escanteios_handicap,FT,away_minus_2_5,435,0.20229885057471264,0.3787000617342825
championship,escanteios_handicap,FT,away_minus_3_5,435,0.1471264367816092,0.5141744368125548
