batch_run_id;prediction_run_id;external_id;liga;date;hora;home;away;certified;warnings;slots_count;slots_with_odds;slots_with_engine_b_weight;ev_ranked_count;scout_summary;scout_notes;engine_b_ms;scout_ms;scout_web_context;odds_diagnostics;signature_hash
run-2026-05-15-to-2026-05-15-avl-liv-cert02;run-2026-05-15-to-2026-05-15-avl-liv-cert02__52q6oshpwx91dnjt9x0cx1iqc;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;19:00;Aston Villa;Liverpool;true;;530;189;53;22;;;4456;13161;true;"{""request_count"":0,""resolver_used"":true,""resolver_found"":189,""resolver_absent"":341,""absent_reasons"":{""mapped_but_not_offered_by_superbet"":286,""unmapped_in_motor_catalog"":20,""mapped_but_invalid_line"":35},""slots_with_odds"":189}";67c6df101ba2c249
