mesa_id;fixture_index;run_id;external_id;liga;date;hora;home;away;certified_match;warnings;model_b_version;signature_hash;model_b_artifacts_hash;latency_ms;engine_a_ms;engine_b_ms;curinga_ms;market_key;ev_rank;family;scope;period;direction;line;fair_prob_raw;fair_prob;fair_odd;market_odd;input_odd;odd_real_in_request;fair_prob_curinga_final;odd_final_curinga;odd_real;implied_prob_real;closing_odd;closing_odd_real_in_request;closing_odd_sane;settlement_result;result_observable;brier_motor;brier_a;brier_b;clv_pct;edge_pct;expected_value_pct;confidence;certified_slot;source;engine;weight_a;weight_b;weight_source;fair_prob_a;fair_prob_b;pred_odd_motor_a;pred_odd_motor_b;fair_odd_a;fair_odd_b;lambda_home;lambda_away;lambda_total;league_avg;divergence_pp;divergence_flag;divergence_resolved_by;phantom_edge_flag;isotonic_applied;isotonic_reason;isotonic_p_before;isotonic_p_after;isotonic_n_samples;calib_applied;calib_reason;qg_confidence;qg_demote_factor;qg_promote_factor;market_gate_pass;rank_eligible;market_gate_reasons;evidence_engine_b_available;evidence_drivers;evidence_notes
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;0.3.0-xgb-lgbm;67c6df101ba2c249;e6eac7312cb9efe3;17753;30;4485;3;cartoes_away_ht_over_1_5;;cartoes;away;HT;over;1.5;0.1219013822495576;0.1219013822495576;8.203352427561413;;;false;0.1219013822495576;8.2034;;;;false;;;;;;;;;;0.471;true;;A;1;0;;0.1219013822495576;;8.2034;;8.2034;;1.2777777777777777;2;0.6;;;false;engine_b_no_slot;false;false;no_model;;;;true;;0.88;1;1;true;false;no_market_odd;false;"[{""label"":""lambda_total_ft"",""value"":3.278,""kind"":""engine_a_input""},{""label"":""lambda_home"",""value"":1.278,""kind"":""engine_a_input""},{""label"":""lambda_away"",""value"":2,""kind"":""engine_a_input""},{""label"":""home_recent_avg_gf"",""value"":1.3,""kind"":""split"",""n"":10},{""label"":""home_recent_btts_pct"",""value"":0.7,""kind"":""split"",""n"":10},{""label"":""away_recent_avg_gf"",""value"":1.9,""kind"":""split"",""n"":10}]";
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;0.3.0-xgb-lgbm;67c6df101ba2c249;e6eac7312cb9efe3;17753;30;4485;3;cartoes_away_ht_under_1_5;;cartoes;away;HT;under;1.5;0.8780986177504424;0.8780986177504424;1.138824250244068;;;false;0.8780986177504424;1.1388;;;;false;;;;;;;;;;0.4883;true;;A;1;0;;0.8780986177504424;;1.1388;;1.1388;;1.2777777777777777;2;0.6;;;false;engine_b_no_slot;false;false;no_model;;;;true;;0.88;1;1;true;false;no_market_odd;false;"[{""label"":""lambda_total_ft"",""value"":3.278,""kind"":""engine_a_input""},{""label"":""lambda_home"",""value"":1.278,""kind"":""engine_a_input""},{""label"":""lambda_away"",""value"":2,""kind"":""engine_a_input""},{""label"":""home_recent_avg_gf"",""value"":1.3,""kind"":""split"",""n"":10},{""label"":""home_recent_btts_pct"",""value"":0.7,""kind"":""split"",""n"":10},{""label"":""away_recent_avg_gf"",""value"":1.9,""kind"":""split"",""n"":10}]";
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;0.3.0-xgb-lgbm;67c6df101ba2c249;e6eac7312cb9efe3;17753;30;4485;3;faltas_total_ft_over_17_5;;faltas;total;FT;over;17.5;0.9752767987375881;0.9752767987375881;1.0253499327518238;;;false;0.9752767987375881;1.0253;;;;false;;;;;;;;;;0.4351;true;;A;1;0;;0.9752767987375881;;1.0253;;1.0253;;9.88888888888889;10.277777777777779;27.245166666666666;;;false;engine_b_no_slot;false;false;no_model;;;;true;;0.88;1;1;true;false;no_market_odd;false;"[{""label"":""lambda_total_ft"",""value"":20.167,""kind"":""engine_a_input""},{""label"":""lambda_home"",""value"":9.889,""kind"":""engine_a_input""},{""label"":""lambda_away"",""value"":10.278,""kind"":""engine_a_input""},{""label"":""home_recent_avg_gf"",""value"":1.3,""kind"":""split"",""n"":10},{""label"":""home_recent_btts_pct"",""value"":0.7,""kind"":""split"",""n"":10},{""label"":""away_recent_avg_gf"",""value"":1.9,""kind"":""split"",""n"":10}]";
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;0.3.0-xgb-lgbm;67c6df101ba2c249;e6eac7312cb9efe3;17753;30;4485;3;faltas_total_ft_under_17_5;;faltas;total;FT;under;17.5;0.024723201262411898;0.024723201262411898;40.447836402171646;;;false;0.024723201262411898;40.4478;;;;false;;;;;;;;;;0.1798;true;;A;1;0;;0.024723201262411898;;40.4478;;40.4478;;9.88888888888889;10.277777777777779;27.245166666666666;;;false;engine_b_no_slot;false;false;no_model;;;;true;;0.88;1;1;true;false;no_market_odd;false;"[{""label"":""lambda_total_ft"",""value"":20.167,""kind"":""engine_a_input""},{""label"":""lambda_home"",""value"":9.889,""kind"":""engine_a_input""},{""label"":""lambda_away"",""value"":10.278,""kind"":""engine_a_input""},{""label"":""home_recent_avg_gf"",""value"":1.3,""kind"":""split"",""n"":10},{""label"":""home_recent_btts_pct"",""value"":0.7,""kind"":""split"",""n"":10},{""label"":""away_recent_avg_gf"",""value"":1.9,""kind"":""split"",""n"":10}]";
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;0.3.0-xgb-lgbm;67c6df101ba2c249;e6eac7312cb9efe3;17753;30;4485;3;faltas_total_ft_over_19_5;;faltas;total;FT;over;19.5;0.9370157713915925;0.858681;1.1646;;;false;0.858681;1.1646;;;;false;;;;;;;;;;0.4351;false;;A;0.75;0.25;a_only_history;0.9370157713915925;0.6236754655838013;1.0672;1.6034;1.0672;1.6034;9.88888888888889;10.277777777777779;27.245166666666666;;31.33;true;flagged_divergence;false;false;no_model;;;;true;;0.88;1;1;true;false;no_market_odd;false;"[{""label"":""lambda_total_ft"",""value"":20.167,""kind"":""engine_a_input""},{""label"":""lambda_home"",""value"":9.889,""kind"":""engine_a_input""},{""label"":""lambda_away"",""value"":10.278,""kind"":""engine_a_input""},{""label"":""home_recent_avg_gf"",""value"":1.3,""kind"":""split"",""n"":10},{""label"":""home_recent_btts_pct"",""value"":0.7,""kind"":""split"",""n"":10},{""label"":""away_recent_avg_gf"",""value"":1.9,""kind"":""split"",""n"":10}]";
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;0.3.0-xgb-lgbm;67c6df101ba2c249;e6eac7312cb9efe3;17753;30;4485;3;faltas_total_ft_under_19_5;;faltas;total;FT;under;19.5;0.06298422860840747;0.141319;7.0762;;;false;0.141319;7.0762;;;;false;;;;;;;;;;0.1798;false;;A;0.75;0.25;a_only_history;0.06298422860840747;0.37632453441619873;15.877;2.6573;15.877;2.6573;9.88888888888889;10.277777777777779;27.245166666666666;;31.33;true;flagged_divergence;false;false;no_model;;;;true;;0.88;1;1;true;false;no_market_odd;false;"[{""label"":""lambda_total_ft"",""value"":20.167,""kind"":""engine_a_input""},{""label"":""lambda_home"",""value"":9.889,""kind"":""engine_a_input""},{""label"":""lambda_away"",""value"":10.278,""kind"":""engine_a_input""},{""label"":""home_recent_avg_gf"",""value"":1.3,""kind"":""split"",""n"":10},{""label"":""home_recent_btts_pct"",""value"":0.7,""kind"":""split"",""n"":10},{""label"":""away_recent_avg_gf"",""value"":1.9,""kind"":""split"",""n"":10}]";
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;0.3.0-xgb-lgbm;67c6df101ba2c249;e6eac7312cb9efe3;17753;30;4485;3;faltas_total_ft_over_21_5;;faltas;total;FT;over;21.5;0.8664695532971958;0.800016;1.25;1.73;1.73;true;0.800016;1.25;1.73;0.578035;;false;;;;;;;;38.4;38.4028;0.4351;false;;A;0.75;0.25;a_only_history;0.8664695532971958;0.6006553173065186;1.1541;1.6648;1.1541;1.6648;9.88888888888889;10.277777777777779;27.245166666666666;;26.58;true;flagged_divergence;true;false;no_model;;;;true;;0.88;1;1;true;true;;false;"[{""label"":""lambda_total_ft"",""value"":20.167,""kind"":""engine_a_input""},{""label"":""lambda_home"",""value"":9.889,""kind"":""engine_a_input""},{""label"":""lambda_away"",""value"":10.278,""kind"":""engine_a_input""},{""label"":""home_recent_avg_gf"",""value"":1.3,""kind"":""split"",""n"":10},{""label"":""home_recent_btts_pct"",""value"":0.7,""kind"":""split"",""n"":10},{""label"":""away_recent_avg_gf"",""value"":1.9,""kind"":""split"",""n"":10}]";
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;0.3.0-xgb-lgbm;67c6df101ba2c249;e6eac7312cb9efe3;17753;30;4485;3;faltas_total_ft_under_21_5;;faltas;total;FT;under;21.5;0.13353044670280423;0.199984;5.0004;1.97;1.97;true;0.199984;5.0004;1.97;0.507614;;false;;;;;;;;-60.6;-60.6032;0.1798;false;;A;0.75;0.25;a_only_history;0.13353044670280423;0.39934468269348145;7.4889;2.5041;7.4889;2.5041;9.88888888888889;10.277777777777779;27.245166666666666;;26.58;true;flagged_divergence;false;false;no_model;;;;true;;0.88;1;1;false;false;leg_ev_negative|edge_below_min|ev_below_min;false;"[{""label"":""lambda_total_ft"",""value"":20.167,""kind"":""engine_a_input""},{""label"":""lambda_home"",""value"":9.889,""kind"":""engine_a_input""},{""label"":""lambda_away"",""value"":10.278,""kind"":""engine_a_input""},{""label"":""home_recent_avg_gf"",""value"":1.3,""kind"":""split"",""n"":10},{""label"":""home_recent_btts_pct"",""value"":0.7,""kind"":""split"",""n"":10},{""label"":""away_recent_avg_gf"",""value"":1.9,""kind"":""split"",""n"":10}]";
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;0.3.0-xgb-lgbm;67c6df101ba2c249;e6eac7312cb9efe3;17753;30;4485;3;faltas_total_ft_over_23_5;;faltas;total;FT;over;23.5;0.7586884467951703;0.670158;1.4922;;;false;0.670158;1.4922;;;;false;;;;;;;;;;0.4351;false;;A;0.75;0.25;a_only_history;0.7586884467951703;0.4045652151107788;1.3181;2.4718;1.3181;2.4718;9.88888888888889;10.277777777777779;27.245166666666666;;35.41;true;flagged_divergence;false;false;no_model;;;;true;;0.88;1;1;true;false;no_market_odd;false;"[{""label"":""lambda_total_ft"",""value"":20.167,""kind"":""engine_a_input""},{""label"":""lambda_home"",""value"":9.889,""kind"":""engine_a_input""},{""label"":""lambda_away"",""value"":10.278,""kind"":""engine_a_input""},{""label"":""home_recent_avg_gf"",""value"":1.3,""kind"":""split"",""n"":10},{""label"":""home_recent_btts_pct"",""value"":0.7,""kind"":""split"",""n"":10},{""label"":""away_recent_avg_gf"",""value"":1.9,""kind"":""split"",""n"":10}]";
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;0.3.0-xgb-lgbm;67c6df101ba2c249;e6eac7312cb9efe3;17753;30;4485;3;faltas_total_ft_under_23_5;;faltas;total;FT;under;23.5;0.24131155320482967;0.329842;3.0318;;;false;0.329842;3.0318;;;;false;;;;;;;;;;0.1798;false;;A;0.75;0.25;a_only_history;0.24131155320482967;0.5954347848892212;4.144;1.6794;4.144;1.6794;9.88888888888889;10.277777777777779;27.245166666666666;;35.41;true;flagged_divergence;false;false;no_model;;;;true;;0.88;1;1;true;false;no_market_odd;false;"[{""label"":""lambda_total_ft"",""value"":20.167,""kind"":""engine_a_input""},{""label"":""lambda_home"",""value"":9.889,""kind"":""engine_a_input""},{""label"":""lambda_away"",""value"":10.278,""kind"":""engine_a_input""},{""label"":""home_recent_avg_gf"",""value"":1.3,""kind"":""split"",""n"":10},{""label"":""home_recent_btts_pct"",""value"":0.7,""kind"":""split"",""n"":10},{""label"":""away_recent_avg_gf"",""value"":1.9,""kind"":""split"",""n"":10}]";
