mesa_id;fixture_index;run_id;external_id;liga;date;hora;home;away;certified;warnings;slots_count;slots_with_odds;slots_with_engine_b_weight;closing_odds_count;market_results_count;ev_ranked;scout_summary;scout_notes;model_b_version;model_b_artifacts_hash;signature_hash;latency_ms;engine_b_ms
mesa-2026-05-15-aston-villa-liverpool;1;43bc6b44-154a-469d-8f3e-9828b1fca889;52q6oshpwx91dnjt9x0cx1iqc;premier-league;2026-05-15;16:00;Aston Villa;Liverpool;true;;530;191;53;0;0;asian_total_total_ht_under_1_25|handicap_total_ft_home_plus_2|correct_score_total_ht_1_0|dupla_total_ht_1x|cartoes_total_ft_under_2_5|escanteios_total_ft_over_7_5|dupla_total_2t_1x|escanteios_total_ht_over_5_5|cartoes_total_ft_under_4_5|escanteios_total_ht_over_4_5|asian_total_total_ft_under_2_25|gols_total_ht_under_2_5|cartoes_away_ht_under_0_5|gols_total_2t_over_0_5|escanteios_total_ht_over_3_5|escanteios_home_ht_over_2_5|escanteios_race_total_ft_home_7|asian_total_total_ft_over_3_75|asian_total_total_ht_over_1_75|asian_total_total_ft_over_2_75|gols_total_2t_over_2_5|escanteios_race_total_ft_away_5|btts_total_ft_nao;;;0.3.0-xgb-lgbm;e6eac7312cb9efe3;67c6df101ba2c249;17753;4485
