batch_run_id;prediction_run_id;external_id;liga;date;hora;home;away;certified;warnings;slots_count;slots_with_odds;slots_with_engine_b_weight;ev_ranked_count;scout_summary;scout_notes;engine_b_ms;scout_ms;scout_web_context;odds_diagnostics;signature_hash
run-2026-05-19-to-2026-05-19-restart-normaliz;run-2026-05-19-to-2026-05-19-restart-normaliz__51wruvqfagv0fz9vzksxri4gk;51wruvqfagv0fz9vzksxri4gk;premier-league;2026-05-19;18:30;AFC Bournemouth;Manchester City;true;;487;119;53;14;;;75;;false;"{""request_count"":0,""resolver_used"":true,""resolver_found"":119,""resolver_absent"":368,""absent_reasons"":{""mapped_but_not_offered_by_superbet"":282,""unmapped_in_motor_catalog"":86},""slots_with_odds"":119}";dbb714f7cb6cc422
