mesa_id;fixture_index;run_id;external_id;liga;date;hora;home;away;certified;warnings;slots_count;slots_with_odds;slots_with_engine_b_weight;closing_odds_count;market_results_count;ev_ranked;scout_summary;scout_notes;model_b_version;model_b_artifacts_hash;signature_hash;latency_ms;engine_b_ms
mesa-2026-05-12;1;d8374044-f057-4517-a2f1-f0d142e085af;4zgf2nruglaxakbv5t3s8ll3o;premier-league;2026-05-09;;Liverpool;Chelsea;true;;576;15;21;0;0;gols_total_ft_over_1_5|gols_total_ft_over_2_5|cartoes_total_ft_over_3_5|1x2_total_ft_home|btts_total_ft_sim;"Top pick: gols_total_ft_over_1_5 @ 1.35 (prob=83.2%, edge=12.3pp, conf=67%) — gols/over.";phantom_edge_detected: revisar odds e lambda;0.3.0-sklearn-fast;956604d81b424c8d;21464c9582ba8b40;365;75
