pattern,matches,over15_n,over15_wins,over15_hit_rate,over15_avg_odd,over15_profit,over15_roi,btts_sim_n,btts_sim_wins,btts_sim_hit_rate,btts_sim_avg_odd,btts_sim_profit,btts_sim_roi,under35_n,under35_wins,under35_hit_rate,under35_avg_odd,under35_profit,under35_roi,dual_over15_under35_stakes,dual_over15_under35_profit,dual_over15_under35_roi_per_stake,both_over15_under35_green_matches,goals_2_or_3_matches,goals_2_or_3_rate
btts_value_over15_not_value,136,136,99,0.7279411764705882,1.271029411764706,-10.18,-0.07485294117647058,136,72,0.5294117647058824,2.2597573529411763,28.470333333333336,0.20934068627450983,136,100,0.7352941176470589,1.3949264705882354,3.0900000000000007,0.022720588235294124,272,-7.09,-0.026066176470588235,63,63,0.4632352941176471
btts_sim_and_under35_both_value,34,34,25,0.7352941176470589,1.2358823529411764,-3.0100000000000002,-0.08852941176470588,34,16,0.47058823529411764,2.3124264705882354,3.4333333333333345,0.10098039215686277,34,25,0.7352941176470589,1.4476470588235293,2.0399999999999996,0.05999999999999999,68,-0.9700000000000011,-0.014264705882352957,16,16,0.47058823529411764
over15_value_btts_not_value,132,132,93,0.7045454545454546,1.3456060606060607,-7.720000000000001,-0.05848484848484849,132,65,0.49242424242424243,1.6922790404040404,-23.729,-0.17976515151515152,132,98,0.7424242424242424,1.2981818181818183,-5.79,-0.04386363636363636,264,-13.509999999999993,-0.0511742424242424,59,59,0.44696969696969696
