scope,liga,family,period,direction,n,mean_pred,base_rate,brier_raw,breakpoints,status
liga,primeira-liga,asian_handicap,FT,home_plus_1,5,,,,,skip_min
liga,primeira-liga,asian_handicap,FT,home_plus_1_5,7,,,,,skip_min
liga,primeira-liga,asian_handicap,FT,home_plus_2,7,,,,,skip_min
liga,primeira-liga,asian_total,FT,over,30,,,,,skip_min
liga,primeira-liga,asian_total,FT,under,30,,,,,skip_min
liga,primeira-liga,asian_total,HT,over,8,,,,,skip_min
liga,primeira-liga,asian_total,HT,under,8,,,,,skip_min
liga,primeira-liga,btts_algum_tempo,FULL,nao,7,,,,,skip_min
liga,primeira-liga,btts_algum_tempo,FULL,sim,7,,,,,skip_min
liga,primeira-liga,btts_ambos_tempos,FULL,nao,7,,,,,skip_min
liga,primeira-liga,btts_ambos_tempos,FULL,sim,7,,,,,skip_min
liga,primeira-liga,btts,FT,nao,7,,,,,skip_min
liga,primeira-liga,btts,FT,sim,7,,,,,skip_min
liga,primeira-liga,btts,HT,nao,7,,,,,skip_min
liga,primeira-liga,btts,HT,sim,7,,,,,skip_min
liga,primeira-liga,cartoes_1x2,FT,away,7,,,,,skip_min
liga,primeira-liga,cartoes_1x2,FT,draw,7,,,,,skip_min
liga,primeira-liga,cartoes_1x2,FT,home,7,,,,,skip_min
liga,primeira-liga,cartoes,FT,over,105,,,,,skip_min
liga,primeira-liga,cartoes,FT,under,105,,,,,skip_min
liga,primeira-liga,cartoes,HT,over,56,,,,,skip_min
liga,primeira-liga,cartoes,HT,under,56,,,,,skip_min
liga,primeira-liga,chutes_alvo,FT,over,119,,,,,skip_min
liga,primeira-liga,chutes_alvo,FT,under,119,,,,,skip_min
liga,primeira-liga,chutes_alvo,HT,over,63,,,,,skip_min
liga,primeira-liga,chutes_alvo,HT,under,63,,,,,skip_min
liga,primeira-liga,chutes,FT,over,217,,,,,skip_min
liga,primeira-liga,chutes,FT,under,217,,,,,skip_min
liga,primeira-liga,chutes,HT,over,91,,,,,skip_min
liga,primeira-liga,chutes,HT,under,91,,,,,skip_min
liga,primeira-liga,correct_score,FT,0_0,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,0_1,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,0_2,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,0_3,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,0_4,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,1_0,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,1_1,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,1_2,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,1_3,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,1_4,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,2_0,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,2_1,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,2_2,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,2_3,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,2_4,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,3_0,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,3_1,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,3_2,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,3_3,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,3_4,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,4_0,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,4_1,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,4_2,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,4_3,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,4_4,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,other_away,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,other_draw,7,,,,,skip_min
liga,primeira-liga,correct_score,FT,other_home,7,,,,,skip_min
liga,primeira-liga,correct_score,HT,0_0,7,,,,,skip_min
liga,primeira-liga,correct_score,HT,0_1,7,,,,,skip_min
liga,primeira-liga,correct_score,HT,0_2,7,,,,,skip_min
liga,primeira-liga,correct_score,HT,1_0,7,,,,,skip_min
liga,primeira-liga,correct_score,HT,1_1,7,,,,,skip_min
liga,primeira-liga,correct_score,HT,1_2,7,,,,,skip_min
liga,primeira-liga,correct_score,HT,2_0,7,,,,,skip_min
liga,primeira-liga,correct_score,HT,2_1,7,,,,,skip_min
liga,primeira-liga,correct_score,HT,2_2,7,,,,,skip_min
liga,primeira-liga,correct_score,HT,other,7,,,,,skip_min
liga,primeira-liga,dnb,2T,away,5,,,,,skip_min
liga,primeira-liga,dnb,2T,home,5,,,,,skip_min
liga,primeira-liga,dnb,HT,away,6,,,,,skip_min
liga,primeira-liga,dnb,HT,home,6,,,,,skip_min
liga,primeira-liga,dupla,2T,12,7,,,,,skip_min
liga,primeira-liga,dupla,2T,1x,7,,,,,skip_min
liga,primeira-liga,dupla,2T,x2,7,,,,,skip_min
liga,primeira-liga,dupla,FT,12,7,,,,,skip_min
liga,primeira-liga,dupla,FT,1x,7,,,,,skip_min
liga,primeira-liga,dupla,FT,x2,7,,,,,skip_min
liga,primeira-liga,dupla,HT,12,7,,,,,skip_min
liga,primeira-liga,dupla,HT,1x,7,,,,,skip_min
liga,primeira-liga,dupla,HT,x2,7,,,,,skip_min
liga,primeira-liga,escanteios_1x2,FT,away,7,,,,,skip_min
liga,primeira-liga,escanteios_1x2,FT,draw,7,,,,,skip_min
liga,primeira-liga,escanteios_1x2,FT,home,7,,,,,skip_min
liga,primeira-liga,escanteios_1x2,HT,away,7,,,,,skip_min
liga,primeira-liga,escanteios_1x2,HT,draw,7,,,,,skip_min
liga,primeira-liga,escanteios_1x2,HT,home,7,,,,,skip_min
liga,primeira-liga,escanteios,FT,over,140,,,,,skip_min
liga,primeira-liga,escanteios,FT,under,140,,,,,skip_min
liga,primeira-liga,escanteios,HT,over,105,,,,,skip_min
liga,primeira-liga,escanteios,HT,under,105,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_0,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_1,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_10,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_11,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_12,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_13,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_14,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_15_plus,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_2,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_3,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_4,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_5,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_6,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_7,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_8,7,,,,,skip_min
liga,primeira-liga,escanteios_exato,FT,eq_9,7,,,,,skip_min
liga,primeira-liga,faltas,FT,over,98,,,,,skip_min
liga,primeira-liga,faltas,FT,under,98,,,,,skip_min
liga,primeira-liga,gols,FT,over,112,,,,,skip_min
liga,primeira-liga,gols,FT,under,112,,,,,skip_min
liga,primeira-liga,gols,HT,over,56,,,,,skip_min
liga,primeira-liga,gols,HT,under,56,,,,,skip_min
liga,primeira-liga,gols,2T,over,28,,,,,skip_min
liga,primeira-liga,gols,2T,under,28,,,,,skip_min
liga,primeira-liga,handicap,FT,away_minus_1,7,,,,,skip_min
liga,primeira-liga,handicap,FT,away_minus_2,7,,,,,skip_min
liga,primeira-liga,handicap,FT,away_plus_1,7,,,,,skip_min
liga,primeira-liga,handicap,FT,away_plus_2,7,,,,,skip_min
liga,primeira-liga,handicap,FT,draw_minus_1,7,,,,,skip_min
liga,primeira-liga,handicap,FT,draw_minus_2,7,,,,,skip_min
liga,primeira-liga,handicap,FT,draw_plus_1,7,,,,,skip_min
liga,primeira-liga,handicap,FT,draw_plus_2,7,,,,,skip_min
liga,primeira-liga,handicap,FT,home_minus_1,7,,,,,skip_min
liga,primeira-liga,handicap,FT,home_minus_2,7,,,,,skip_min
liga,primeira-liga,handicap,FT,home_plus_1,7,,,,,skip_min
liga,primeira-liga,handicap,FT,home_plus_2,7,,,,,skip_min
liga,primeira-liga,htft,FULL,1_1,7,,,,,skip_min
liga,primeira-liga,htft,FULL,1_2,7,,,,,skip_min
liga,primeira-liga,htft,FULL,1_x,7,,,,,skip_min
liga,primeira-liga,htft,FULL,2_1,7,,,,,skip_min
liga,primeira-liga,htft,FULL,2_2,7,,,,,skip_min
liga,primeira-liga,htft,FULL,2_x,7,,,,,skip_min
liga,primeira-liga,htft,FULL,x_1,7,,,,,skip_min
liga,primeira-liga,htft,FULL,x_2,7,,,,,skip_min
liga,primeira-liga,htft,FULL,x_x,7,,,,,skip_min
liga,primeira-liga,impedimentos,FT,over,70,,,,,skip_min
liga,primeira-liga,impedimentos,FT,under,70,,,,,skip_min
liga,primeira-liga,marca,FT,away_nao,7,,,,,skip_min
liga,primeira-liga,marca,FT,away_sim,7,,,,,skip_min
liga,primeira-liga,marca,FT,home_nao,7,,,,,skip_min
liga,primeira-liga,marca,FT,home_sim,7,,,,,skip_min
liga,primeira-liga,margem,FT,away_1,7,,,,,skip_min
liga,primeira-liga,margem,FT,away_2,7,,,,,skip_min
liga,primeira-liga,margem,FT,away_3,7,,,,,skip_min
liga,primeira-liga,margem,FT,away_4_plus,7,,,,,skip_min
liga,primeira-liga,margem,FT,draw,7,,,,,skip_min
liga,primeira-liga,margem,FT,home_1,7,,,,,skip_min
liga,primeira-liga,margem,FT,home_2,7,,,,,skip_min
liga,primeira-liga,margem,FT,home_3,7,,,,,skip_min
liga,primeira-liga,margem,FT,home_4_plus,7,,,,,skip_min
liga,primeira-liga,dnb,FT,away,3,,,,,skip_min
liga,primeira-liga,dnb,FT,home,3,,,,,skip_min
liga,brasileirao,1x2,2T,away,1681,0.169101,0.250446,0.193124,17,fit
liga,brasileirao,1x2,2T,draw,1681,0.360424,0.372992,0.235724,12,fit
liga,brasileirao,1x2,2T,home,1681,0.470475,0.376562,0.241146,16,fit
liga,brasileirao,1x2,FT,away,1681,0.179971,0.255205,0.192882,16,fit
liga,brasileirao,1x2,FT,draw,1681,0.248970,0.267698,0.195129,14,fit
liga,brasileirao,1x2,FT,home,1681,0.571059,0.477097,0.246378,24,fit
liga,brasileirao,1x2,HT,away,1681,0.149619,0.198096,0.160721,20,fit
liga,brasileirao,1x2,HT,draw,1681,0.464872,0.446758,0.248100,18,fit
liga,brasileirao,1x2,HT,home,1681,0.385509,0.355146,0.226732,18,fit
liga,brasileirao,asian_handicap,FT,away_minus_0_5,1681,0.428941,0.522903,0.246378,24,fit
liga,brasileirao,asian_handicap,FT,away_minus_1,1239,,,,,skip_min
liga,brasileirao,asian_handicap,FT,away_minus_1_5,1681,0.666198,0.785842,0.180511,18,fit
liga,brasileirao,asian_handicap,FT,away_minus_2,1466,,,,,skip_min
liga,brasileirao,asian_handicap,FT,away_plus_0_5,1681,0.179971,0.255205,0.192882,16,fit
liga,brasileirao,asian_handicap,FT,away_plus_1,1403,,,,,skip_min
liga,brasileirao,asian_handicap,FT,away_plus_1_5,1681,0.060851,0.089827,0.082521,58,fit
liga,brasileirao,asian_handicap,FT,away_plus_2,1574,0.059772,0.027954,0.029891,134,fit
liga,brasileirao,asian_handicap,FT,home_minus_0_5,1681,0.571059,0.477097,0.246378,24,fit
liga,brasileirao,asian_handicap,FT,home_minus_1,1239,,,,,skip_min
liga,brasileirao,asian_handicap,FT,home_minus_1_5,1681,0.333802,0.214158,0.180511,18,fit
liga,brasileirao,asian_handicap,FT,home_minus_2,1466,,,,,skip_min
liga,brasileirao,asian_handicap,FT,home_plus_0_5,1681,0.820029,0.744795,0.192882,16,fit
liga,brasileirao,asian_handicap,FT,home_plus_1,1403,,,,,skip_min
liga,brasileirao,asian_handicap,FT,home_plus_1_5,1681,0.939149,0.910173,0.082521,58,fit
liga,brasileirao,asian_handicap,FT,home_plus_2,1574,0.940228,0.972046,0.029891,134,fit
liga,brasileirao,asian_total,FT,over,7867,0.453738,0.441337,0.198670,53,fit
liga,brasileirao,asian_total,FT,under,7867,0.546262,0.558663,0.198670,53,fit
liga,brasileirao,asian_total,HT,over,3463,0.369934,0.328039,0.219417,42,fit
liga,brasileirao,asian_total,HT,under,3463,0.630066,0.671961,0.219417,42,fit
liga,brasileirao,btts_algum_tempo,FULL,nao,1681,0.674487,0.633551,0.239122,12,fit
liga,brasileirao,btts_algum_tempo,FULL,sim,1681,0.325513,0.366449,0.239122,12,fit
liga,brasileirao,btts_ambos_tempos,FULL,nao,1681,0.967986,0.966686,0.032436,51,fit
liga,brasileirao,btts_ambos_tempos,FULL,sim,1681,0.032014,0.033314,0.032436,51,fit
liga,brasileirao,btts,FT,nao,1681,0.582385,0.522308,0.260707,15,fit
liga,brasileirao,btts,FT,sim,1681,0.417615,0.477692,0.260707,15,fit
liga,brasileirao,btts,HT,nao,1681,0.871438,0.822130,0.149337,12,fit
liga,brasileirao,btts,HT,sim,1681,0.128562,0.177870,0.149337,12,fit
liga,brasileirao,cartoes_1x2,FT,away,1681,0.433384,0.455681,0.250825,18,fit
liga,brasileirao,cartoes_1x2,FT,draw,1681,0.185156,0.197501,0.158905,9,fit
liga,brasileirao,cartoes_1x2,FT,home,1681,0.381460,0.346817,0.228003,15,fit
liga,brasileirao,cartoes,FT,over,25215,0.539232,0.610629,0.179117,73,fit
liga,brasileirao,cartoes,FT,under,25215,0.460768,0.389371,0.179117,76,fit
liga,brasileirao,cartoes,HT,over,13448,0.342165,0.454417,0.214648,53,fit
liga,brasileirao,cartoes,HT,under,13448,0.657835,0.545583,0.214648,52,fit
liga,brasileirao,chutes_alvo,FT,over,28577,0.607553,0.614165,0.185451,62,fit
liga,brasileirao,chutes_alvo,FT,under,28577,0.392447,0.385835,0.185451,62,fit
liga,brasileirao,chutes_alvo,HT,over,15129,0.503801,0.572609,0.211251,39,fit
liga,brasileirao,chutes_alvo,HT,under,15129,0.496199,0.427391,0.211251,36,fit
liga,brasileirao,chutes,FT,over,52111,0.658389,0.656445,0.155886,1905,fit
liga,brasileirao,chutes,FT,under,52111,0.341611,0.343555,0.155886,1907,fit
liga,brasileirao,chutes,HT,over,21853,0.841849,0.814533,0.123686,97,fit
liga,brasileirao,chutes,HT,under,21853,0.158151,0.185467,0.123686,95,fit
liga,brasileirao,correct_score,FT,0_0,1681,0.103882,0.082094,0.076653,61,fit
liga,brasileirao,correct_score,FT,0_1,1681,0.067635,0.080904,0.073633,50,fit
liga,brasileirao,correct_score,FT,0_2,1681,0.029618,0.045806,0.043935,46,fit
liga,brasileirao,correct_score,FT,0_3,1681,0.008977,0.016062,0.015912,143,fit
liga,brasileirao,correct_score,FT,0_4,1681,0.002314,0.004759,0.004758,114,fit
liga,brasileirao,correct_score,FT,1_0,1681,0.135073,0.142772,0.124856,19,fit
liga,brasileirao,correct_score,FT,1_1,1681,0.107474,0.129685,0.113638,11,fit
liga,brasileirao,correct_score,FT,1_2,1681,0.040970,0.069007,0.064982,11,fit
liga,brasileirao,correct_score,FT,1_3,1681,0.012114,0.013087,0.012908,195,fit
liga,brasileirao,correct_score,FT,1_4,1681,0.003023,0.001785,0.001796,910,fit
liga,brasileirao,correct_score,FT,2_0,1681,0.113226,0.081499,0.075483,47,fit
liga,brasileirao,correct_score,FT,2_1,1681,0.081414,0.099941,0.090031,29,fit
liga,brasileirao,correct_score,FT,2_2,1681,0.031924,0.049970,0.047874,51,fit
liga,brasileirao,correct_score,FT,2_3,1681,0.009197,0.013087,0.012962,13,fit
liga,brasileirao,correct_score,FT,2_4,1681,0.002224,0.003569,0.003549,177,fit
liga,brasileirao,correct_score,FT,3_0,1681,0.067177,0.047591,0.045822,79,fit
liga,brasileirao,correct_score,FT,3_1,1681,0.047485,0.036883,0.035523,8,fit
liga,brasileirao,correct_score,FT,3_2,1681,0.018231,0.017847,0.017558,103,fit
liga,brasileirao,correct_score,FT,3_3,1681,0.005119,0.005354,0.005345,122,fit
liga,brasileirao,correct_score,FT,3_4,1681,0.001201,0.002380,0.002379,754,fit
liga,brasileirao,correct_score,FT,4_0,1681,0.032495,0.012493,0.012942,311,fit
liga,brasileirao,correct_score,FT,4_1,1681,0.022569,0.013087,0.013033,137,fit
liga,brasileirao,correct_score,FT,4_2,1681,0.008485,0.008328,0.008287,45,fit
liga,brasileirao,correct_score,FT,4_3,1681,0.002323,0.002380,0.002376,857,fit
liga,brasileirao,correct_score,FT,4_4,1681,0.000529,0.000595,0.000595,397,fit
liga,brasileirao,correct_score,FT,other_away,1681,0.002699,0.004759,0.004765,167,fit
liga,brasileirao,correct_score,FT,other_draw,1681,0.000043,0,0.000000,1683,fit
liga,brasileirao,correct_score,FT,other_home,1681,0.042581,0.014277,0.016161,264,fit
liga,brasileirao,correct_score,HT,0_0,1681,0.384802,0.336704,0.226446,22,fit
liga,brasileirao,correct_score,HT,0_1,1681,0.112821,0.141582,0.122265,23,fit
liga,brasileirao,correct_score,HT,0_2,1681,0.019782,0.027960,0.027266,83,fit
liga,brasileirao,correct_score,HT,1_0,1681,0.237674,0.232600,0.177483,16,fit
liga,brasileirao,correct_score,HT,1_1,1681,0.075916,0.101725,0.092237,32,fit
liga,brasileirao,correct_score,HT,1_2,1681,0.011958,0.022606,0.022188,69,fit
liga,brasileirao,correct_score,HT,2_0,1681,0.085545,0.061868,0.058190,76,fit
liga,brasileirao,correct_score,HT,2_1,1681,0.025083,0.032719,0.031834,87,fit
liga,brasileirao,correct_score,HT,2_2,1681,0.004037,0.007733,0.007700,6,fit
liga,brasileirao,correct_score,HT,other,1681,0.042382,0.034503,0.033896,27,fit
liga,brasileirao,dnb,2T,away,1054,,,,,skip_min
liga,brasileirao,dnb,2T,home,1054,,,,,skip_min
liga,brasileirao,dnb,HT,away,930,,,,,skip_min
liga,brasileirao,dnb,HT,home,930,,,,,skip_min
liga,brasileirao,dupla,2T,12,1681,0.639576,0.627008,0.235724,12,fit
liga,brasileirao,dupla,2T,1x,1681,0.830899,0.749554,0.193124,17,fit
liga,brasileirao,dupla,2T,x2,1681,0.529525,0.623438,0.241146,16,fit
liga,brasileirao,dupla,FT,12,1681,0.751030,0.732302,0.195129,14,fit
liga,brasileirao,dupla,FT,1x,1681,0.820029,0.744795,0.192882,16,fit
liga,brasileirao,dupla,FT,x2,1681,0.428941,0.522903,0.246378,24,fit
liga,brasileirao,dupla,HT,12,1681,0.535128,0.553242,0.248100,18,fit
liga,brasileirao,dupla,HT,1x,1681,0.850381,0.801904,0.160721,20,fit
liga,brasileirao,dupla,HT,x2,1681,0.614491,0.644854,0.226732,18,fit
liga,brasileirao,escanteios_1x2,FT,away,1681,0.306635,0.343248,0.223603,29,fit
liga,brasileirao,escanteios_1x2,FT,draw,1681,0.112359,0.082094,0.076431,26,fit
liga,brasileirao,escanteios_1x2,FT,home,1681,0.581006,0.574658,0.242366,27,fit
liga,brasileirao,escanteios_1x2,HT,away,1681,0.314616,0.317668,0.211748,35,fit
liga,brasileirao,escanteios_1x2,HT,draw,1681,0.188813,0.140393,0.123011,10,fit
liga,brasileirao,escanteios_1x2,HT,home,1681,0.496571,0.541939,0.245017,20,fit
liga,brasileirao,escanteios,FT,over,33620,0.484642,0.468828,0.200300,81,fit
liga,brasileirao,escanteios,FT,under,33620,0.515358,0.531172,0.200300,77,fit
liga,brasileirao,escanteios,HT,over,25215,0.443974,0.495895,0.184597,96,fit
liga,brasileirao,escanteios,HT,under,25215,0.556026,0.504105,0.184597,100,fit
liga,brasileirao,escanteios_exato,FT,eq_0,1681,0.000050,0,0.000000,1683,fit
liga,brasileirao,escanteios_exato,FT,eq_1,1681,0.000464,0,0.000001,1683,fit
liga,brasileirao,escanteios_exato,FT,eq_10,1681,0.117526,0.116002,0.102474,21,fit
liga,brasileirao,escanteios_exato,FT,eq_11,1681,0.111641,0.114813,0.101607,14,fit
liga,brasileirao,escanteios_exato,FT,eq_12,1681,0.098148,0.079714,0.073983,28,fit
liga,brasileirao,escanteios_exato,FT,eq_13,1681,0.080410,0.080309,0.074085,14,fit
liga,brasileirao,escanteios_exato,FT,eq_14,1681,0.061754,0.057704,0.054982,44,fit
liga,brasileirao,escanteios_exato,FT,eq_15_plus,1681,0.123792,0.122546,0.112254,8,fit
liga,brasileirao,escanteios_exato,FT,eq_2,1681,0.002190,0.002974,0.002973,325,fit
liga,brasileirao,escanteios_exato,FT,eq_3,1681,0.006983,0.007139,0.007111,13,fit
liga,brasileirao,escanteios_exato,FT,eq_4,1681,0.016916,0.010708,0.010792,103,fit
liga,brasileirao,escanteios_exato,FT,eq_5,1681,0.033189,0.027365,0.026927,30,fit
liga,brasileirao,escanteios_exato,FT,eq_6,1681,0.054898,0.070196,0.066516,44,fit
liga,brasileirao,escanteios_exato,FT,eq_7,1681,0.078698,0.075550,0.070324,21,fit
liga,brasileirao,escanteios_exato,FT,eq_8,1681,0.099765,0.100535,0.091545,5,fit
liga,brasileirao,escanteios_exato,FT,eq_9,1681,0.113574,0.134444,0.116790,12,fit
liga,brasileirao,faltas,FT,over,23534,0.761141,0.709952,0.174796,154,fit
liga,brasileirao,faltas,FT,under,23534,0.238859,0.290048,0.174796,152,fit
liga,brasileirao,gols,FT,over,26896,0.305154,0.297628,0.125431,612,fit
liga,brasileirao,gols,FT,under,26896,0.694846,0.702372,0.125431,612,fit
liga,brasileirao,gols,HT,over,13448,0.240444,0.264277,0.151118,65,fit
liga,brasileirao,gols,HT,under,13448,0.759556,0.735723,0.151118,65,fit
liga,brasileirao,gols,2T,over,6724,0.363857,0.326740,0.147631,59,fit
liga,brasileirao,gols,2T,under,6724,0.636143,0.673260,0.147631,59,fit
liga,brasileirao,handicap,FT,away_minus_1,1681,0.428941,0.522903,0.246378,24,fit
liga,brasileirao,handicap,FT,away_minus_2,1681,0.666198,0.785842,0.180511,18,fit
liga,brasileirao,handicap,FT,away_plus_1,1681,0.060851,0.089827,0.082521,58,fit
liga,brasileirao,handicap,FT,away_plus_2,1681,0.016617,0.026175,0.025806,116,fit
liga,brasileirao,handicap,FT,draw_minus_1,1681,0.237257,0.262939,0.194979,25,fit
liga,brasileirao,handicap,FT,draw_minus_2,1681,0.170181,0.127900,0.112202,15,fit
liga,brasileirao,handicap,FT,draw_plus_1,1681,0.119120,0.165378,0.138537,12,fit
liga,brasileirao,handicap,FT,draw_plus_2,1681,0.044235,0.063653,0.059720,56,fit
liga,brasileirao,handicap,FT,home_minus_1,1681,0.333802,0.214158,0.180511,18,fit
liga,brasileirao,handicap,FT,home_minus_2,1681,0.163621,0.086258,0.087842,68,fit
liga,brasileirao,handicap,FT,home_plus_1,1681,0.820029,0.744795,0.192882,16,fit
liga,brasileirao,handicap,FT,home_plus_2,1681,0.939149,0.910173,0.082521,58,fit
liga,brasileirao,htft,FULL,1_1,1681,0.341349,0.282570,0.200907,25,fit
liga,brasileirao,htft,FULL,1_2,1681,0.009625,0.016062,0.015861,118,fit
liga,brasileirao,htft,FULL,1_x,1681,0.034535,0.056514,0.053800,22,fit
liga,brasileirao,htft,FULL,2_1,1681,0.022843,0.022011,0.021519,75,fit
liga,brasileirao,htft,FULL,2_2,1681,0.092084,0.132659,0.116235,24,fit
liga,brasileirao,htft,FULL,2_x,1681,0.034692,0.043427,0.041588,75,fit
liga,brasileirao,htft,FULL,x_1,1681,0.210752,0.172516,0.144372,26,fit
liga,brasileirao,htft,FULL,x_2,1681,0.081010,0.106484,0.095125,15,fit
liga,brasileirao,htft,FULL,x_x,1681,0.173110,0.167757,0.139505,14,fit
liga,brasileirao,impedimentos,FT,over,16810,0.401338,0.394884,0.195989,70,fit
liga,brasileirao,impedimentos,FT,under,16810,0.598662,0.605116,0.195989,60,fit
liga,brasileirao,marca,FT,away_nao,1681,0.473123,0.372992,0.250690,21,fit
liga,brasileirao,marca,FT,away_sim,1681,0.526877,0.627008,0.250690,21,fit
liga,brasileirao,marca,FT,home_nao,1681,0.213144,0.231410,0.175940,54,fit
liga,brasileirao,marca,FT,home_sim,1681,0.786856,0.768590,0.175940,54,fit
liga,brasileirao,margem,FT,away_1,1681,0.119120,0.165378,0.138537,12,fit
liga,brasileirao,margem,FT,away_2,1681,0.044235,0.063653,0.059720,56,fit
liga,brasileirao,margem,FT,away_3,1681,0.012548,0.017847,0.017663,148,fit
liga,brasileirao,margem,FT,away_4_plus,1681,0.004069,0.008328,0.008318,110,fit
liga,brasileirao,margem,FT,draw,1681,0.248970,0.267698,0.195129,14,fit
liga,brasileirao,margem,FT,home_1,1681,0.237257,0.262939,0.194979,25,fit
liga,brasileirao,margem,FT,home_2,1681,0.170181,0.127900,0.112202,15,fit
liga,brasileirao,margem,FT,home_3,1681,0.093502,0.062463,0.059532,69,fit
liga,brasileirao,margem,FT,home_4_plus,1681,0.070119,0.023795,0.027369,295,fit
liga,brasileirao,dnb,FT,away,1231,,,,,skip_min
liga,brasileirao,dnb,FT,home,1231,,,,,skip_min
liga,liga-mx,1x2,2T,away,63,,,,,skip_min
liga,liga-mx,1x2,2T,draw,63,,,,,skip_min
liga,liga-mx,1x2,2T,home,63,,,,,skip_min
liga,liga-mx,1x2,FT,away,63,,,,,skip_min
liga,liga-mx,1x2,FT,draw,63,,,,,skip_min
liga,liga-mx,1x2,FT,home,63,,,,,skip_min
liga,liga-mx,1x2,HT,away,63,,,,,skip_min
liga,liga-mx,1x2,HT,draw,63,,,,,skip_min
liga,liga-mx,1x2,HT,home,63,,,,,skip_min
liga,liga-mx,asian_handicap,FT,away_minus_0_5,63,,,,,skip_min
liga,liga-mx,asian_handicap,FT,away_minus_1_5,63,,,,,skip_min
liga,liga-mx,asian_handicap,FT,away_minus_2,43,,,,,skip_min
liga,liga-mx,asian_handicap,FT,away_plus_0_5,63,,,,,skip_min
liga,liga-mx,asian_handicap,FT,away_plus_1,52,,,,,skip_min
liga,liga-mx,asian_handicap,FT,away_plus_1_5,63,,,,,skip_min
liga,liga-mx,asian_handicap,FT,away_plus_2,62,,,,,skip_min
liga,liga-mx,asian_handicap,FT,home_minus_0_5,63,,,,,skip_min
liga,liga-mx,asian_handicap,FT,home_minus_1_5,63,,,,,skip_min
liga,liga-mx,asian_handicap,FT,home_minus_2,43,,,,,skip_min
liga,liga-mx,asian_handicap,FT,home_plus_0_5,63,,,,,skip_min
liga,liga-mx,asian_handicap,FT,home_plus_1,52,,,,,skip_min
liga,liga-mx,asian_handicap,FT,home_plus_1_5,63,,,,,skip_min
liga,liga-mx,asian_handicap,FT,home_plus_2,62,,,,,skip_min
liga,liga-mx,asian_total,FT,over,298,,,,,skip_min
liga,liga-mx,asian_total,FT,under,298,,,,,skip_min
liga,liga-mx,asian_total,HT,over,143,,,,,skip_min
liga,liga-mx,asian_total,HT,under,143,,,,,skip_min
liga,liga-mx,btts_algum_tempo,FULL,nao,63,,,,,skip_min
liga,liga-mx,btts_algum_tempo,FULL,sim,63,,,,,skip_min
liga,liga-mx,btts_ambos_tempos,FULL,nao,63,,,,,skip_min
liga,liga-mx,btts_ambos_tempos,FULL,sim,63,,,,,skip_min
liga,liga-mx,btts,FT,nao,63,,,,,skip_min
liga,liga-mx,btts,FT,sim,63,,,,,skip_min
liga,liga-mx,btts,HT,nao,63,,,,,skip_min
liga,liga-mx,btts,HT,sim,63,,,,,skip_min
liga,liga-mx,cartoes_1x2,FT,away,63,,,,,skip_min
liga,liga-mx,cartoes_1x2,FT,draw,63,,,,,skip_min
