scope,liga,family,period,direction,n,mean_pred,base_rate,brier_raw,breakpoints,status
liga,liga-mx,cartoes_1x2,FT,home,63,,,,,skip_min
liga,liga-mx,cartoes,FT,over,945,,,,,skip_min
liga,liga-mx,cartoes,FT,under,945,,,,,skip_min
liga,liga-mx,cartoes,HT,over,504,,,,,skip_min
liga,liga-mx,cartoes,HT,under,504,,,,,skip_min
liga,liga-mx,chutes_alvo,FT,over,1071,,,,,skip_min
liga,liga-mx,chutes_alvo,FT,under,1071,,,,,skip_min
liga,liga-mx,chutes_alvo,HT,over,567,,,,,skip_min
liga,liga-mx,chutes_alvo,HT,under,567,,,,,skip_min
liga,liga-mx,chutes,FT,over,1953,0.651128,0.658986,0.147651,310,fit
liga,liga-mx,chutes,FT,under,1953,0.348872,0.341014,0.147651,309,fit
liga,liga-mx,chutes,HT,over,819,,,,,skip_min
liga,liga-mx,chutes,HT,under,819,,,,,skip_min
liga,liga-mx,correct_score,FT,0_0,63,,,,,skip_min
liga,liga-mx,correct_score,FT,0_1,63,,,,,skip_min
liga,liga-mx,correct_score,FT,0_2,63,,,,,skip_min
liga,liga-mx,correct_score,FT,0_3,63,,,,,skip_min
liga,liga-mx,correct_score,FT,0_4,63,,,,,skip_min
liga,liga-mx,correct_score,FT,1_0,63,,,,,skip_min
liga,liga-mx,correct_score,FT,1_1,63,,,,,skip_min
liga,liga-mx,correct_score,FT,1_2,63,,,,,skip_min
liga,liga-mx,correct_score,FT,1_3,63,,,,,skip_min
liga,liga-mx,correct_score,FT,1_4,63,,,,,skip_min
liga,liga-mx,correct_score,FT,2_0,63,,,,,skip_min
liga,liga-mx,correct_score,FT,2_1,63,,,,,skip_min
liga,liga-mx,correct_score,FT,2_2,63,,,,,skip_min
liga,liga-mx,correct_score,FT,2_3,63,,,,,skip_min
liga,liga-mx,correct_score,FT,2_4,63,,,,,skip_min
liga,liga-mx,correct_score,FT,3_0,63,,,,,skip_min
liga,liga-mx,correct_score,FT,3_1,63,,,,,skip_min
liga,liga-mx,correct_score,FT,3_2,63,,,,,skip_min
liga,liga-mx,correct_score,FT,3_3,63,,,,,skip_min
liga,liga-mx,correct_score,FT,3_4,63,,,,,skip_min
liga,liga-mx,correct_score,FT,4_0,63,,,,,skip_min
liga,liga-mx,correct_score,FT,4_1,63,,,,,skip_min
liga,liga-mx,correct_score,FT,4_2,63,,,,,skip_min
liga,liga-mx,correct_score,FT,4_3,63,,,,,skip_min
liga,liga-mx,correct_score,FT,4_4,63,,,,,skip_min
liga,liga-mx,correct_score,FT,other_away,63,,,,,skip_min
liga,liga-mx,correct_score,FT,other_draw,63,,,,,skip_min
liga,liga-mx,correct_score,FT,other_home,63,,,,,skip_min
liga,liga-mx,correct_score,HT,0_0,63,,,,,skip_min
liga,liga-mx,correct_score,HT,0_1,63,,,,,skip_min
liga,liga-mx,correct_score,HT,0_2,63,,,,,skip_min
liga,liga-mx,correct_score,HT,1_0,63,,,,,skip_min
liga,liga-mx,correct_score,HT,1_1,63,,,,,skip_min
liga,liga-mx,correct_score,HT,1_2,63,,,,,skip_min
liga,liga-mx,correct_score,HT,2_0,63,,,,,skip_min
liga,liga-mx,correct_score,HT,2_1,63,,,,,skip_min
liga,liga-mx,correct_score,HT,2_2,63,,,,,skip_min
liga,liga-mx,correct_score,HT,other,63,,,,,skip_min
liga,liga-mx,dnb,FT,away,48,,,,,skip_min
liga,liga-mx,dnb,FT,home,48,,,,,skip_min
liga,liga-mx,dnb,HT,away,39,,,,,skip_min
liga,liga-mx,dnb,HT,home,39,,,,,skip_min
liga,liga-mx,dupla,2T,12,63,,,,,skip_min
liga,liga-mx,dupla,2T,1x,63,,,,,skip_min
liga,liga-mx,dupla,2T,x2,63,,,,,skip_min
liga,liga-mx,dupla,FT,12,63,,,,,skip_min
liga,liga-mx,dupla,FT,1x,63,,,,,skip_min
liga,liga-mx,dupla,FT,x2,63,,,,,skip_min
liga,liga-mx,dupla,HT,12,63,,,,,skip_min
liga,liga-mx,dupla,HT,1x,63,,,,,skip_min
liga,liga-mx,dupla,HT,x2,63,,,,,skip_min
liga,liga-mx,escanteios_1x2,FT,away,63,,,,,skip_min
liga,liga-mx,escanteios_1x2,FT,draw,63,,,,,skip_min
liga,liga-mx,escanteios_1x2,FT,home,63,,,,,skip_min
liga,liga-mx,escanteios_1x2,HT,away,63,,,,,skip_min
liga,liga-mx,escanteios_1x2,HT,draw,63,,,,,skip_min
liga,liga-mx,escanteios_1x2,HT,home,63,,,,,skip_min
liga,liga-mx,escanteios,FT,over,1260,,,,,skip_min
liga,liga-mx,escanteios,FT,under,1260,,,,,skip_min
liga,liga-mx,escanteios,HT,over,945,,,,,skip_min
liga,liga-mx,escanteios,HT,under,945,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_0,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_1,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_10,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_11,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_12,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_13,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_14,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_15_plus,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_2,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_3,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_4,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_5,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_6,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_7,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_8,63,,,,,skip_min
liga,liga-mx,escanteios_exato,FT,eq_9,63,,,,,skip_min
liga,liga-mx,faltas,FT,over,882,,,,,skip_min
liga,liga-mx,faltas,FT,under,882,,,,,skip_min
liga,liga-mx,gols,FT,over,1008,,,,,skip_min
liga,liga-mx,gols,FT,under,1008,,,,,skip_min
liga,liga-mx,gols,HT,over,504,,,,,skip_min
liga,liga-mx,gols,HT,under,504,,,,,skip_min
liga,liga-mx,gols,2T,over,252,,,,,skip_min
liga,liga-mx,gols,2T,under,252,,,,,skip_min
liga,liga-mx,handicap,FT,away_minus_1,63,,,,,skip_min
liga,liga-mx,handicap,FT,away_minus_2,63,,,,,skip_min
liga,liga-mx,handicap,FT,away_plus_1,63,,,,,skip_min
liga,liga-mx,handicap,FT,away_plus_2,63,,,,,skip_min
liga,liga-mx,handicap,FT,draw_minus_1,63,,,,,skip_min
liga,liga-mx,handicap,FT,draw_minus_2,63,,,,,skip_min
liga,liga-mx,handicap,FT,draw_plus_1,63,,,,,skip_min
liga,liga-mx,handicap,FT,draw_plus_2,63,,,,,skip_min
liga,liga-mx,handicap,FT,home_minus_1,63,,,,,skip_min
liga,liga-mx,handicap,FT,home_minus_2,63,,,,,skip_min
liga,liga-mx,handicap,FT,home_plus_1,63,,,,,skip_min
liga,liga-mx,handicap,FT,home_plus_2,63,,,,,skip_min
liga,liga-mx,htft,FULL,1_1,63,,,,,skip_min
liga,liga-mx,htft,FULL,1_2,63,,,,,skip_min
liga,liga-mx,htft,FULL,1_x,63,,,,,skip_min
liga,liga-mx,htft,FULL,2_1,63,,,,,skip_min
liga,liga-mx,htft,FULL,2_2,63,,,,,skip_min
liga,liga-mx,htft,FULL,2_x,63,,,,,skip_min
liga,liga-mx,htft,FULL,x_1,63,,,,,skip_min
liga,liga-mx,htft,FULL,x_2,63,,,,,skip_min
liga,liga-mx,htft,FULL,x_x,63,,,,,skip_min
liga,liga-mx,impedimentos,FT,over,630,,,,,skip_min
liga,liga-mx,impedimentos,FT,under,630,,,,,skip_min
liga,liga-mx,marca,FT,away_nao,63,,,,,skip_min
liga,liga-mx,marca,FT,away_sim,63,,,,,skip_min
liga,liga-mx,marca,FT,home_nao,63,,,,,skip_min
liga,liga-mx,marca,FT,home_sim,63,,,,,skip_min
liga,liga-mx,margem,FT,away_1,63,,,,,skip_min
liga,liga-mx,margem,FT,away_2,63,,,,,skip_min
liga,liga-mx,margem,FT,away_3,63,,,,,skip_min
liga,liga-mx,margem,FT,away_4_plus,63,,,,,skip_min
liga,liga-mx,margem,FT,draw,63,,,,,skip_min
liga,liga-mx,margem,FT,home_1,63,,,,,skip_min
liga,liga-mx,margem,FT,home_2,63,,,,,skip_min
liga,liga-mx,margem,FT,home_3,63,,,,,skip_min
liga,liga-mx,margem,FT,home_4_plus,63,,,,,skip_min
liga,liga-mx,asian_handicap,FT,away_minus_1,54,,,,,skip_min
liga,liga-mx,asian_handicap,FT,home_minus_1,54,,,,,skip_min
liga,liga-mx,dnb,2T,away,44,,,,,skip_min
liga,liga-mx,dnb,2T,home,44,,,,,skip_min
liga,serie-a,1x2,2T,away,1468,,,,,skip_min
liga,serie-a,1x2,2T,draw,1468,,,,,skip_min
liga,serie-a,1x2,2T,home,1468,,,,,skip_min
liga,serie-a,1x2,FT,away,1468,,,,,skip_min
liga,serie-a,1x2,FT,draw,1468,,,,,skip_min
liga,serie-a,1x2,FT,home,1468,,,,,skip_min
liga,serie-a,1x2,HT,away,1468,,,,,skip_min
liga,serie-a,1x2,HT,draw,1468,,,,,skip_min
liga,serie-a,1x2,HT,home,1468,,,,,skip_min
liga,serie-a,asian_handicap,FT,away_minus_0_5,1468,,,,,skip_min
liga,serie-a,asian_handicap,FT,away_minus_1,1160,,,,,skip_min
liga,serie-a,asian_handicap,FT,away_minus_1_5,1468,,,,,skip_min
liga,serie-a,asian_handicap,FT,away_minus_2,1303,,,,,skip_min
liga,serie-a,asian_handicap,FT,away_plus_0_5,1468,,,,,skip_min
liga,serie-a,asian_handicap,FT,away_plus_1,1202,,,,,skip_min
liga,serie-a,asian_handicap,FT,away_plus_1_5,1468,,,,,skip_min
liga,serie-a,asian_handicap,FT,away_plus_2,1347,,,,,skip_min
liga,serie-a,asian_handicap,FT,home_minus_0_5,1468,,,,,skip_min
liga,serie-a,asian_handicap,FT,home_minus_1,1160,,,,,skip_min
liga,serie-a,asian_handicap,FT,home_minus_1_5,1468,,,,,skip_min
liga,serie-a,asian_handicap,FT,home_minus_2,1303,,,,,skip_min
liga,serie-a,asian_handicap,FT,home_plus_0_5,1468,,,,,skip_min
liga,serie-a,asian_handicap,FT,home_plus_1,1202,,,,,skip_min
liga,serie-a,asian_handicap,FT,home_plus_1_5,1468,,,,,skip_min
liga,serie-a,asian_handicap,FT,home_plus_2,1347,,,,,skip_min
liga,serie-a,asian_total,FT,over,6901,0.523116,0.496160,0.201450,41,fit
liga,serie-a,asian_total,FT,under,6901,0.476884,0.503840,0.201450,41,fit
liga,serie-a,asian_total,HT,over,2975,0.418112,0.366723,0.226367,23,fit
liga,serie-a,asian_total,HT,under,2975,0.581888,0.633277,0.226367,23,fit
liga,serie-a,btts_algum_tempo,FULL,nao,1468,,,,,skip_min
liga,serie-a,btts_algum_tempo,FULL,sim,1468,,,,,skip_min
liga,serie-a,btts_ambos_tempos,FULL,nao,1468,,,,,skip_min
liga,serie-a,btts_ambos_tempos,FULL,sim,1468,,,,,skip_min
liga,serie-a,btts,FT,nao,1468,,,,,skip_min
liga,serie-a,btts,FT,sim,1468,,,,,skip_min
liga,serie-a,btts,HT,nao,1468,,,,,skip_min
liga,serie-a,btts,HT,sim,1468,,,,,skip_min
liga,serie-a,cartoes_1x2,FT,away,1468,,,,,skip_min
liga,serie-a,cartoes_1x2,FT,draw,1468,,,,,skip_min
liga,serie-a,cartoes_1x2,FT,home,1468,,,,,skip_min
liga,serie-a,cartoes,FT,over,22020,0.495319,0.518937,0.168440,86,fit
liga,serie-a,cartoes,FT,under,22020,0.504681,0.481063,0.168440,85,fit
liga,serie-a,cartoes,HT,over,11744,0.315928,0.374745,0.186363,54,fit
liga,serie-a,cartoes,HT,under,11744,0.684072,0.625255,0.186363,54,fit
liga,serie-a,chutes_alvo,FT,over,24956,0.604853,0.570404,0.192884,54,fit
liga,serie-a,chutes_alvo,FT,under,24956,0.395147,0.429596,0.192884,52,fit
liga,serie-a,chutes_alvo,HT,over,13212,0.501856,0.544505,0.208470,36,fit
liga,serie-a,chutes_alvo,HT,under,13212,0.498144,0.455495,0.208470,37,fit
liga,serie-a,chutes,FT,over,45508,0.642264,0.605212,0.164539,1255,fit
liga,serie-a,chutes,FT,under,45508,0.357736,0.394788,0.164539,1253,fit
liga,serie-a,chutes,HT,over,19084,0.832475,0.780706,0.142386,125,fit
liga,serie-a,chutes,HT,under,19084,0.167525,0.219294,0.142386,123,fit
liga,serie-a,correct_score,FT,0_0,1468,,,,,skip_min
liga,serie-a,correct_score,FT,0_1,1468,,,,,skip_min
liga,serie-a,correct_score,FT,0_2,1468,,,,,skip_min
liga,serie-a,correct_score,FT,0_3,1468,,,,,skip_min
liga,serie-a,correct_score,FT,0_4,1468,,,,,skip_min
liga,serie-a,correct_score,FT,1_0,1468,,,,,skip_min
liga,serie-a,correct_score,FT,1_1,1468,,,,,skip_min
liga,serie-a,correct_score,FT,1_2,1468,,,,,skip_min
liga,serie-a,correct_score,FT,1_3,1468,,,,,skip_min
liga,serie-a,correct_score,FT,1_4,1468,,,,,skip_min
liga,serie-a,correct_score,FT,2_0,1468,,,,,skip_min
liga,serie-a,correct_score,FT,2_1,1468,,,,,skip_min
liga,serie-a,correct_score,FT,2_2,1468,,,,,skip_min
liga,serie-a,correct_score,FT,2_3,1468,,,,,skip_min
liga,serie-a,correct_score,FT,2_4,1468,,,,,skip_min
liga,serie-a,correct_score,FT,3_0,1468,,,,,skip_min
liga,serie-a,correct_score,FT,3_1,1468,,,,,skip_min
liga,serie-a,correct_score,FT,3_2,1468,,,,,skip_min
liga,serie-a,correct_score,FT,3_3,1468,,,,,skip_min
liga,serie-a,correct_score,FT,3_4,1468,,,,,skip_min
liga,serie-a,correct_score,FT,4_0,1468,,,,,skip_min
liga,serie-a,correct_score,FT,4_1,1468,,,,,skip_min
liga,serie-a,correct_score,FT,4_2,1468,,,,,skip_min
liga,serie-a,correct_score,FT,4_3,1468,,,,,skip_min
liga,serie-a,correct_score,FT,4_4,1468,,,,,skip_min
liga,serie-a,correct_score,FT,other_away,1468,,,,,skip_min
liga,serie-a,correct_score,FT,other_draw,1468,,,,,skip_min
liga,serie-a,correct_score,FT,other_home,1468,,,,,skip_min
liga,serie-a,correct_score,HT,0_0,1468,,,,,skip_min
liga,serie-a,correct_score,HT,0_1,1468,,,,,skip_min
liga,serie-a,correct_score,HT,0_2,1468,,,,,skip_min
liga,serie-a,correct_score,HT,1_0,1468,,,,,skip_min
liga,serie-a,correct_score,HT,1_1,1468,,,,,skip_min
liga,serie-a,correct_score,HT,1_2,1468,,,,,skip_min
liga,serie-a,correct_score,HT,2_0,1468,,,,,skip_min
liga,serie-a,correct_score,HT,2_1,1468,,,,,skip_min
liga,serie-a,correct_score,HT,2_2,1468,,,,,skip_min
liga,serie-a,correct_score,HT,other,1468,,,,,skip_min
liga,serie-a,dnb,2T,away,949,,,,,skip_min
liga,serie-a,dnb,2T,home,949,,,,,skip_min
liga,serie-a,dnb,FT,away,1056,,,,,skip_min
liga,serie-a,dnb,FT,home,1056,,,,,skip_min
liga,serie-a,dnb,HT,away,850,,,,,skip_min
liga,serie-a,dnb,HT,home,850,,,,,skip_min
liga,serie-a,dupla,2T,12,1468,,,,,skip_min
liga,serie-a,dupla,2T,1x,1468,,,,,skip_min
liga,serie-a,dupla,2T,x2,1468,,,,,skip_min
liga,serie-a,dupla,FT,12,1468,,,,,skip_min
liga,serie-a,dupla,FT,1x,1468,,,,,skip_min
liga,serie-a,dupla,FT,x2,1468,,,,,skip_min
liga,serie-a,dupla,HT,12,1468,,,,,skip_min
liga,serie-a,dupla,HT,1x,1468,,,,,skip_min
liga,serie-a,dupla,HT,x2,1468,,,,,skip_min
liga,serie-a,escanteios_1x2,FT,away,1468,,,,,skip_min
liga,serie-a,escanteios_1x2,FT,draw,1468,,,,,skip_min
liga,serie-a,escanteios_1x2,FT,home,1468,,,,,skip_min
liga,serie-a,escanteios_1x2,HT,away,1468,,,,,skip_min
liga,serie-a,escanteios_1x2,HT,draw,1468,,,,,skip_min
liga,serie-a,escanteios_1x2,HT,home,1468,,,,,skip_min
liga,serie-a,escanteios,FT,over,29360,0.413445,0.396560,0.195134,64,fit
liga,serie-a,escanteios,FT,under,29360,0.586555,0.603440,0.195134,65,fit
liga,serie-a,escanteios,HT,over,22020,0.399909,0.445005,0.184426,84,fit
liga,serie-a,escanteios,HT,under,22020,0.600091,0.554995,0.184426,78,fit
liga,serie-a,escanteios_exato,FT,eq_0,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_1,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_10,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_11,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_12,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_13,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_14,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_15_plus,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_2,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_3,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_4,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_5,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_6,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_7,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_8,1468,,,,,skip_min
liga,serie-a,escanteios_exato,FT,eq_9,1468,,,,,skip_min
liga,serie-a,faltas,FT,over,20552,0.637651,0.610403,0.191804,140,fit
liga,serie-a,faltas,FT,under,20552,0.362349,0.389597,0.191804,138,fit
liga,serie-a,gols,FT,over,23488,0.342941,0.320972,0.129088,73,fit
liga,serie-a,gols,FT,under,23488,0.657059,0.679028,0.129088,79,fit
liga,serie-a,gols,HT,over,11744,0.269843,0.281335,0.153050,80,fit
liga,serie-a,gols,HT,under,11744,0.730157,0.718665,0.153050,80,fit
liga,serie-a,gols,2T,over,5872,0.407281,0.357289,0.158905,52,fit
liga,serie-a,gols,2T,under,5872,0.592719,0.642711,0.158905,52,fit
liga,serie-a,handicap,FT,away_minus_1,1468,,,,,skip_min
liga,serie-a,handicap,FT,away_minus_2,1468,,,,,skip_min
liga,serie-a,handicap,FT,away_plus_1,1468,,,,,skip_min
liga,serie-a,handicap,FT,away_plus_2,1468,,,,,skip_min
liga,serie-a,handicap,FT,draw_minus_1,1468,,,,,skip_min
liga,serie-a,handicap,FT,draw_minus_2,1468,,,,,skip_min
liga,serie-a,handicap,FT,draw_plus_1,1468,,,,,skip_min
liga,serie-a,handicap,FT,draw_plus_2,1468,,,,,skip_min
liga,serie-a,handicap,FT,home_minus_1,1468,,,,,skip_min
liga,serie-a,handicap,FT,home_minus_2,1468,,,,,skip_min
liga,serie-a,handicap,FT,home_plus_1,1468,,,,,skip_min
liga,serie-a,handicap,FT,home_plus_2,1468,,,,,skip_min
liga,serie-a,htft,FULL,1_1,1468,,,,,skip_min
liga,serie-a,htft,FULL,1_2,1468,,,,,skip_min
liga,serie-a,htft,FULL,1_x,1468,,,,,skip_min
liga,serie-a,htft,FULL,2_1,1468,,,,,skip_min
liga,serie-a,htft,FULL,2_2,1468,,,,,skip_min
liga,serie-a,htft,FULL,2_x,1468,,,,,skip_min
liga,serie-a,htft,FULL,x_1,1468,,,,,skip_min
liga,serie-a,htft,FULL,x_2,1468,,,,,skip_min
liga,serie-a,htft,FULL,x_x,1468,,,,,skip_min
liga,serie-a,impedimentos,FT,over,14680,0.460142,0.418801,0.207742,44,fit
liga,serie-a,impedimentos,FT,under,14680,0.539858,0.581199,0.207742,48,fit
liga,serie-a,marca,FT,away_nao,1468,,,,,skip_min
liga,serie-a,marca,FT,away_sim,1468,,,,,skip_min
liga,serie-a,marca,FT,home_nao,1468,,,,,skip_min
liga,serie-a,marca,FT,home_sim,1468,,,,,skip_min
liga,serie-a,margem,FT,away_1,1468,,,,,skip_min
liga,serie-a,margem,FT,away_2,1468,,,,,skip_min
liga,serie-a,margem,FT,away_3,1468,,,,,skip_min
liga,serie-a,margem,FT,away_4_plus,1468,,,,,skip_min
liga,serie-a,margem,FT,draw,1468,,,,,skip_min
liga,serie-a,margem,FT,home_1,1468,,,,,skip_min
liga,serie-a,margem,FT,home_2,1468,,,,,skip_min
liga,serie-a,margem,FT,home_3,1468,,,,,skip_min
liga,serie-a,margem,FT,home_4_plus,1468,,,,,skip_min
liga,la-liga-2,1x2,2T,away,48,,,,,skip_min
liga,la-liga-2,1x2,2T,draw,48,,,,,skip_min
liga,la-liga-2,1x2,2T,home,48,,,,,skip_min
liga,la-liga-2,1x2,FT,away,48,,,,,skip_min
liga,la-liga-2,1x2,FT,draw,48,,,,,skip_min
liga,la-liga-2,1x2,FT,home,48,,,,,skip_min
liga,la-liga-2,1x2,HT,away,48,,,,,skip_min
liga,la-liga-2,1x2,HT,draw,48,,,,,skip_min
liga,la-liga-2,1x2,HT,home,48,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,away_minus_0_5,48,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,away_minus_1_5,48,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,away_minus_2,42,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,away_plus_0_5,48,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,away_plus_1,43,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,away_plus_1_5,48,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,away_plus_2,43,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,home_minus_0_5,48,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,home_minus_1_5,48,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,home_minus_2,42,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,home_plus_0_5,48,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,home_plus_1,43,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,home_plus_1_5,48,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,home_plus_2,43,,,,,skip_min
liga,la-liga-2,asian_total,FT,over,229,,,,,skip_min
liga,la-liga-2,asian_total,FT,under,229,,,,,skip_min
liga,la-liga-2,asian_total,HT,over,93,,,,,skip_min
liga,la-liga-2,asian_total,HT,under,93,,,,,skip_min
liga,la-liga-2,btts_algum_tempo,FULL,nao,48,,,,,skip_min
liga,la-liga-2,btts_algum_tempo,FULL,sim,48,,,,,skip_min
liga,la-liga-2,btts_ambos_tempos,FULL,nao,48,,,,,skip_min
liga,la-liga-2,btts_ambos_tempos,FULL,sim,48,,,,,skip_min
liga,la-liga-2,btts,FT,nao,48,,,,,skip_min
liga,la-liga-2,btts,FT,sim,48,,,,,skip_min
liga,la-liga-2,btts,HT,nao,48,,,,,skip_min
liga,la-liga-2,btts,HT,sim,48,,,,,skip_min
liga,la-liga-2,cartoes_1x2,FT,away,48,,,,,skip_min
liga,la-liga-2,cartoes_1x2,FT,draw,48,,,,,skip_min
liga,la-liga-2,cartoes_1x2,FT,home,48,,,,,skip_min
liga,la-liga-2,cartoes,FT,over,720,,,,,skip_min
liga,la-liga-2,cartoes,FT,under,720,,,,,skip_min
liga,la-liga-2,cartoes,HT,over,384,,,,,skip_min
liga,la-liga-2,cartoes,HT,under,384,,,,,skip_min
liga,la-liga-2,chutes_alvo,FT,over,816,,,,,skip_min
liga,la-liga-2,chutes_alvo,FT,under,816,,,,,skip_min
liga,la-liga-2,chutes_alvo,HT,over,432,,,,,skip_min
liga,la-liga-2,chutes_alvo,HT,under,432,,,,,skip_min
liga,la-liga-2,chutes,FT,over,1488,,,,,skip_min
liga,la-liga-2,chutes,FT,under,1488,,,,,skip_min
liga,la-liga-2,chutes,HT,over,624,,,,,skip_min
liga,la-liga-2,chutes,HT,under,624,,,,,skip_min
liga,la-liga-2,correct_score,FT,0_0,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,0_1,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,0_2,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,0_3,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,0_4,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,1_0,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,1_1,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,1_2,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,1_3,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,1_4,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,2_0,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,2_1,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,2_2,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,2_3,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,2_4,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,3_0,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,3_1,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,3_2,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,3_3,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,3_4,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,4_0,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,4_1,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,4_2,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,4_3,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,4_4,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,other_away,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,other_draw,48,,,,,skip_min
liga,la-liga-2,correct_score,FT,other_home,48,,,,,skip_min
liga,la-liga-2,correct_score,HT,0_0,48,,,,,skip_min
liga,la-liga-2,correct_score,HT,0_1,48,,,,,skip_min
liga,la-liga-2,correct_score,HT,0_2,48,,,,,skip_min
liga,la-liga-2,correct_score,HT,1_0,48,,,,,skip_min
liga,la-liga-2,correct_score,HT,1_1,48,,,,,skip_min
liga,la-liga-2,correct_score,HT,1_2,48,,,,,skip_min
liga,la-liga-2,correct_score,HT,2_0,48,,,,,skip_min
liga,la-liga-2,correct_score,HT,2_1,48,,,,,skip_min
liga,la-liga-2,correct_score,HT,2_2,48,,,,,skip_min
liga,la-liga-2,correct_score,HT,other,48,,,,,skip_min
liga,la-liga-2,dnb,2T,away,29,,,,,skip_min
liga,la-liga-2,dnb,2T,home,29,,,,,skip_min
liga,la-liga-2,dnb,FT,away,38,,,,,skip_min
liga,la-liga-2,dnb,FT,home,38,,,,,skip_min
liga,la-liga-2,dupla,2T,12,48,,,,,skip_min
liga,la-liga-2,dupla,2T,1x,48,,,,,skip_min
liga,la-liga-2,dupla,2T,x2,48,,,,,skip_min
liga,la-liga-2,dupla,FT,12,48,,,,,skip_min
liga,la-liga-2,dupla,FT,1x,48,,,,,skip_min
liga,la-liga-2,dupla,FT,x2,48,,,,,skip_min
liga,la-liga-2,dupla,HT,12,48,,,,,skip_min
liga,la-liga-2,dupla,HT,1x,48,,,,,skip_min
liga,la-liga-2,dupla,HT,x2,48,,,,,skip_min
liga,la-liga-2,escanteios_1x2,FT,away,48,,,,,skip_min
liga,la-liga-2,escanteios_1x2,FT,draw,48,,,,,skip_min
liga,la-liga-2,escanteios_1x2,FT,home,48,,,,,skip_min
liga,la-liga-2,escanteios_1x2,HT,away,48,,,,,skip_min
