liga,family,period,direction,n,base_rate,mean_pred,brier,log_loss,accuracy
liga-mx,cartoes_1x2,FT,draw,239,0.179916,0.203113,0.149021,0.475746,0.820084
liga-mx,cartoes_1x2,FT,home,239,0.397490,0.350261,0.241919,0.677438,0.594142
liga-mx,chutes,FT,over,5497,0.571585,0.530660,0.222385,0.636134,0.645261
liga-mx,chutes,FT,under,5497,0.428415,0.469217,0.222376,0.636046,0.645625
liga-mx,chutes,HT,over,3107,0.621500,0.606730,0.223438,0.640053,0.645639
liga-mx,chutes,HT,under,3107,0.378500,0.393489,0.223429,0.640042,0.645961
liga-mx,chutes_1x2,FT,away,239,0.389121,0.383762,0.213637,0.628160,0.652720
liga-mx,chutes_1x2,FT,draw,239,0.041841,0.045413,0.041355,0.217775,0.958159
liga-mx,chutes_1x2,FT,home,239,0.569038,0.571763,0.228129,0.665900,0.619247
liga-mx,chutes_1x2,HT,away,239,0.343096,0.374483,0.210091,0.814801,0.656904
liga-mx,chutes_1x2,HT,draw,239,0.079498,0.084671,0.076624,0.282059,0.912134
liga-mx,chutes_1x2,HT,home,239,0.577406,0.544585,0.223811,0.748005,0.635983
liga-mx,chutes_alvo,FT,over,4063,0.465420,0.458297,0.200407,0.588000,0.700714
liga-mx,chutes_alvo,FT,under,4063,0.534580,0.542091,0.200394,0.587960,0.700714
liga-mx,chutes_alvo,HT,over,2868,0.490586,0.487558,0.196000,0.577575,0.708856
liga-mx,chutes_alvo,HT,under,2868,0.509414,0.512445,0.195998,0.577573,0.708856
liga-mx,chutes_alvo_1x2,FT,away,239,0.355649,0.352185,0.229363,0.651315,0.644351
liga-mx,chutes_alvo_1x2,FT,draw,239,0.112971,0.104035,0.100188,0.352575,0.887029
liga-mx,chutes_alvo_1x2,FT,home,239,0.531381,0.545485,0.249185,0.691519,0.531381
liga-mx,chutes_alvo_1x2,HT,away,239,0.313808,0.340664,0.216285,0.624253,0.686192
liga-mx,chutes_alvo_1x2,HT,draw,239,0.179916,0.176142,0.147869,0.472379,0.820084
liga-mx,chutes_alvo_1x2,HT,home,239,0.506276,0.481641,0.250572,0.694291,0.493724
liga-mx,dupla,FT,12,239,0.744770,0.759181,0.192335,0.574621,0.744770
liga-mx,dupla,FT,1x,239,0.744770,0.725297,0.186399,0.555302,0.728033
liga-mx,dupla,FT,x2,239,0.510460,0.510343,0.244034,0.682411,0.569038
liga-mx,dupla,HT,12,239,0.598326,0.603172,0.240745,0.674866,0.598326
liga-mx,dupla,HT,1x,239,0.824268,0.763171,0.147881,0.470106,0.811715
liga-mx,dupla,HT,x2,239,0.577406,0.626863,0.247867,0.690471,0.581590
liga-mx,escanteios,FT,over,4780,0.396444,0.392227,0.203062,0.593769,0.688075
liga-mx,escanteios,FT,under,4780,0.603556,0.607747,0.203058,0.593723,0.686611
liga-mx,escanteios,HT,over,3585,0.442957,0.440252,0.186795,0.557693,0.724128
liga-mx,escanteios,HT,under,3585,0.557043,0.559344,0.186873,0.557880,0.724128
liga-mx,escanteios_1x2,FT,away,239,0.414226,0.394117,0.224010,0.639031,0.631799
liga-mx,escanteios_1x2,FT,draw,239,0.075314,0.097710,0.067842,0.262941,0.928870
liga-mx,escanteios_1x2,FT,home,239,0.510460,0.513155,0.236570,0.666760,0.594142
liga-mx,escanteios_1x2,HT,away,239,0.422594,0.376677,0.236812,0.665970,0.594142
liga-mx,escanteios_1x2,HT,draw,239,0.121339,0.151398,0.109452,0.379652,0.874477
liga-mx,escanteios_1x2,HT,home,239,0.456067,0.474190,0.243307,0.680397,0.598326
liga-mx,escanteios_handicap,FT,away_minus_1_5,239,0.334728,0.312783,0.212405,0.616260,0.677824
liga-mx,escanteios_handicap,FT,away_minus_2_5,239,0.259414,0.239414,0.187037,0.566515,0.740586
liga-mx,escanteios_handicap,FT,away_minus_3_5,239,0.179916,0.170280,0.143903,0.482911,0.820084
liga-mx,escanteios_handicap,FT,away_minus_4_5,239,0.125523,0.119143,0.107468,0.376937,0.874477
liga-mx,escanteios_handicap,FT,away_plus_1_5,239,0.569038,0.580835,0.231612,0.656330,0.665272
liga-mx,escanteios_handicap,FT,away_plus_2_5,239,0.644351,0.661586,0.217921,0.629093,0.652720
liga-mx,escanteios_handicap,FT,away_plus_3_5,239,0.761506,0.736664,0.180161,0.542289,0.753138
liga-mx,escanteios_handicap,FT,away_plus_4_5,239,0.820084,0.804511,0.145424,0.460977,0.820084
liga-mx,escanteios_handicap,FT,home_minus_1_5,239,0.430962,0.410561,0.233547,0.662522,0.648536
liga-mx,escanteios_handicap,FT,home_minus_2_5,239,0.355649,0.327157,0.217678,0.629387,0.648536
liga-mx,escanteios_handicap,FT,home_minus_3_5,239,0.238494,0.250091,0.178513,0.535421,0.736402
liga-mx,escanteios_handicap,FT,home_minus_4_5,239,0.179916,0.181387,0.143296,0.449709,0.807531
liga-mx,escanteios_handicap,FT,home_plus_1_5,239,0.665272,0.693150,0.213049,0.618125,0.682008
liga-mx,escanteios_handicap,FT,home_plus_2_5,239,0.740586,0.770061,0.187342,0.562721,0.748954
liga-mx,escanteios_handicap,FT,home_plus_3_5,239,0.820084,0.838682,0.142982,0.463228,0.820084
liga-mx,escanteios_handicap,FT,home_plus_4_5,239,0.874477,0.889626,0.108779,0.373835,0.874477
liga-mx,escanteios_handicap,HT,away_minus_1_5,239,0.267782,0.244085,0.192136,0.569699,0.732218
liga-mx,escanteios_handicap,HT,away_minus_2_5,239,0.142259,0.139020,0.121144,0.403331,0.857741
liga-mx,escanteios_handicap,HT,away_plus_1_5,239,0.690377,0.669358,0.212095,0.611758,0.661088
liga-mx,escanteios_handicap,HT,away_plus_2_5,239,0.824268,0.788405,0.146079,0.466713,0.824268
liga-mx,escanteios_handicap,HT,home_minus_1_5,239,0.309623,0.323625,0.218539,0.628825,0.656904
liga-mx,escanteios_handicap,HT,home_minus_2_5,239,0.175732,0.198142,0.149515,0.481718,0.820084
liga-mx,escanteios_handicap,HT,home_plus_1_5,239,0.732218,0.768914,0.193413,0.574237,0.732218
liga-mx,escanteios_handicap,HT,home_plus_2_5,239,0.857741,0.871675,0.122380,0.406895,0.857741
liga-mx,escanteios_oddeven,FT,impar,239,0.543933,0.508720,0.247929,0.688482,0.560669
liga-mx,escanteios_oddeven,FT,par,239,0.456067,0.488253,0.247701,0.688022,0.560669
liga-mx,escanteios_oddeven,HT,impar,239,0.527197,0.501259,0.249721,0.692572,0.531381
liga-mx,escanteios_oddeven,HT,par,239,0.472803,0.498906,0.249732,0.692594,0.535565
liga-mx,faltas,FT,over,3346,0.612074,0.601547,0.198535,0.581681,0.694860
liga-mx,faltas,FT,under,3346,0.387926,0.398330,0.198534,0.581668,0.694860
liga-mx,gols,2T,over,956,0.375523,0.408084,0.177290,0.535581,0.754184
liga-mx,gols,2T,under,956,0.624477,0.591916,0.177290,0.535581,0.754184
liga-mx,gols,FT,over,3824,0.356956,0.370526,0.145593,0.449178,0.790010
liga-mx,gols,FT,under,3824,0.643044,0.629474,0.145593,0.449178,0.790272
liga-mx,gols,HT,over,1912,0.321653,0.322634,0.172123,0.516330,0.747908
liga-mx,gols,HT,under,1912,0.678347,0.677366,0.172123,0.516330,0.747908
liga-mx,gols_oddeven,FT,impar,239,0.493724,0.501285,0.250551,0.693911,0.426778
liga-mx,gols_oddeven,FT,par,239,0.506276,0.498715,0.250551,0.693911,0.493724
liga-mx,gols_oddeven,HT,impar,239,0.464435,0.466118,0.248310,0.689756,0.535565
liga-mx,gols_oddeven,HT,par,239,0.535565,0.533882,0.248310,0.689756,0.535565
liga-mx,impedimentos,FT,over,2390,0.405439,0.420638,0.196213,0.577799,0.705858
liga-mx,impedimentos,FT,under,2390,0.594561,0.578947,0.196225,0.577735,0.704603
ligue-1,1x2,FT,away,1520,0.325000,0.315755,0.200533,0.587841,0.696711
ligue-1,1x2,FT,draw,1520,0.238816,0.257639,0.180545,0.545962,0.761184
ligue-1,1x2,FT,home,1520,0.436184,0.430524,0.221182,0.632236,0.639474
ligue-1,1x2,HT,away,1520,0.272368,0.261164,0.188182,0.560402,0.728289
ligue-1,1x2,HT,draw,1520,0.394737,0.409299,0.239682,0.672233,0.605263
ligue-1,1x2,HT,home,1520,0.332895,0.333056,0.211983,0.612779,0.671053
ligue-1,btts,FT,nao,1520,0.453947,0.464136,0.248822,0.690827,0.534211
ligue-1,btts,FT,sim,1520,0.546053,0.535864,0.248822,0.690827,0.534211
ligue-1,btts,HT,nao,1520,0.792105,0.797614,0.164617,0.511079,0.792105
ligue-1,btts,HT,sim,1520,0.207895,0.202386,0.164617,0.511079,0.792105
ligue-1,cartoes,FT,over,22800,0.468377,0.469764,0.166534,0.507003,0.760219
ligue-1,cartoes,FT,under,22800,0.531623,0.530517,0.166544,0.507029,0.760439
ligue-1,cartoes,HT,over,12160,0.362253,0.361734,0.182554,0.545468,0.715543
ligue-1,cartoes,HT,under,12160,0.637747,0.637491,0.182617,0.545598,0.715214
ligue-1,cartoes_1x2,FT,away,1520,0.444737,0.447318,0.245410,0.684110,0.567105
ligue-1,cartoes_1x2,FT,draw,1520,0.233553,0.236118,0.178124,0.541043,0.766447
ligue-1,cartoes_1x2,FT,home,1520,0.321711,0.325322,0.219028,0.630063,0.677632
ligue-1,chutes,FT,over,34960,0.469336,0.471924,0.197096,0.578759,0.699428
ligue-1,chutes,FT,under,34960,0.530664,0.528409,0.197094,0.578741,0.699428
ligue-1,chutes,HT,over,19760,0.562804,0.565940,0.216943,0.624626,0.652783
ligue-1,chutes,HT,under,19760,0.437196,0.433999,0.216943,0.623413,0.652783
ligue-1,chutes_1x2,FT,away,1520,0.369079,0.354575,0.209669,0.606141,0.667105
ligue-1,chutes_1x2,FT,draw,1520,0.048026,0.047613,0.045708,0.192158,0.951974
ligue-1,chutes_1x2,FT,home,1520,0.582895,0.596785,0.216338,0.621220,0.654605
ligue-1,chutes_1x2,HT,away,1520,0.378289,0.351664,0.210866,0.609431,0.663158
ligue-1,chutes_1x2,HT,draw,1520,0.076316,0.085122,0.070514,0.269783,0.923684
ligue-1,chutes_1x2,HT,home,1520,0.545395,0.561746,0.222692,0.636214,0.636842
ligue-1,chutes_alvo,FT,over,25840,0.452128,0.457718,0.203244,0.593947,0.691796
ligue-1,chutes_alvo,FT,under,25840,0.547872,0.542097,0.203248,0.594991,0.691796
ligue-1,chutes_alvo,HT,over,18240,0.482840,0.484623,0.190306,0.566418,0.720614
ligue-1,chutes_alvo,HT,under,18240,0.517160,0.515524,0.190295,0.565095,0.720504
ligue-1,chutes_alvo_1x2,FT,away,1520,0.361184,0.345041,0.230859,0.654376,0.638816
ligue-1,chutes_alvo_1x2,FT,draw,1520,0.122368,0.110896,0.107318,0.371263,0.877632
ligue-1,chutes_alvo_1x2,FT,home,1520,0.516447,0.544300,0.250501,0.694157,0.516447
ligue-1,chutes_alvo_1x2,HT,away,1520,0.369737,0.333814,0.234276,0.661570,0.630263
ligue-1,chutes_alvo_1x2,HT,draw,1520,0.175658,0.182470,0.144938,0.465195,0.824342
ligue-1,chutes_alvo_1x2,HT,home,1520,0.454605,0.480883,0.248644,0.690435,0.545395
ligue-1,dupla,FT,12,1520,0.761184,0.742361,0.180545,0.545962,0.761184
ligue-1,dupla,FT,1x,1520,0.675000,0.683974,0.200497,0.587514,0.696711
ligue-1,dupla,FT,x2,1520,0.563816,0.569476,0.221182,0.632236,0.639474
ligue-1,dupla,HT,12,1520,0.605263,0.590701,0.239682,0.672233,0.605263
ligue-1,dupla,HT,1x,1520,0.727632,0.738857,0.188177,0.560378,0.728289
ligue-1,dupla,HT,x2,1520,0.667105,0.666940,0.211983,0.612779,0.671053
ligue-1,escanteios,FT,over,30400,0.397204,0.393956,0.188187,0.558669,0.716217
ligue-1,escanteios,FT,under,30400,0.602796,0.605773,0.188176,0.558646,0.717270
ligue-1,escanteios,HT,over,22800,0.453991,0.453901,0.180469,0.539766,0.731009
ligue-1,escanteios,HT,under,22800,0.546009,0.545848,0.180488,0.539823,0.730833
ligue-1,escanteios_1x2,FT,away,1520,0.363816,0.365086,0.220930,0.632998,0.649342
ligue-1,escanteios_1x2,FT,draw,1520,0.098684,0.094679,0.088916,0.321840,0.901316
ligue-1,escanteios_1x2,FT,home,1520,0.537500,0.541370,0.235932,0.664459,0.600658
ligue-1,escanteios_1x2,HT,away,1520,0.357237,0.355246,0.221136,0.633626,0.639474
ligue-1,escanteios_1x2,HT,draw,1520,0.148684,0.149473,0.126400,0.419805,0.851316
ligue-1,escanteios_1x2,HT,home,1520,0.494079,0.495495,0.239268,0.671653,0.603289
ligue-1,escanteios_handicap,FT,away_minus_1_5,1520,0.285526,0.283880,0.196003,0.578997,0.717105
ligue-1,escanteios_handicap,FT,away_minus_2_5,1520,0.200000,0.212079,0.154437,0.484253,0.799342
ligue-1,escanteios_handicap,FT,away_minus_3_5,1520,0.135526,0.150048,0.115917,0.391116,0.864474
ligue-1,escanteios_handicap,FT,away_minus_4_5,1520,0.100000,0.103030,0.089246,0.320928,0.900000
ligue-1,escanteios_handicap,FT,away_plus_1_5,1520,0.570395,0.558003,0.234740,0.661898,0.605921
ligue-1,escanteios_handicap,FT,away_plus_2_5,1520,0.653947,0.642113,0.217552,0.625691,0.651316
ligue-1,escanteios_handicap,FT,away_plus_3_5,1520,0.742763,0.720081,0.185362,0.554852,0.743421
ligue-1,escanteios_handicap,FT,away_plus_4_5,1520,0.814474,0.792348,0.148357,0.469829,0.814474
ligue-1,escanteios_handicap,FT,home_minus_1_5,1520,0.429605,0.438467,0.234537,0.661542,0.612500
ligue-1,escanteios_handicap,FT,home_minus_2_5,1520,0.346053,0.352350,0.217800,0.626656,0.653289
ligue-1,escanteios_handicap,FT,home_minus_3_5,1520,0.257237,0.272263,0.184941,0.553639,0.742763
ligue-1,escanteios_handicap,FT,home_minus_4_5,1520,0.185526,0.197879,0.147750,0.467299,0.814474
ligue-1,escanteios_handicap,FT,home_plus_1_5,1520,0.714474,0.717948,0.195587,0.578032,0.715132
ligue-1,escanteios_handicap,FT,home_plus_2_5,1520,0.800000,0.793167,0.153810,0.482165,0.798684
ligue-1,escanteios_handicap,FT,home_plus_3_5,1520,0.864474,0.857073,0.114338,0.385724,0.864474
ligue-1,escanteios_handicap,FT,home_plus_4_5,1520,0.900000,0.904165,0.088270,0.316213,0.900000
ligue-1,escanteios_handicap,HT,away_minus_1_5,1520,0.226974,0.222177,0.171098,0.522798,0.773026
ligue-1,escanteios_handicap,HT,away_minus_2_5,1520,0.132237,0.121648,0.113725,0.385382,0.867763
ligue-1,escanteios_handicap,HT,away_plus_1_5,1520,0.658553,0.654063,0.215534,0.621205,0.656579
ligue-1,escanteios_handicap,HT,away_plus_2_5,1520,0.789474,0.778838,0.159708,0.494898,0.789474
ligue-1,escanteios_handicap,HT,home_minus_1_5,1520,0.341447,0.339935,0.216484,0.623525,0.657237
ligue-1,escanteios_handicap,HT,home_minus_2_5,1520,0.210526,0.213739,0.160489,0.496253,0.789474
ligue-1,escanteios_handicap,HT,home_plus_1_5,1520,0.773026,0.783753,0.169524,0.519807,0.773026
ligue-1,escanteios_handicap,HT,home_plus_2_5,1520,0.867763,0.883413,0.112432,0.380184,0.867763
ligue-1,escanteios_oddeven,FT,impar,1520,0.515132,0.511939,0.249929,0.693013,0.514474
ligue-1,escanteios_oddeven,FT,par,1520,0.484868,0.483633,0.249975,0.693095,0.514474
ligue-1,escanteios_oddeven,HT,impar,1520,0.502632,0.502840,0.250084,0.693316,0.498026
ligue-1,escanteios_oddeven,HT,par,1520,0.497368,0.497420,0.250082,0.693310,0.497368
ligue-1,faltas,FT,over,21280,0.572133,0.578802,0.195545,0.574868,0.700611
ligue-1,faltas,FT,under,21280,0.427867,0.421607,0.195568,0.574909,0.700611
ligue-1,gols,2T,over,6080,0.382237,0.384108,0.161020,0.493026,0.767763
ligue-1,gols,2T,under,6080,0.617763,0.615892,0.161020,0.493026,0.767763
ligue-1,gols,FT,over,24320,0.348355,0.350278,0.139220,0.431185,0.799095
ligue-1,gols,FT,under,24320,0.651645,0.649722,0.139220,0.431185,0.799095
ligue-1,gols,HT,over,12160,0.305921,0.307304,0.164516,0.497823,0.756086
ligue-1,gols,HT,under,12160,0.694079,0.692696,0.164516,0.497823,0.756086
ligue-1,gols_oddeven,FT,impar,1520,0.494737,0.497634,0.249655,0.692424,0.508553
ligue-1,gols_oddeven,FT,par,1520,0.505263,0.502366,0.249655,0.692424,0.513816
ligue-1,gols_oddeven,HT,impar,1520,0.473026,0.464881,0.249466,0.691955,0.527632
ligue-1,gols_oddeven,HT,par,1520,0.526974,0.535119,0.249466,0.691955,0.527632
ligue-1,impedimentos,FT,over,15200,0.427500,0.426227,0.200289,0.586964,0.694671
ligue-1,impedimentos,FT,under,15200,0.572500,0.575141,0.200394,0.587215,0.694539
premier-league,1x2,FT,away,1721,0.319001,0.310758,0.195171,0.588604,0.705985
premier-league,1x2,FT,draw,1721,0.234747,0.248436,0.178949,0.543429,0.765253
premier-league,1x2,FT,home,1721,0.446252,0.446700,0.221026,0.632979,0.636258
premier-league,1x2,HT,away,1721,0.261476,0.260876,0.184347,0.567799,0.742592
premier-league,1x2,HT,draw,1721,0.380012,0.401108,0.234219,0.660685,0.619988
premier-league,1x2,HT,home,1721,0.358512,0.345432,0.216683,0.622517,0.656595
premier-league,btts,FT,nao,1721,0.444509,0.463370,0.246659,0.686474,0.554329
premier-league,btts,FT,sim,1721,0.555491,0.536630,0.246659,0.686474,0.554329
premier-league,btts,HT,nao,1721,0.790238,0.795845,0.165453,0.512624,0.790238
premier-league,btts,HT,sim,1721,0.209762,0.204193,0.165455,0.512664,0.790238
premier-league,cartoes,FT,over,25815,0.464265,0.467427,0.170830,0.517451,0.752160
premier-league,cartoes,FT,under,25815,0.535735,0.532255,0.170837,0.518328,0.752160
premier-league,cartoes,HT,over,13768,0.330041,0.333742,0.179051,0.535679,0.726467
premier-league,cartoes,HT,under,13768,0.669959,0.665917,0.179017,0.537168,0.725959
premier-league,cartoes_1x2,FT,away,1721,0.456130,0.443240,0.246282,0.688041,0.554329
premier-league,cartoes_1x2,FT,draw,1721,0.232423,0.228771,0.178409,0.542192,0.767577
premier-league,cartoes_1x2,FT,home,1721,0.311447,0.333115,0.212840,0.617341,0.692040
premier-league,chutes,FT,over,39583,0.512265,0.514289,0.206267,0.599821,0.678776
premier-league,chutes,FT,under,39583,0.487735,0.485404,0.206265,0.599818,0.678776
premier-league,chutes,HT,over,22373,0.599249,0.604901,0.214746,0.618884,0.658651
premier-league,chutes,HT,under,22373,0.400751,0.395293,0.214758,0.618918,0.658651
premier-league,chutes_1x2,FT,away,1721,0.363742,0.361909,0.184473,0.548080,0.711795
premier-league,chutes_1x2,FT,draw,1721,0.038350,0.043723,0.036951,0.162535,0.961650
premier-league,chutes_1x2,FT,home,1721,0.597908,0.593244,0.191807,0.565214,0.701336
premier-league,chutes_1x2,HT,away,1721,0.368972,0.355578,0.195368,0.570674,0.692040
premier-league,chutes_1x2,HT,draw,1721,0.067984,0.080296,0.063131,0.250219,0.932597
premier-league,chutes_1x2,HT,home,1721,0.563045,0.563274,0.206564,0.598397,0.665892
premier-league,chutes_alvo,FT,over,29257,0.458215,0.467540,0.200214,0.586934,0.697850
premier-league,chutes_alvo,FT,under,29257,0.541785,0.532264,0.200218,0.586943,0.697850
premier-league,chutes_alvo,HT,over,20652,0.487410,0.499466,0.193495,0.571760,0.714023
premier-league,chutes_alvo,HT,under,20652,0.512590,0.499085,0.193680,0.574464,0.714023
premier-league,chutes_alvo_1x2,FT,away,1721,0.364904,0.355571,0.231674,0.656023,0.635096
premier-league,chutes_alvo_1x2,FT,draw,1721,0.099942,0.101762,0.090115,0.325847,0.900058
premier-league,chutes_alvo_1x2,FT,home,1721,0.535154,0.547804,0.249085,0.691322,0.535154
premier-league,chutes_alvo_1x2,HT,away,1721,0.349216,0.349538,0.227799,0.648122,0.650784
premier-league,chutes_alvo_1x2,HT,draw,1721,0.184195,0.174363,0.150457,0.478357,0.815805
premier-league,chutes_alvo_1x2,HT,home,1721,0.466589,0.482750,0.249166,0.691478,0.533411
premier-league,dupla,FT,12,1721,0.765253,0.751564,0.178949,0.543429,0.765253
premier-league,dupla,FT,1x,1721,0.680999,0.688044,0.195056,0.573997,0.705985
premier-league,dupla,FT,x2,1721,0.553748,0.553300,0.221026,0.632979,0.636258
premier-league,dupla,HT,12,1721,0.619988,0.598892,0.234219,0.660685,0.619988
premier-league,dupla,HT,1x,1721,0.738524,0.738914,0.184244,0.553155,0.742592
premier-league,dupla,HT,x2,1721,0.641488,0.654563,0.216683,0.622516,0.656595
premier-league,escanteios,FT,over,34420,0.458890,0.461641,0.201636,0.589427,0.690093
premier-league,escanteios,FT,under,34420,0.541110,0.538942,0.201613,0.589367,0.690093
premier-league,escanteios,HT,over,25815,0.485764,0.483607,0.184319,0.548955,0.726671
premier-league,escanteios,HT,under,25815,0.514236,0.517283,0.184326,0.548974,0.726671
premier-league,escanteios_1x2,FT,away,1721,0.374782,0.366975,0.213132,0.614231,0.659500
premier-league,escanteios_1x2,FT,draw,1721,0.084253,0.086118,0.076824,0.289455,0.915747
premier-league,escanteios_1x2,FT,home,1721,0.540965,0.545758,0.224165,0.637915,0.630447
premier-league,escanteios_1x2,HT,away,1721,0.366066,0.358708,0.216208,0.622146,0.662987
premier-league,escanteios_1x2,HT,draw,1721,0.129576,0.139553,0.112590,0.384289,0.870424
premier-league,escanteios_1x2,HT,home,1721,0.504358,0.505325,0.230444,0.651264,0.615921
premier-league,escanteios_handicap,FT,away_minus_1_5,1721,0.292272,0.280610,0.190348,0.562814,0.721673
premier-league,escanteios_handicap,FT,away_minus_2_5,1721,0.238815,0.208548,0.170211,0.515097,0.762929
premier-league,escanteios_handicap,FT,away_minus_3_5,1721,0.169088,0.145234,0.132201,0.422803,0.833236
premier-league,escanteios_handicap,FT,away_minus_4_5,1721,0.126671,0.098923,0.105652,0.358214,0.873911
premier-league,escanteios_handicap,FT,away_plus_1_5,1721,0.551424,0.555739,0.221054,0.631845,0.642069
premier-league,escanteios_handicap,FT,away_plus_2_5,1721,0.634515,0.642756,0.208023,0.602951,0.667054
premier-league,escanteios_handicap,FT,away_plus_3_5,1721,0.704823,0.722699,0.187663,0.556158,0.711795
premier-league,escanteios_handicap,FT,away_plus_4_5,1721,0.768158,0.795672,0.163260,0.496509,0.768158
premier-league,escanteios_handicap,FT,home_minus_1_5,1721,0.448576,0.449823,0.220351,0.629912,0.648460
premier-league,escanteios_handicap,FT,home_minus_2_5,1721,0.365485,0.369020,0.206527,0.599751,0.676932
premier-league,escanteios_handicap,FT,home_minus_3_5,1721,0.295177,0.291446,0.185480,0.551442,0.725741
premier-league,escanteios_handicap,FT,home_minus_4_5,1721,0.231842,0.220242,0.160124,0.490125,0.773969
premier-league,escanteios_handicap,FT,home_plus_1_5,1721,0.707728,0.711356,0.189975,0.563338,0.725160
premier-league,escanteios_handicap,FT,home_plus_2_5,1721,0.761185,0.782166,0.169274,0.514750,0.767577
premier-league,escanteios_handicap,FT,home_plus_3_5,1721,0.830912,0.845674,0.131033,0.420958,0.830912
premier-league,escanteios_handicap,FT,home_plus_4_5,1721,0.873329,0.891197,0.103278,0.349620,0.873329
premier-league,escanteios_handicap,HT,away_minus_1_5,1721,0.237653,0.214548,0.172040,0.520976,0.761766
premier-league,escanteios_handicap,HT,away_minus_2_5,1721,0.141197,0.115828,0.117763,0.390537,0.858803
premier-league,escanteios_handicap,HT,away_plus_1_5,1721,0.639744,0.657690,0.212270,0.613975,0.654271
premier-league,escanteios_handicap,HT,away_plus_2_5,1721,0.759442,0.785136,0.172968,0.524925,0.760023
premier-league,escanteios_handicap,HT,home_minus_1_5,1721,0.360256,0.362933,0.210869,0.610167,0.668216
premier-league,escanteios_handicap,HT,home_minus_2_5,1721,0.240558,0.233296,0.170319,0.519252,0.761185
premier-league,escanteios_handicap,HT,home_plus_1_5,1721,0.762347,0.774630,0.170947,0.520297,0.762929
premier-league,escanteios_handicap,HT,home_plus_2_5,1721,0.858803,0.869844,0.115252,0.384569,0.858803
premier-league,escanteios_oddeven,FT,impar,1721,0.523533,0.516022,0.250160,0.693516,0.522952
premier-league,escanteios_oddeven,FT,par,1721,0.476467,0.480621,0.249979,0.693154,0.522952
premier-league,escanteios_oddeven,HT,impar,1721,0.509587,0.512115,0.251994,0.697333,0.498547
premier-league,escanteios_oddeven,HT,par,1721,0.490413,0.488164,0.251997,0.697340,0.497966
premier-league,faltas,FT,over,24094,0.430107,0.434521,0.191958,0.567574,0.711339
premier-league,faltas,FT,under,24094,0.569893,0.565493,0.191967,0.567599,0.711339
premier-league,gols,2T,over,6884,0.400639,0.405217,0.161658,0.495935,0.761912
premier-league,gols,2T,under,6884,0.599361,0.594783,0.161658,0.495935,0.761912
premier-league,gols,FT,over,27536,0.363343,0.367452,0.140065,0.433756,0.798482
premier-league,gols,FT,under,27536,0.636657,0.632568,0.140065,0.435386,0.798482
premier-league,gols,HT,over,13768,0.317911,0.323518,0.164910,0.499195,0.758280
premier-league,gols,HT,under,13768,0.682089,0.676482,0.164910,0.499195,0.758280
premier-league,gols_oddeven,FT,impar,1721,0.495061,0.500741,0.251272,0.696849,0.500291
premier-league,gols_oddeven,FT,par,1721,0.504939,0.499259,0.251272,0.696849,0.502615
premier-league,gols_oddeven,HT,impar,1721,0.473562,0.466587,0.249307,0.691692,0.526438
premier-league,gols_oddeven,HT,par,1721,0.526438,0.533413,0.249307,0.691692,0.526438
premier-league,impedimentos,FT,over,17210,0.446601,0.453992,0.204312,0.596781,0.685357
premier-league,impedimentos,FT,under,17210,0.553399,0.545454,0.204334,0.596860,0.685357
primeira-liga,1x2,FT,away,214,0.285047,0.351226,0.179884,0.655091,0.761682
primeira-liga,1x2,FT,draw,214,0.285047,0.245458,0.198935,0.586901,0.714953
primeira-liga,1x2,FT,home,214,0.429907,0.423845,0.200615,0.585023,0.672897
primeira-liga,1x2,HT,away,214,0.238318,0.284143,0.164463,0.499369,0.742991
primeira-liga,1x2,HT,draw,214,0.448598,0.407054,0.249651,0.808925,0.556075
primeira-liga,1x2,HT,home,214,0.313084,0.325304,0.189518,0.563736,0.719626
primeira-liga,btts,FT,nao,214,0.495327,0.494127,0.255998,0.705412,0.481308
primeira-liga,btts,FT,sim,214,0.504673,0.505873,0.255998,0.705412,0.481308
primeira-liga,btts,HT,nao,214,0.822430,0.812473,0.147701,0.472331,0.822430
primeira-liga,btts,HT,sim,214,0.177570,0.187527,0.147701,0.472331,0.822430
primeira-liga,cartoes,FT,over,3210,0.564798,0.611986,0.187107,0.563892,0.718692
primeira-liga,cartoes,FT,under,3210,0.435202,0.387882,0.187116,0.563890,0.718692
primeira-liga,cartoes,HT,over,1712,0.380841,0.439497,0.194940,0.575942,0.706192
primeira-liga,cartoes,HT,under,1712,0.619159,0.560622,0.194815,0.575683,0.706192
primeira-liga,cartoes_1x2,FT,away,214,0.406542,0.437773,0.244493,0.682312,0.593458
primeira-liga,cartoes_1x2,FT,draw,214,0.205607,0.196674,0.163631,0.508988,0.794393
primeira-liga,cartoes_1x2,FT,home,214,0.387850,0.355830,0.239365,0.672443,0.607477
primeira-liga,chutes,FT,over,4922,0.433767,0.452711,0.199977,0.591242,0.695855
primeira-liga,chutes,FT,under,4922,0.566233,0.547066,0.199938,0.591127,0.695652
primeira-liga,chutes,HT,over,2782,0.520489,0.543873,0.228037,0.647709,0.619698
primeira-liga,chutes,HT,under,2782,0.479511,0.456289,0.228015,0.647638,0.618979
primeira-liga,chutes_1x2,FT,away,214,0.397196,0.456996,0.199519,0.586014,0.696262
primeira-liga,chutes_1x2,FT,draw,214,0.051402,0.051813,0.050214,0.204993,0.948598
