liga,family,period,direction,n,base_rate,mean_pred,brier,log_loss,accuracy
championship,1x2,FT,away,435,0.314943,0.337533,0.216399,0.622849,0.655172
championship,1x2,FT,draw,435,0.252874,0.268310,0.190613,0.569821,0.747126
championship,1x2,FT,home,435,0.432184,0.396992,0.245691,0.686080,0.593103
championship,1x2,HT,away,435,0.248276,0.273312,0.186922,0.559505,0.740230
championship,1x2,HT,draw,435,0.409195,0.423246,0.244962,0.683066,0.590805
championship,1x2,HT,home,435,0.342529,0.307852,0.226581,0.647572,0.652874
championship,btts,FT,nao,435,0.432184,0.472621,0.248466,0.690031,0.528736
championship,btts,FT,sim,435,0.567816,0.527379,0.248466,0.690031,0.528736
championship,btts,HT,nao,435,0.813793,0.802418,0.152027,0.482163,0.813793
championship,btts,HT,sim,435,0.186207,0.197582,0.152027,0.482163,0.813793
championship,cartoes,FT,over,6525,0.446130,0.476628,0.169381,0.514530,0.756628
championship,cartoes,FT,under,6525,0.553870,0.523291,0.169398,0.514568,0.756322
championship,cartoes,HT,over,3480,0.303161,0.355643,0.168363,0.507887,0.738218
championship,cartoes,HT,under,3480,0.696839,0.643912,0.168414,0.507956,0.738506
championship,cartoes_1x2,FT,away,435,0.491954,0.457342,0.248551,0.690276,0.537931
championship,cartoes_1x2,FT,draw,435,0.234483,0.225554,0.178641,0.541962,0.765517
championship,cartoes_1x2,FT,home,435,0.273563,0.316235,0.199514,0.588354,0.726437
championship,chutes,FT,over,10005,0.486257,0.500042,0.202089,0.677530,0.693753
championship,chutes,FT,under,10005,0.513743,0.499909,0.202063,0.677428,0.693753
championship,chutes,HT,over,5655,0.591689,0.577909,0.210990,0.609622,0.666844
championship,chutes,HT,under,5655,0.408311,0.422314,0.211004,0.609659,0.666667
championship,chutes_1x2,FT,away,435,0.358621,0.331503,0.205735,0.596006,0.678161
championship,chutes_1x2,FT,draw,435,0.025287,0.044587,0.025156,0.122547,0.974713
championship,chutes_1x2,FT,home,435,0.616092,0.623316,0.211330,0.607776,0.664368
championship,chutes_1x2,HT,away,435,0.354023,0.327866,0.210746,0.665376,0.678161
championship,chutes_1x2,HT,draw,435,0.071264,0.081738,0.067342,0.261907,0.926437
championship,chutes_1x2,HT,home,435,0.574713,0.589608,0.233807,0.660276,0.616092
championship,chutes_alvo,FT,over,7395,0.397160,0.450633,0.196102,0.577025,0.703989
championship,chutes_alvo,FT,under,7395,0.602840,0.545168,0.197829,0.747380,0.703989
championship,chutes_alvo,HT,over,5220,0.448276,0.433418,0.191804,0.567863,0.708238
championship,chutes_alvo,HT,under,5220,0.551724,0.566660,0.191813,0.567916,0.708238
championship,chutes_alvo_1x2,FT,away,435,0.381609,0.322059,0.239607,0.672916,0.618391
championship,chutes_alvo_1x2,FT,draw,435,0.082759,0.127487,0.077918,0.295587,0.917241
championship,chutes_alvo_1x2,FT,home,435,0.535632,0.539724,0.248680,0.690505,0.535632
championship,chutes_alvo_1x2,HT,away,435,0.326437,0.312058,0.220412,0.632883,0.673563
championship,chutes_alvo_1x2,HT,draw,435,0.193103,0.205632,0.155812,0.490688,0.806897
championship,chutes_alvo_1x2,HT,home,435,0.480460,0.477259,0.249518,0.692183,0.519540
championship,dupla,FT,12,435,0.747126,0.731690,0.190613,0.569821,0.747126
championship,dupla,FT,1x,435,0.685057,0.662295,0.216427,0.623036,0.655172
championship,dupla,FT,x2,435,0.567816,0.603008,0.245691,0.686080,0.593103
championship,dupla,HT,12,435,0.590805,0.576754,0.244962,0.683066,0.590805
championship,dupla,HT,1x,435,0.751724,0.726707,0.186937,0.559580,0.740230
championship,dupla,HT,x2,435,0.657471,0.692162,0.226562,0.647463,0.652874
championship,escanteios,FT,over,8700,0.468046,0.482529,0.202631,0.652736,0.687931
championship,escanteios,FT,under,8700,0.531954,0.517471,0.202631,0.652736,0.688391
championship,escanteios,HT,over,6525,0.493333,0.477438,0.185368,0.552061,0.723985
championship,escanteios,HT,under,6525,0.506667,0.521983,0.185412,0.552182,0.723985
championship,escanteios_1x2,FT,away,435,0.342529,0.345955,0.221951,0.635493,0.652874
championship,escanteios_1x2,FT,draw,435,0.087356,0.087869,0.079241,0.292969,0.912644
championship,escanteios_1x2,FT,home,435,0.570115,0.564250,0.237643,0.667192,0.588506
championship,escanteios_1x2,HT,away,435,0.319540,0.340078,0.209418,0.607532,0.678161
championship,escanteios_1x2,HT,draw,435,0.154023,0.143318,0.130287,0.429358,0.845977
championship,escanteios_1x2,HT,home,435,0.526437,0.518197,0.236328,0.664977,0.609195
championship,escanteios_handicap,FT,away_minus_1_5,435,0.250575,0.262917,0.183177,0.553092,0.749425
championship,escanteios_handicap,FT,away_minus_2_5,435,0.202299,0.192017,0.157227,0.495046,0.797701
championship,escanteios_handicap,FT,away_minus_3_5,435,0.147126,0.133379,0.123711,0.415461,0.852874
championship,escanteios_handicap,FT,away_minus_4_5,435,0.096552,0.090230,0.085735,0.311861,0.903448
championship,escanteios_handicap,FT,away_plus_1_5,435,0.519540,0.539737,0.237204,0.667354,0.609195
championship,escanteios_handicap,FT,away_plus_2_5,435,0.606897,0.627473,0.226167,0.644195,0.634483
championship,escanteios_handicap,FT,away_plus_3_5,435,0.691954,0.709308,0.202290,0.592265,0.691954
championship,escanteios_handicap,FT,away_plus_4_5,435,0.779310,0.784743,0.163716,0.504759,0.779310
championship,escanteios_handicap,FT,home_minus_1_5,435,0.480460,0.465385,0.238526,0.669621,0.600000
championship,escanteios_handicap,FT,home_minus_2_5,435,0.393103,0.380369,0.228528,0.648690,0.622989
championship,escanteios_handicap,FT,home_minus_3_5,435,0.308046,0.299459,0.204726,0.596830,0.687356
championship,escanteios_handicap,FT,home_minus_4_5,435,0.220690,0.223871,0.166083,0.510017,0.781609
championship,escanteios_handicap,FT,home_plus_1_5,435,0.749425,0.732226,0.182916,0.551978,0.747126
championship,escanteios_handicap,FT,home_plus_2_5,435,0.797701,0.802992,0.156744,0.490568,0.800000
championship,escanteios_handicap,FT,home_plus_3_5,435,0.852874,0.862591,0.124385,0.416213,0.852874
championship,escanteios_handicap,FT,home_plus_4_5,435,0.903448,0.905824,0.086148,0.312731,0.903448
championship,escanteios_handicap,HT,away_minus_1_5,435,0.213793,0.204452,0.162139,0.500635,0.786207
championship,escanteios_handicap,HT,away_minus_2_5,435,0.131034,0.108330,0.112438,0.384549,0.868966
championship,escanteios_handicap,HT,away_plus_1_5,435,0.636782,0.643069,0.221424,0.633567,0.639080
championship,escanteios_handicap,HT,away_plus_2_5,435,0.735632,0.774074,0.189483,0.565976,0.737931
championship,escanteios_handicap,HT,home_minus_1_5,435,0.363218,0.368365,0.221723,0.634192,0.639080
championship,escanteios_handicap,HT,home_minus_2_5,435,0.264368,0.237001,0.190424,0.567064,0.737931
championship,escanteios_handicap,HT,home_plus_1_5,435,0.786207,0.789412,0.161750,0.498104,0.786207
championship,escanteios_handicap,HT,home_plus_2_5,435,0.868966,0.883397,0.112150,0.380355,0.868966
championship,escanteios_oddeven,FT,impar,435,0.475862,0.515739,0.249250,0.691556,0.480460
championship,escanteios_oddeven,FT,par,435,0.524138,0.481734,0.250833,0.694812,0.480460
championship,escanteios_oddeven,HT,impar,435,0.517241,0.508825,0.249510,0.692164,0.480460
championship,escanteios_oddeven,HT,par,435,0.482759,0.491488,0.249504,0.692152,0.480460
championship,faltas,FT,over,6090,0.409524,0.425497,0.191662,0.566928,0.711002
championship,faltas,FT,under,6090,0.590476,0.574427,0.191645,0.566931,0.711330
championship,gols,2T,over,1740,0.345977,0.350631,0.152350,0.468801,0.786207
championship,gols,2T,under,1740,0.654023,0.649369,0.152350,0.468801,0.786207
championship,gols,FT,over,6960,0.325431,0.319410,0.130709,0.406039,0.810201
championship,gols,FT,under,6960,0.674569,0.680591,0.130709,0.406039,0.810489
championship,gols,HT,over,3480,0.299138,0.283134,0.166174,0.500941,0.754023
championship,gols,HT,under,3480,0.700862,0.716866,0.166174,0.500941,0.754023
championship,gols_oddeven,FT,impar,435,0.489655,0.495284,0.249938,0.693025,0.528736
championship,gols_oddeven,FT,par,435,0.510345,0.504716,0.249938,0.693025,0.512644
championship,gols_oddeven,HT,impar,435,0.422989,0.461372,0.245734,0.684603,0.577011
championship,gols_oddeven,HT,par,435,0.577011,0.538628,0.245734,0.684603,0.577011
championship,impedimentos,FT,over,4350,0.481379,0.476387,0.205917,0.599288,0.683678
championship,impedimentos,FT,under,4350,0.518621,0.523306,0.205957,0.599387,0.683908
la-liga,1x2,FT,away,1728,0.284144,0.283091,0.185779,0.552507,0.726273
la-liga,1x2,FT,draw,1728,0.257523,0.262529,0.188286,0.562163,0.743056
la-liga,1x2,FT,home,1728,0.458333,0.451009,0.220446,0.631286,0.638889
la-liga,1x2,HT,away,1728,0.224537,0.234290,0.170599,0.521900,0.773727
la-liga,1x2,HT,draw,1728,0.438079,0.421845,0.244545,0.682066,0.562500
la-liga,1x2,HT,home,1728,0.337384,0.339196,0.215048,0.620628,0.667245
la-liga,btts,FT,nao,1728,0.479167,0.484834,0.248360,0.689866,0.534144
la-liga,btts,FT,sim,1728,0.520833,0.515166,0.248360,0.689866,0.534144
la-liga,btts,HT,nao,1728,0.811921,0.808885,0.152120,0.481611,0.811921
la-liga,btts,HT,sim,1728,0.188079,0.191116,0.152143,0.481770,0.811921
la-liga,cartoes,FT,over,25920,0.574691,0.575131,0.177001,0.530605,0.735687
la-liga,cartoes,FT,under,25920,0.425309,0.424892,0.177000,0.530603,0.735687
la-liga,cartoes,HT,over,13824,0.394965,0.398680,0.188327,0.558485,0.711589
la-liga,cartoes,HT,under,13824,0.605035,0.601617,0.188343,0.558507,0.711661
la-liga,cartoes_1x2,FT,away,1728,0.435764,0.444658,0.243707,0.680464,0.575231
la-liga,cartoes_1x2,FT,draw,1728,0.198495,0.200090,0.158641,0.496906,0.801505
la-liga,cartoes_1x2,FT,home,1728,0.365741,0.344212,0.230133,0.652728,0.634838
la-liga,chutes,FT,over,39744,0.444369,0.440853,0.191107,0.564927,0.714095
la-liga,chutes,FT,under,39744,0.555631,0.558230,0.191129,0.564978,0.712887
la-liga,chutes,HT,over,22464,0.526487,0.525551,0.214242,0.617203,0.658476
la-liga,chutes,HT,under,22464,0.473513,0.475057,0.214245,0.617195,0.659277
la-liga,chutes_1x2,FT,away,1728,0.323495,0.331109,0.198505,0.580021,0.696181
la-liga,chutes_1x2,FT,draw,1728,0.053819,0.046366,0.050575,0.205171,0.946181
la-liga,chutes_1x2,FT,home,1728,0.622685,0.621964,0.209655,0.603685,0.665509
la-liga,chutes_1x2,HT,away,1728,0.327546,0.328709,0.206816,0.600992,0.692708
la-liga,chutes_1x2,HT,draw,1728,0.080440,0.084800,0.074822,0.281762,0.918403
la-liga,chutes_1x2,HT,home,1728,0.592014,0.585042,0.224669,0.639530,0.637731
la-liga,chutes_alvo,FT,over,29376,0.401688,0.407678,0.195019,0.613937,0.708844
la-liga,chutes_alvo,FT,under,29376,0.598312,0.593699,0.194646,0.573497,0.708844
la-liga,chutes_alvo,HT,over,20736,0.432677,0.436683,0.186762,0.596190,0.717400
la-liga,chutes_alvo,HT,under,20736,0.567323,0.566380,0.186332,0.555059,0.717400
la-liga,chutes_alvo_1x2,FT,away,1728,0.314236,0.325381,0.215853,0.623278,0.685764
la-liga,chutes_alvo_1x2,FT,draw,1728,0.122685,0.126085,0.107653,0.372327,0.877315
la-liga,chutes_alvo_1x2,FT,home,1728,0.563079,0.540938,0.246472,0.686078,0.561921
la-liga,chutes_alvo_1x2,HT,away,1728,0.298611,0.317452,0.209933,0.610830,0.701389
la-liga,chutes_alvo_1x2,HT,draw,1728,0.199653,0.200572,0.159736,0.499749,0.800347
la-liga,chutes_alvo_1x2,HT,home,1728,0.501736,0.478267,0.250513,0.694174,0.498264
la-liga,dupla,FT,12,1728,0.742477,0.737471,0.188286,0.562163,0.743056
la-liga,dupla,FT,1x,1728,0.715856,0.716536,0.185827,0.552853,0.726273
la-liga,dupla,FT,x2,1728,0.541667,0.548991,0.220446,0.631286,0.638889
la-liga,dupla,HT,12,1728,0.561921,0.578155,0.244545,0.682066,0.562500
la-liga,dupla,HT,1x,1728,0.775463,0.765672,0.170613,0.522002,0.773727
la-liga,dupla,HT,x2,1728,0.662616,0.660803,0.215048,0.620629,0.667245
la-liga,escanteios,FT,over,34560,0.399363,0.398331,0.184267,0.547668,0.722541
la-liga,escanteios,FT,under,34560,0.600637,0.601909,0.184272,0.547682,0.722541
la-liga,escanteios,HT,over,25920,0.445910,0.443689,0.174652,0.526783,0.742785
la-liga,escanteios,HT,under,25920,0.554090,0.555567,0.174657,0.526765,0.742785
la-liga,escanteios_1x2,FT,away,1728,0.330440,0.337725,0.214235,0.620258,0.666088
la-liga,escanteios_1x2,FT,draw,1728,0.103009,0.092494,0.092217,0.329906,0.896991
la-liga,escanteios_1x2,FT,home,1728,0.566551,0.569655,0.235669,0.665522,0.588542
la-liga,escanteios_1x2,HT,away,1728,0.331597,0.330160,0.213723,0.617596,0.670718
la-liga,escanteios_1x2,HT,draw,1728,0.149306,0.147177,0.126924,0.420875,0.850694
la-liga,escanteios_1x2,HT,home,1728,0.519097,0.520145,0.240319,0.674398,0.578125
la-liga,escanteios_handicap,FT,away_minus_1_5,1728,0.254051,0.263058,0.183816,0.551143,0.744213
la-liga,escanteios_handicap,FT,away_minus_2_5,1728,0.179977,0.195652,0.143099,0.457234,0.822338
la-liga,escanteios_handicap,FT,away_minus_3_5,1728,0.122685,0.138061,0.104507,0.357419,0.878472
la-liga,escanteios_handicap,FT,away_minus_4_5,1728,0.078125,0.095192,0.071630,0.266555,0.921296
la-liga,escanteios_handicap,FT,away_plus_1_5,1728,0.533565,0.524391,0.238888,0.674166,0.585648
la-liga,escanteios_handicap,FT,away_plus_2_5,1728,0.631366,0.608454,0.223447,0.638665,0.634838
la-liga,escanteios_handicap,FT,away_plus_3_5,1728,0.715278,0.690533,0.195985,0.578303,0.711227
la-liga,escanteios_handicap,FT,away_plus_4_5,1728,0.782986,0.765971,0.163010,0.502371,0.782986
la-liga,escanteios_handicap,FT,home_minus_1_5,1728,0.466435,0.467451,0.238691,0.671050,0.589699
la-liga,escanteios_handicap,FT,home_minus_2_5,1728,0.368634,0.378948,0.222504,0.635392,0.642940
la-liga,escanteios_handicap,FT,home_minus_3_5,1728,0.284722,0.295576,0.194335,0.573672,0.712963
la-liga,escanteios_handicap,FT,home_minus_4_5,1728,0.217014,0.218839,0.161581,0.498724,0.781250
la-liga,escanteios_handicap,FT,home_plus_1_5,1728,0.745949,0.742915,0.183830,0.553265,0.747685
la-liga,escanteios_handicap,FT,home_plus_2_5,1728,0.820023,0.815059,0.142501,0.455277,0.819444
la-liga,escanteios_handicap,FT,home_plus_3_5,1728,0.877315,0.874523,0.104181,0.356616,0.877315
la-liga,escanteios_handicap,FT,home_plus_4_5,1728,0.921875,0.916574,0.070893,0.264231,0.921875
la-liga,escanteios_handicap,HT,away_minus_1_5,1728,0.201968,0.209992,0.155274,0.488025,0.800347
la-liga,escanteios_handicap,HT,away_minus_2_5,1728,0.107639,0.115743,0.094940,0.338486,0.892361
la-liga,escanteios_handicap,HT,away_plus_1_5,1728,0.632523,0.624507,0.223875,0.639249,0.643519
la-liga,escanteios_handicap,HT,away_plus_2_5,1728,0.769097,0.754971,0.172488,0.526798,0.769097
la-liga,escanteios_handicap,HT,home_minus_1_5,1728,0.367477,0.363882,0.221670,0.635382,0.654514
la-liga,escanteios_handicap,HT,home_minus_2_5,1728,0.230903,0.228169,0.170210,0.519812,0.769676
la-liga,escanteios_handicap,HT,home_plus_1_5,1728,0.798032,0.805557,0.155647,0.485843,0.798032
la-liga,escanteios_handicap,HT,home_plus_2_5,1728,0.892361,0.897354,0.094502,0.332869,0.892361
la-liga,escanteios_oddeven,FT,impar,1728,0.493056,0.510611,0.250242,0.693604,0.496528
la-liga,escanteios_oddeven,FT,par,1728,0.506944,0.485904,0.250346,0.693813,0.496528
la-liga,escanteios_oddeven,HT,impar,1728,0.504051,0.501075,0.250017,0.693178,0.484954
la-liga,escanteios_oddeven,HT,par,1728,0.495949,0.499112,0.250010,0.693164,0.485532
la-liga,faltas,FT,over,24192,0.628348,0.628005,0.182162,0.541258,0.723669
la-liga,faltas,FT,under,24192,0.371652,0.372091,0.182165,0.541268,0.723710
la-liga,gols,2T,over,6912,0.360966,0.356445,0.156083,0.479511,0.777199
la-liga,gols,2T,under,6912,0.639034,0.643555,0.156083,0.479511,0.777199
la-liga,gols,FT,over,27648,0.324074,0.322221,0.130477,0.407790,0.812211
la-liga,gols,FT,under,27648,0.675926,0.677807,0.130478,0.407808,0.812211
la-liga,gols,HT,over,13824,0.279514,0.279541,0.155883,0.474423,0.769531
la-liga,gols,HT,under,13824,0.720486,0.720459,0.155883,0.474423,0.769748
la-liga,gols_oddeven,FT,impar,1728,0.519097,0.495295,0.249765,0.692564,0.506366
la-liga,gols_oddeven,FT,par,1728,0.480903,0.504705,0.249765,0.692564,0.493634
la-liga,gols_oddeven,HT,impar,1728,0.447338,0.460404,0.247140,0.687307,0.552662
la-liga,gols_oddeven,HT,par,1728,0.552662,0.539596,0.247140,0.687307,0.552662
la-liga,impedimentos,FT,over,17280,0.532870,0.535212,0.216154,0.622724,0.659086
la-liga,impedimentos,FT,under,17280,0.467130,0.466122,0.216215,0.622864,0.659086
la-liga-2,1x2,FT,away,323,0.300310,0.311459,0.206135,0.601341,0.699690
la-liga-2,1x2,FT,draw,323,0.235294,0.271453,0.181488,0.549627,0.764706
la-liga-2,1x2,FT,home,323,0.464396,0.416143,0.243085,0.681199,0.585139
la-liga-2,1x2,HT,away,323,0.232198,0.252740,0.184649,0.557317,0.761610
la-liga-2,1x2,HT,draw,323,0.470588,0.427373,0.250943,0.695162,0.532508
la-liga-2,1x2,HT,home,323,0.297214,0.318098,0.202112,0.590853,0.705882
la-liga-2,btts,FT,nao,323,0.427245,0.476760,0.245954,0.684423,0.535604
la-liga-2,btts,FT,sim,323,0.572755,0.523240,0.245954,0.684423,0.535604
la-liga-2,btts,HT,nao,323,0.758514,0.802159,0.183855,0.556184,0.761610
la-liga-2,btts,HT,sim,323,0.241486,0.197818,0.183849,0.556158,0.761610
la-liga-2,cartoes,FT,over,4845,0.643963,0.616470,0.174049,0.519274,0.739938
la-liga-2,cartoes,FT,under,4845,0.356037,0.383406,0.174011,0.519161,0.740351
la-liga-2,cartoes,HT,over,2584,0.452786,0.442388,0.193491,0.571133,0.716331
la-liga-2,cartoes,HT,under,2584,0.547214,0.557669,0.193552,0.571350,0.716718
la-liga-2,cartoes_1x2,FT,away,323,0.448916,0.439801,0.248917,0.690936,0.520124
la-liga-2,cartoes_1x2,FT,draw,323,0.142415,0.195248,0.125160,0.419555,0.857585
la-liga-2,cartoes_1x2,FT,home,323,0.408669,0.352157,0.248805,0.693407,0.597523
la-liga-2,chutes,FT,over,7429,0.502490,0.473465,0.197083,0.578142,0.696729
la-liga-2,chutes,FT,under,7429,0.497510,0.526450,0.197110,0.578250,0.696594
la-liga-2,chutes,HT,over,4199,0.573946,0.564639,0.217096,0.623709,0.651822
la-liga-2,chutes,HT,under,4199,0.426054,0.435561,0.217083,0.623683,0.651822
la-liga-2,chutes_1x2,FT,away,323,0.297214,0.344145,0.194282,0.576947,0.715170
la-liga-2,chutes_1x2,FT,draw,323,0.071207,0.046070,0.067336,0.274298,0.928793
la-liga-2,chutes_1x2,FT,home,323,0.631579,0.608549,0.221561,0.641686,0.678019
la-liga-2,chutes_1x2,HT,away,323,0.318885,0.341643,0.213821,0.619234,0.674923
la-liga-2,chutes_1x2,HT,draw,323,0.095975,0.082806,0.086866,0.316604,0.904025
la-liga-2,chutes_1x2,HT,home,323,0.585139,0.573940,0.239122,0.671429,0.616099
la-liga-2,chutes_alvo,FT,over,5491,0.441632,0.412775,0.203811,0.595561,0.692042
la-liga-2,chutes_alvo,FT,under,5491,0.558368,0.587710,0.203821,0.595584,0.692042
la-liga-2,chutes_alvo,HT,over,3876,0.470846,0.453245,0.188756,0.560622,0.722910
la-liga-2,chutes_alvo,HT,under,3876,0.529154,0.546725,0.188753,0.560614,0.722910
la-liga-2,chutes_alvo_1x2,FT,away,323,0.287926,0.333742,0.207061,0.604982,0.712074
la-liga-2,chutes_alvo_1x2,FT,draw,323,0.126935,0.120800,0.110795,0.380396,0.873065
la-liga-2,chutes_alvo_1x2,FT,home,323,0.585139,0.543417,0.244482,0.682089,0.585139
la-liga-2,chutes_alvo_1x2,HT,away,323,0.328173,0.326278,0.220285,0.632448,0.671827
la-liga-2,chutes_alvo_1x2,HT,draw,323,0.176471,0.189893,0.145723,0.467290,0.823529
la-liga-2,chutes_alvo_1x2,HT,home,323,0.495356,0.479788,0.250259,0.693665,0.504644
la-liga-2,dupla,FT,12,323,0.764706,0.728547,0.181488,0.549627,0.764706
la-liga-2,dupla,FT,1x,323,0.699690,0.688532,0.206137,0.601352,0.699690
la-liga-2,dupla,FT,x2,323,0.535604,0.583857,0.243085,0.681199,0.585139
la-liga-2,dupla,HT,12,323,0.529412,0.572627,0.250943,0.695162,0.532508
la-liga-2,dupla,HT,1x,323,0.767802,0.747274,0.184646,0.557302,0.761610
la-liga-2,dupla,HT,x2,323,0.702786,0.681885,0.202116,0.590873,0.705882
la-liga-2,escanteios,FT,over,6460,0.408359,0.389015,0.193385,0.569199,0.707121
la-liga-2,escanteios,FT,under,6460,0.591641,0.610900,0.193408,0.569253,0.707585
la-liga-2,escanteios,HT,over,4845,0.438390,0.437799,0.178835,0.542157,0.736636
la-liga-2,escanteios,HT,under,4845,0.561610,0.561792,0.178799,0.542053,0.736636
la-liga-2,escanteios_1x2,FT,away,323,0.331269,0.344564,0.223809,0.719779,0.665635
la-liga-2,escanteios_1x2,FT,draw,323,0.139319,0.092871,0.122002,0.414395,0.860681
la-liga-2,escanteios_1x2,FT,home,323,0.529412,0.564566,0.255325,0.783250,0.551084
la-liga-2,escanteios_1x2,HT,away,323,0.297214,0.334272,0.212227,0.693388,0.702786
la-liga-2,escanteios_1x2,HT,draw,323,0.173375,0.148521,0.143844,0.462973,0.826625
la-liga-2,escanteios_1x2,HT,home,323,0.529412,0.518068,0.252550,0.775874,0.529412
la-liga-2,escanteios_handicap,FT,away_minus_1_5,323,0.253870,0.269885,0.188654,0.645173,0.758514
la-liga-2,escanteios_handicap,FT,away_minus_2_5,323,0.170279,0.202785,0.139859,0.448875,0.832817
la-liga-2,escanteios_handicap,FT,away_minus_3_5,323,0.120743,0.143014,0.101853,0.350914,0.882353
la-liga-2,escanteios_handicap,FT,away_minus_4_5,323,0.068111,0.099490,0.062059,0.236700,0.931889
la-liga-2,escanteios_handicap,FT,away_plus_1_5,323,0.569659,0.526768,0.255700,0.861671,0.535604
la-liga-2,escanteios_handicap,FT,away_plus_2_5,323,0.647059,0.609416,0.244689,0.840466,0.575851
la-liga-2,escanteios_handicap,FT,away_plus_3_5,323,0.724458,0.688887,0.211834,0.772871,0.715170
la-liga-2,escanteios_handicap,FT,away_plus_4_5,323,0.811146,0.766370,0.159082,0.495552,0.811146
la-liga-2,escanteios_handicap,FT,home_minus_1_5,323,0.430341,0.463238,0.256481,0.864538,0.557276
la-liga-2,escanteios_handicap,FT,home_minus_2_5,323,0.352941,0.375853,0.245200,0.843995,0.591331
la-liga-2,escanteios_handicap,FT,home_minus_3_5,323,0.275542,0.293532,0.213266,0.778618,0.693498
la-liga-2,escanteios_handicap,FT,home_minus_4_5,323,0.188854,0.217575,0.163874,0.584706,0.798762
la-liga-2,escanteios_handicap,FT,home_plus_1_5,323,0.746130,0.737109,0.187195,0.641968,0.758514
la-liga-2,escanteios_handicap,FT,home_plus_2_5,323,0.829721,0.809293,0.138570,0.446500,0.826625
la-liga-2,escanteios_handicap,FT,home_plus_3_5,323,0.879257,0.870188,0.099961,0.343825,0.879257
la-liga-2,escanteios_handicap,FT,home_plus_4_5,323,0.931889,0.911882,0.061535,0.233147,0.931889
la-liga-2,escanteios_handicap,HT,away_minus_1_5,323,0.179567,0.214405,0.149064,0.549802,0.820433
la-liga-2,escanteios_handicap,HT,away_minus_2_5,323,0.089783,0.119668,0.081826,0.301683,0.910217
la-liga-2,escanteios_handicap,HT,away_plus_1_5,323,0.653251,0.621901,0.240100,0.830200,0.631579
la-liga-2,escanteios_handicap,HT,away_plus_2_5,323,0.792570,0.752358,0.173013,0.532354,0.789474
la-liga-2,escanteios_handicap,HT,home_minus_1_5,323,0.346749,0.363584,0.238329,0.828390,0.628483
la-liga-2,escanteios_handicap,HT,home_minus_2_5,323,0.207430,0.228170,0.173935,0.689057,0.786378
la-liga-2,escanteios_handicap,HT,home_plus_1_5,323,0.820433,0.802431,0.146645,0.545239,0.823529
la-liga-2,escanteios_handicap,HT,home_plus_2_5,323,0.910217,0.894464,0.080351,0.295108,0.910217
la-liga-2,escanteios_oddeven,FT,impar,323,0.436533,0.509834,0.251761,0.696675,0.430341
la-liga-2,escanteios_oddeven,FT,par,323,0.563467,0.487330,0.252572,0.698308,0.430341
la-liga-2,escanteios_oddeven,HT,impar,323,0.479876,0.500508,0.250513,0.694194,0.504644
la-liga-2,escanteios_oddeven,HT,par,323,0.520124,0.499670,0.250500,0.694167,0.504644
la-liga-2,faltas,FT,over,4522,0.673375,0.683540,0.173833,0.519721,0.741265
la-liga-2,faltas,FT,under,4522,0.326625,0.316276,0.173818,0.519713,0.741486
la-liga-2,gols,2T,over,1292,0.365325,0.345831,0.162758,0.496814,0.764706
la-liga-2,gols,2T,under,1292,0.634675,0.654169,0.162758,0.496814,0.764706
la-liga-2,gols,FT,over,5168,0.334752,0.315967,0.140013,0.436785,0.801277
la-liga-2,gols,FT,under,5168,0.665248,0.684033,0.140013,0.436785,0.801277
la-liga-2,gols,HT,over,2584,0.294505,0.279849,0.164398,0.495404,0.753096
la-liga-2,gols,HT,under,2584,0.705495,0.720151,0.164398,0.495404,0.753096
la-liga-2,gols_oddeven,FT,impar,323,0.532508,0.494298,0.250742,0.694629,0.476780
la-liga-2,gols_oddeven,FT,par,323,0.467492,0.505702,0.250742,0.694629,0.467492
la-liga-2,gols_oddeven,HT,impar,323,0.408669,0.458830,0.244080,0.681273,0.591331
la-liga-2,gols_oddeven,HT,par,323,0.591331,0.541170,0.244080,0.681273,0.591331
la-liga-2,impedimentos,FT,over,3230,0.536842,0.507872,0.208017,0.604410,0.678638
la-liga-2,impedimentos,FT,under,3230,0.463158,0.491904,0.208041,0.604462,0.678947
liga-mx,1x2,FT,away,239,0.255230,0.273759,0.186261,0.554264,0.728033
liga-mx,1x2,FT,draw,239,0.255230,0.240819,0.192335,0.574621,0.744770
liga-mx,1x2,FT,home,239,0.489540,0.489657,0.244034,0.682411,0.569038
liga-mx,1x2,HT,away,239,0.175732,0.236599,0.147841,0.469854,0.811715
liga-mx,1x2,HT,draw,239,0.401674,0.396828,0.240745,0.674866,0.598326
liga-mx,1x2,HT,home,239,0.422594,0.373137,0.247867,0.690471,0.581590
liga-mx,btts,FT,nao,239,0.393305,0.461246,0.244407,0.681805,0.556485
liga-mx,btts,FT,sim,239,0.606695,0.538754,0.244407,0.681805,0.556485
liga-mx,btts,HT,nao,239,0.757322,0.792220,0.185410,0.559131,0.757322
liga-mx,btts,HT,sim,239,0.242678,0.207780,0.185410,0.559131,0.757322
liga-mx,cartoes,FT,over,3585,0.573501,0.578516,0.187537,0.555577,0.714644
liga-mx,cartoes,FT,under,3585,0.426499,0.421358,0.187549,0.555608,0.714644
liga-mx,cartoes,HT,over,1912,0.435669,0.416564,0.199199,0.585656,0.692992
liga-mx,cartoes,HT,under,1912,0.564331,0.583366,0.199093,0.585398,0.692992
liga-mx,cartoes_1x2,FT,away,239,0.422594,0.437989,0.243958,0.680997,0.581590
