liga,family,period,direction,n,base_rate,mean_pred,brier,log_loss,accuracy
championship,btts,FT,sim,435,0.567816,0.464788,0.268624,0.735715,0.494253
championship,btts,HT,nao,435,0.813793,0.850636,0.155049,0.497541,0.813793
championship,btts,HT,sim,435,0.186207,0.149364,0.155049,0.497541,0.813793
championship,btts_algum_tempo,FULL,nao,435,0.593103,0.632538,0.248624,0.695327,0.593103
championship,btts_algum_tempo,FULL,sim,435,0.406897,0.367462,0.248624,0.695327,0.593103
championship,btts_ambos_tempos,FULL,nao,435,0.972414,0.956270,0.027218,0.127178,0.972414
championship,btts_ambos_tempos,FULL,sim,435,0.027586,0.043730,0.027218,0.127178,0.972414
championship,cartoes,FT,over,6525,0.442759,0.425436,0.167340,0.512085,0.761686
championship,cartoes,FT,under,6525,0.557241,0.574564,0.167340,0.512085,0.761686
championship,cartoes,HT,over,3480,0.752874,0.275103,0.401444,1.191202,0.393103
championship,cartoes,HT,under,3480,0.247126,0.724897,0.401444,1.191202,0.393103
championship,cartoes_1x2,FT,away,435,0.491954,0.468032,0.251256,0.696892,0.542529
championship,cartoes_1x2,FT,draw,435,0.236782,0.206302,0.180864,0.547550,0.763218
championship,cartoes_1x2,FT,home,435,0.271264,0.325666,0.201082,0.591910,0.726437
championship,chutes,FT,over,13485,0.607490,0.619113,0.160335,0.484340,0.761290
championship,chutes,FT,under,13485,0.392510,0.380887,0.160335,0.484340,0.761290
championship,chutes,HT,over,5655,0.980548,0.817639,0.065521,0.234617,0.918656
championship,chutes,HT,under,5655,0.019452,0.182361,0.065521,0.234617,0.918656
championship,chutes_alvo,FT,over,7395,0.575794,0.558874,0.191371,0.565152,0.713320
championship,chutes_alvo,FT,under,7395,0.424206,0.441126,0.191371,0.565152,0.713320
championship,chutes_alvo,HT,over,3915,0.899361,0.470027,0.294396,0.797558,0.421201
championship,chutes_alvo,HT,under,3915,0.100639,0.529973,0.294396,0.797558,0.421201
championship,correct_score,FT,0_0,435,0.064368,0.090497,0.064424,0.259418,0.935632
championship,correct_score,FT,0_1,435,0.066667,0.073760,0.062642,0.246757,0.933333
championship,correct_score,FT,0_2,435,0.059770,0.042942,0.057814,0.244587,0.940230
championship,correct_score,FT,0_3,435,0.016092,0.018237,0.015650,0.081045,0.983908
championship,correct_score,FT,0_4,435,0.004598,0.006807,0.004731,0.028149,0.995402
championship,correct_score,FT,1_0,435,0.089655,0.112599,0.083832,0.309742,0.910345
championship,correct_score,FT,1_1,435,0.144828,0.109286,0.125969,0.424913,0.855172
championship,correct_score,FT,1_2,435,0.091954,0.053457,0.084556,0.316822,0.908046
championship,correct_score,FT,1_3,435,0.036782,0.021165,0.035860,0.171419,0.963218
championship,correct_score,FT,1_4,435,0.004598,0.007256,0.004626,0.027777,0.995402
championship,correct_score,FT,2_0,435,0.062069,0.092093,0.060685,0.245107,0.937931
championship,correct_score,FT,2_1,435,0.112644,0.078640,0.102134,0.367687,0.887356
championship,correct_score,FT,2_2,435,0.039080,0.038994,0.037624,0.164892,0.960920
championship,correct_score,FT,2_3,435,0.018391,0.014862,0.018207,0.096885,0.981609
championship,correct_score,FT,2_4,435,0.004598,0.004875,0.004596,0.028499,0.995402
championship,correct_score,FT,3_0,435,0.043678,0.053152,0.042006,0.180477,0.956322
championship,correct_score,FT,3_1,435,0.055172,0.043917,0.052552,0.219832,0.944828
championship,correct_score,FT,3_2,435,0.025287,0.021148,0.024749,0.123841,0.974713
championship,correct_score,FT,3_3,435,0.004598,0.007843,0.004630,0.030389,0.995402
championship,correct_score,FT,3_4,435,0.002299,0.002500,0.002284,0.014051,0.997701
championship,correct_score,FT,4_0,435,0.016092,0.025215,0.016610,0.095606,0.983908
championship,correct_score,FT,4_1,435,0.006897,0.020085,0.007103,0.045511,0.993103
championship,correct_score,FT,4_2,435,0.002299,0.009389,0.002392,0.020120,0.997701
championship,correct_score,FT,4_3,435,0.000000,0.003397,0.000023,0.003409,1.000000
championship,correct_score,FT,4_4,435,0.000000,0.001058,0.000003,0.001060,1.000000
championship,correct_score,FT,other_away,435,0.009195,0.010376,0.009787,0.063020,0.990805
championship,correct_score,FT,other_draw,435,0.000000,0.000116,0.000000,0.000116,1.000000
championship,correct_score,FT,other_home,435,0.018391,0.036336,0.019737,0.107086,0.981609
championship,correct_score,HT,0_0,435,0.289655,0.363312,0.220334,0.633281,0.685057
championship,correct_score,HT,0_1,435,0.147126,0.137551,0.124694,0.416747,0.852874
championship,correct_score,HT,0_2,435,0.057471,0.033197,0.054472,0.228172,0.942529
championship,correct_score,HT,1_0,435,0.188506,0.212300,0.153548,0.485356,0.811494
championship,correct_score,HT,1_1,435,0.110345,0.084973,0.098973,0.351910,0.889655
championship,correct_score,HT,1_2,435,0.025287,0.017844,0.024938,0.129170,0.974713
championship,correct_score,HT,2_0,435,0.096552,0.073678,0.088624,0.332267,0.903448
championship,correct_score,HT,2_1,435,0.029885,0.026449,0.029259,0.144419,0.970115
championship,correct_score,HT,2_2,435,0.009195,0.005605,0.009043,0.048074,0.990805
championship,correct_score,HT,other,435,0.045977,0.045092,0.044897,0.197541,0.954023
championship,dnb,2T,away,272,0.444853,0.356450,0.268862,0.756893,0.547794
championship,dnb,2T,home,272,0.555147,0.643550,0.268862,0.756893,0.547794
championship,dnb,FT,away,325,0.421538,0.343918,0.255167,0.718533,0.587692
championship,dnb,FT,home,325,0.578462,0.656082,0.255167,0.718533,0.587692
championship,dnb,HT,away,257,0.420233,0.371032,0.248707,0.703758,0.595331
championship,dnb,HT,home,257,0.579767,0.628968,0.248707,0.703758,0.595331
championship,dupla,2T,12,435,0.625287,0.646527,0.240806,0.676246,0.618391
championship,dupla,2T,1x,435,0.721839,0.768955,0.213121,0.634228,0.710345
championship,dupla,2T,x2,435,0.652874,0.584517,0.242359,0.679266,0.572414
championship,dupla,FT,12,435,0.747126,0.752207,0.192687,0.577135,0.747126
championship,dupla,FT,1x,435,0.685057,0.743764,0.223541,0.650298,0.673563
championship,dupla,FT,x2,435,0.567816,0.504030,0.257331,0.712459,0.528736
championship,dupla,HT,12,435,0.590805,0.545896,0.250740,0.694809,0.528736
championship,dupla,HT,1x,435,0.751724,0.799270,0.188397,0.572957,0.756322
championship,dupla,HT,x2,435,0.657471,0.654834,0.229823,0.657828,0.645977
championship,escanteios,FT,over,8700,0.468046,0.462419,0.204273,0.604348,0.692299
championship,escanteios,FT,under,8700,0.531954,0.537581,0.204273,0.604348,0.692299
championship,escanteios,HT,over,6525,0.492874,0.430175,0.190337,0.569233,0.719693
championship,escanteios,HT,under,6525,0.507126,0.569825,0.190337,0.569233,0.719693
championship,escanteios_1x2,FT,away,435,0.342529,0.319591,0.224209,0.643386,0.648276
championship,escanteios_1x2,FT,draw,435,0.087356,0.114783,0.079917,0.297077,0.912644
championship,escanteios_1x2,FT,home,435,0.570115,0.565626,0.240013,0.673273,0.593103
championship,escanteios_1x2,HT,away,435,0.321839,0.322017,0.210423,0.609812,0.682759
championship,escanteios_1x2,HT,draw,435,0.154023,0.192360,0.131746,0.434326,0.845977
championship,escanteios_1x2,HT,home,435,0.524138,0.485624,0.238921,0.670623,0.583908
championship,escanteios_exato,FT,eq_0,435,0.000000,0.000071,0.000000,0.000071,1.000000
championship,escanteios_exato,FT,eq_1,435,0.000000,0.000632,0.000001,0.000633,1.000000
championship,escanteios_exato,FT,eq_10,435,0.096552,0.117384,0.087820,0.320485,0.903448
championship,escanteios_exato,FT,eq_11,435,0.112644,0.108551,0.100758,0.356591,0.887356
championship,escanteios_exato,FT,eq_12,435,0.103448,0.093075,0.093289,0.337166,0.896552
championship,escanteios_exato,FT,eq_13,435,0.064368,0.074524,0.060158,0.237827,0.935632
championship,escanteios_exato,FT,eq_14,435,0.066667,0.056065,0.062844,0.252681,0.933333
championship,escanteios_exato,FT,eq_15_plus,435,0.124138,0.108502,0.115564,0.425392,0.875862
championship,escanteios_exato,FT,eq_2,435,0.002299,0.002860,0.002299,0.015550,0.997701
championship,escanteios_exato,FT,eq_3,435,0.002299,0.008769,0.002423,0.022585,0.997701
championship,escanteios_exato,FT,eq_4,435,0.011494,0.020470,0.011693,0.068784,0.988506
championship,escanteios_exato,FT,eq_5,435,0.039080,0.038764,0.038335,0.176508,0.960920
championship,escanteios_exato,FT,eq_6,435,0.066667,0.061977,0.063201,0.252394,0.933333
championship,escanteios_exato,FT,eq_7,435,0.073563,0.085992,0.069370,0.268585,0.926437
championship,escanteios_exato,FT,eq_8,435,0.117241,0.105646,0.103893,0.364761,0.882759
championship,escanteios_exato,FT,eq_9,435,0.119540,0.116716,0.105988,0.369883,0.880460
championship,faltas,FT,over,6090,0.409195,0.421438,0.191934,0.568973,0.711987
championship,faltas,FT,under,6090,0.590805,0.578562,0.191934,0.568973,0.711987
championship,gols,2T,over,1740,0.345977,0.384793,0.154464,0.474980,0.777586
championship,gols,2T,under,1740,0.654023,0.615207,0.154464,0.474980,0.777586
championship,gols,FT,over,6960,0.325431,0.324057,0.130637,0.406501,0.811638
championship,gols,FT,under,6960,0.674569,0.675943,0.130637,0.406501,0.811638
championship,gols,HT,over,3480,0.299138,0.255125,0.168440,0.510599,0.754598
championship,gols,HT,under,3480,0.700862,0.744875,0.168440,0.510599,0.754598
championship,handicap,FT,away_minus_1,435,0.567816,0.504030,0.257331,0.712459,0.528736
championship,handicap,FT,away_minus_2,435,0.795402,0.720237,0.184463,0.558949,0.756322
championship,handicap,FT,away_plus_1,435,0.135632,0.111329,0.125047,0.435947,0.857471
championship,handicap,FT,away_plus_2,435,0.034483,0.041536,0.035904,0.157897,0.963218
championship,handicap,FT,draw_minus_1,435,0.227586,0.216208,0.176597,0.539127,0.772414
championship,handicap,FT,draw_minus_2,435,0.124138,0.146806,0.111784,0.386654,0.875862
championship,handicap,FT,draw_plus_1,435,0.179310,0.144907,0.147066,0.471817,0.820690
championship,handicap,FT,draw_plus_2,435,0.101149,0.069793,0.093845,0.354701,0.898851
championship,handicap,FT,home_minus_1,435,0.204598,0.279763,0.184463,0.558949,0.756322
championship,handicap,FT,home_minus_2,435,0.080460,0.132957,0.085625,0.317924,0.910345
championship,handicap,FT,home_plus_1,435,0.685057,0.743764,0.223541,0.650298,0.673563
championship,handicap,FT,home_plus_2,435,0.864368,0.888671,0.125047,0.435947,0.857471
championship,htft,FULL,1_1,435,0.268966,0.292583,0.199921,0.591331,0.714943
championship,htft,FULL,1_2,435,0.022989,0.014485,0.022618,0.114627,0.977011
championship,htft,FULL,1_x,435,0.050575,0.038097,0.048373,0.205542,0.949425
championship,htft,FULL,2_1,435,0.039080,0.023158,0.038062,0.178064,0.960920
championship,htft,FULL,2_2,435,0.170115,0.139381,0.142024,0.459657,0.829885
championship,htft,FULL,2_x,435,0.039080,0.038191,0.037447,0.163329,0.960920
championship,htft,FULL,x_1,435,0.124138,0.183935,0.113504,0.387970,0.875862
championship,htft,FULL,x_2,435,0.121839,0.105354,0.108873,0.385003,0.878161
championship,htft,FULL,x_x,435,0.163218,0.164815,0.141050,0.462487,0.836782
championship,impedimentos,FT,over,4350,0.481379,0.503105,0.208186,0.605981,0.681379
championship,impedimentos,FT,under,4350,0.518621,0.496895,0.208186,0.605981,0.681379
championship,marca,FT,away_nao,435,0.280460,0.389885,0.225064,0.640489,0.625287
championship,marca,FT,away_sim,435,0.719540,0.610115,0.225064,0.640489,0.625287
championship,marca,FT,home_nao,435,0.216092,0.235823,0.179595,0.551455,0.765517
championship,marca,FT,home_sim,435,0.783908,0.764177,0.179595,0.551455,0.765517
championship,margem,FT,away_1,435,0.179310,0.144907,0.147066,0.471817,0.820690
championship,margem,FT,away_2,435,0.101149,0.069793,0.093845,0.354701,0.898851
championship,margem,FT,away_3,435,0.020690,0.027177,0.020338,0.099484,0.979310
championship,margem,FT,away_4_plus,435,0.013793,0.014359,0.014854,0.083800,0.986207
championship,margem,FT,draw,435,0.252874,0.247793,0.192687,0.577135,0.747126
championship,margem,FT,home_1,435,0.227586,0.216208,0.176597,0.539127,0.772414
championship,margem,FT,home_2,435,0.124138,0.146806,0.111784,0.386654,0.875862
championship,margem,FT,home_3,435,0.050575,0.077303,0.049759,0.207554,0.949425
championship,margem,FT,home_4_plus,435,0.029885,0.055654,0.033222,0.164332,0.967816
la-liga,1x2,2T,away,1710,0.271930,0.182573,0.196634,0.590745,0.730994
la-liga,1x2,2T,draw,1710,0.350877,0.345663,0.229067,0.651496,0.647953
la-liga,1x2,2T,home,1710,0.377193,0.471764,0.231864,0.655970,0.618129
la-liga,1x2,FT,away,1710,0.284211,0.197180,0.193022,0.578236,0.723977
la-liga,1x2,FT,draw,1710,0.258480,0.237682,0.189870,0.566905,0.740936
la-liga,1x2,FT,home,1710,0.457310,0.565138,0.232922,0.659722,0.608772
la-liga,1x2,HT,away,1710,0.223392,0.160967,0.174215,0.539831,0.776608
la-liga,1x2,HT,draw,1710,0.440351,0.448593,0.246385,0.686162,0.561988
la-liga,1x2,HT,home,1710,0.336257,0.390440,0.219336,0.629933,0.663743
la-liga,asian_handicap,FT,away_minus_0_5,1710,0.542690,0.434862,0.232922,0.659722,0.608772
la-liga,asian_handicap,FT,away_minus_1,1278,0.726135,0.668550,0.170192,0.515069,0.762911
la-liga,asian_handicap,FT,away_minus_1_5,1710,0.795322,0.657130,0.172374,0.519686,0.752047
la-liga,asian_handicap,FT,away_minus_2,1520,0.894737,0.826319,0.091499,0.313128,0.886842
la-liga,asian_handicap,FT,away_plus_0_5,1710,0.284211,0.197180,0.193022,0.578236,0.723977
la-liga,asian_handicap,FT,away_plus_1,1418,0.136812,0.187516,0.111431,0.368315,0.862482
la-liga,asian_handicap,FT,away_plus_1_5,1710,0.113450,0.074196,0.096442,0.341792,0.886550
la-liga,asian_handicap,FT,away_plus_2,1585,0.043533,0.071202,0.041234,0.168740,0.956467
la-liga,asian_handicap,FT,home_minus_0_5,1710,0.457310,0.565138,0.232922,0.659722,0.608772
la-liga,asian_handicap,FT,home_minus_1,1278,0.273865,0.331450,0.170192,0.515069,0.762911
la-liga,asian_handicap,FT,home_minus_1_5,1710,0.204678,0.342870,0.172374,0.519686,0.752047
la-liga,asian_handicap,FT,home_minus_2,1520,0.105263,0.173681,0.091499,0.313128,0.886842
la-liga,asian_handicap,FT,home_plus_0_5,1710,0.715789,0.802820,0.193022,0.578236,0.723977
la-liga,asian_handicap,FT,home_plus_1,1418,0.863188,0.812484,0.111431,0.368315,0.862482
la-liga,asian_handicap,FT,home_plus_1_5,1710,0.886550,0.925804,0.096442,0.341792,0.886550
la-liga,asian_handicap,FT,home_plus_2,1585,0.956467,0.928798,0.041234,0.168740,0.956467
la-liga,asian_total,FT,over,8080,0.493441,0.486600,0.199709,0.589076,0.702104
la-liga,asian_total,FT,under,8080,0.506559,0.513400,0.199709,0.589076,0.702104
la-liga,asian_total,HT,over,3558,0.360034,0.394417,0.224732,0.643042,0.641653
la-liga,asian_total,HT,under,3558,0.639966,0.605583,0.224732,0.643042,0.641653
la-liga,btts,FT,nao,1710,0.478363,0.565966,0.260235,0.723324,0.509942
la-liga,btts,FT,sim,1710,0.521637,0.434034,0.260235,0.723324,0.509942
la-liga,btts,HT,nao,1710,0.811696,0.862762,0.155358,0.498222,0.811696
la-liga,btts,HT,sim,1710,0.188304,0.137238,0.155358,0.498222,0.811696
la-liga,btts_algum_tempo,FULL,nao,1710,0.604678,0.657276,0.243296,0.689779,0.601170
la-liga,btts_algum_tempo,FULL,sim,1710,0.395322,0.342724,0.243296,0.689779,0.601170
la-liga,btts_ambos_tempos,FULL,nao,1710,0.946784,0.963707,0.050734,0.215117,0.946784
la-liga,btts_ambos_tempos,FULL,sim,1710,0.053216,0.036293,0.050734,0.215117,0.946784
la-liga,cartoes,FT,over,25650,0.576179,0.545359,0.178750,0.534912,0.734113
la-liga,cartoes,FT,under,25650,0.423821,0.454641,0.178750,0.534912,0.734113
la-liga,cartoes,HT,over,13680,0.841520,0.345969,0.386621,1.092671,0.405044
la-liga,cartoes,HT,under,13680,0.158480,0.654031,0.386621,1.092671,0.405044
la-liga,cartoes_1x2,FT,away,1710,0.438596,0.438112,0.245826,0.685036,0.568421
la-liga,cartoes_1x2,FT,draw,1710,0.196491,0.183537,0.157560,0.494460,0.803509
la-liga,cartoes_1x2,FT,home,1710,0.364912,0.378350,0.230611,0.654129,0.632164
la-liga,chutes,FT,over,53010,0.575910,0.571483,0.154997,0.473560,0.774212
la-liga,chutes,FT,under,53010,0.424090,0.428517,0.154997,0.473560,0.774212
la-liga,chutes,HT,over,22230,0.979532,0.792654,0.078540,0.271655,0.894737
la-liga,chutes,HT,under,22230,0.020468,0.207346,0.078540,0.271655,0.894737
la-liga,chutes_alvo,FT,over,29070,0.576746,0.571480,0.192626,0.568445,0.711352
la-liga,chutes_alvo,FT,under,29070,0.423254,0.428520,0.192626,0.568445,0.711352
la-liga,chutes_alvo,HT,over,15390,0.893047,0.478694,0.284612,0.773971,0.424431
la-liga,chutes_alvo,HT,under,15390,0.106953,0.521306,0.284612,0.773971,0.424431
la-liga,correct_score,FT,0_0,1710,0.069591,0.093870,0.065708,0.257241,0.929825
la-liga,correct_score,FT,0_1,1710,0.077193,0.066396,0.071190,0.273888,0.922807
la-liga,correct_score,FT,0_2,1710,0.050877,0.033060,0.048135,0.199843,0.949123
la-liga,correct_score,FT,0_3,1710,0.021053,0.011604,0.020452,0.099855,0.978947
la-liga,correct_score,FT,0_4,1710,0.006433,0.003432,0.006346,0.039540,0.993567
la-liga,correct_score,FT,1_0,1710,0.122807,0.121444,0.107319,0.368996,0.877193
la-liga,correct_score,FT,1_1,1710,0.133918,0.103664,0.116016,0.399925,0.866082
la-liga,correct_score,FT,1_2,1710,0.072515,0.044086,0.066993,0.259962,0.927485
la-liga,correct_score,FT,1_3,1710,0.014620,0.014897,0.014431,0.079094,0.985380
la-liga,correct_score,FT,1_4,1710,0.008187,0.004254,0.008029,0.045538,0.991813
la-liga,correct_score,FT,2_0,1710,0.064327,0.104707,0.061514,0.243786,0.935673
la-liga,correct_score,FT,2_1,1710,0.093567,0.078596,0.085252,0.314011,0.906433
la-liga,correct_score,FT,2_2,1710,0.046199,0.033525,0.044147,0.188838,0.953801
la-liga,correct_score,FT,2_3,1710,0.018713,0.010809,0.018412,0.096896,0.981287
la-liga,correct_score,FT,2_4,1710,0.006433,0.002952,0.006367,0.037096,0.993567
la-liga,correct_score,FT,3_0,1710,0.041520,0.066063,0.039966,0.170091,0.958480
la-liga,correct_score,FT,3_1,1710,0.034503,0.047368,0.033351,0.149591,0.965497
la-liga,correct_score,FT,3_2,1710,0.029240,0.019228,0.028607,0.139811,0.970760
la-liga,correct_score,FT,3_3,1710,0.008187,0.005891,0.008135,0.049505,0.991813
la-liga,correct_score,FT,3_4,1710,0.002339,0.001531,0.002337,0.017011,0.997661
la-liga,correct_score,FT,4_0,1710,0.017544,0.035293,0.017747,0.089721,0.982456
la-liga,correct_score,FT,4_1,1710,0.015205,0.024138,0.014807,0.074205,0.984795
la-liga,correct_score,FT,4_2,1710,0.011111,0.009322,0.010941,0.060198,0.988889
la-liga,correct_score,FT,4_3,1710,0.007018,0.002714,0.006988,0.048677,0.992982
la-liga,correct_score,FT,4_4,1710,0.000585,0.000671,0.000583,0.004238,0.999415
la-liga,correct_score,FT,other_away,1710,0.005848,0.004158,0.005833,0.036442,0.994152
la-liga,correct_score,FT,other_draw,1710,0.000000,0.000061,0.000000,0.000061,1.000000
la-liga,correct_score,FT,other_home,1710,0.020468,0.056265,0.022415,0.101848,0.978947
la-liga,correct_score,HT,0_0,1710,0.324561,0.365451,0.222041,0.636084,0.663158
la-liga,correct_score,HT,0_1,1710,0.154386,0.117229,0.131127,0.435108,0.845614
la-liga,correct_score,HT,0_2,1710,0.034503,0.023332,0.033377,0.152940,0.965497
la-liga,correct_score,HT,1_0,1710,0.203509,0.230788,0.162106,0.504767,0.796491
la-liga,correct_score,HT,1_1,1710,0.104678,0.078398,0.094433,0.340930,0.895322
la-liga,correct_score,HT,1_2,1710,0.020468,0.013655,0.020001,0.102797,0.979532
la-liga,correct_score,HT,2_0,1710,0.064327,0.088576,0.059588,0.234365,0.935673
la-liga,correct_score,HT,2_1,1710,0.035088,0.026657,0.033991,0.154670,0.964912
la-liga,correct_score,HT,2_2,1710,0.010526,0.004595,0.010452,0.062152,0.989474
la-liga,correct_score,HT,other,1710,0.047953,0.051320,0.044724,0.186427,0.952047
la-liga,dnb,2T,away,1110,0.418919,0.286265,0.236072,0.676398,0.626126
la-liga,dnb,2T,home,1110,0.581081,0.713735,0.236072,0.676398,0.626126
la-liga,dnb,FT,away,1268,0.383281,0.264888,0.215101,0.628199,0.656151
la-liga,dnb,FT,home,1268,0.616719,0.735112,0.215101,0.628199,0.656151
la-liga,dnb,HT,away,957,0.399164,0.298171,0.236013,0.675203,0.610240
la-liga,dnb,HT,home,957,0.600836,0.701829,0.236013,0.675203,0.610240
la-liga,dupla,2T,12,1710,0.649123,0.654337,0.229067,0.651496,0.647953
la-liga,dupla,2T,1x,1710,0.728070,0.817427,0.196634,0.590745,0.730994
la-liga,dupla,2T,x2,1710,0.622807,0.528236,0.231864,0.655970,0.618129
la-liga,dupla,FT,12,1710,0.741520,0.762318,0.189870,0.566905,0.740936
la-liga,dupla,FT,1x,1710,0.715789,0.802820,0.193022,0.578236,0.723977
la-liga,dupla,FT,x2,1710,0.542690,0.434862,0.232922,0.659722,0.608772
la-liga,dupla,HT,12,1710,0.559649,0.551407,0.246385,0.686162,0.561988
la-liga,dupla,HT,1x,1710,0.776608,0.839033,0.174215,0.539831,0.776608
la-liga,dupla,HT,x2,1710,0.663743,0.609560,0.219336,0.629933,0.663743
la-liga,escanteios,FT,over,34200,0.399854,0.400358,0.185647,0.553334,0.721901
la-liga,escanteios,FT,under,34200,0.600146,0.599642,0.185647,0.553334,0.721901
la-liga,escanteios,HT,over,25650,0.445302,0.392069,0.178430,0.537549,0.738246
la-liga,escanteios,HT,under,25650,0.554698,0.607931,0.178430,0.537549,0.738246
la-liga,escanteios_1x2,FT,away,1710,0.331579,0.309402,0.215614,0.621966,0.663158
la-liga,escanteios_1x2,FT,draw,1710,0.102339,0.118411,0.091840,0.329667,0.897661
la-liga,escanteios_1x2,FT,home,1710,0.566082,0.572187,0.236804,0.665896,0.587135
la-liga,escanteios_1x2,HT,away,1710,0.332749,0.312403,0.214128,0.617907,0.667251
la-liga,escanteios_1x2,HT,draw,1710,0.148538,0.200255,0.129015,0.428385,0.851462
la-liga,escanteios_1x2,HT,home,1710,0.518713,0.487342,0.240785,0.674374,0.568421
la-liga,escanteios_exato,FT,eq_0,1710,0.000000,0.000143,0.000000,0.000143,1.000000
la-liga,escanteios_exato,FT,eq_1,1710,0.000000,0.001189,0.000003,0.001191,1.000000
la-liga,escanteios_exato,FT,eq_10,1710,0.109942,0.115508,0.097944,0.346940,0.890058
la-liga,escanteios_exato,FT,eq_11,1710,0.113450,0.099519,0.100723,0.355347,0.886550
la-liga,escanteios_exato,FT,eq_12,1710,0.088304,0.079546,0.080651,0.300511,0.911696
la-liga,escanteios_exato,FT,eq_13,1710,0.056140,0.059397,0.053225,0.217829,0.943860
la-liga,escanteios_exato,FT,eq_14,1710,0.042690,0.041678,0.041048,0.179194,0.957310
la-liga,escanteios_exato,FT,eq_15_plus,1710,0.066667,0.067956,0.064041,0.257270,0.933333
la-liga,escanteios_exato,FT,eq_2,1710,0.006433,0.005019,0.006387,0.039499,0.993567
la-liga,escanteios_exato,FT,eq_3,1710,0.011111,0.014331,0.011052,0.063262,0.988889
la-liga,escanteios_exato,FT,eq_4,1710,0.030409,0.031122,0.029557,0.135784,0.969591
la-liga,escanteios_exato,FT,eq_5,1710,0.052632,0.054793,0.050078,0.208677,0.947368
la-liga,escanteios_exato,FT,eq_6,1710,0.081871,0.081427,0.074973,0.281416,0.918129
la-liga,escanteios_exato,FT,eq_7,1710,0.098246,0.105026,0.088963,0.323799,0.901754
la-liga,escanteios_exato,FT,eq_8,1710,0.120468,0.119995,0.106506,0.371044,0.879532
la-liga,escanteios_exato,FT,eq_9,1710,0.121637,0.123352,0.106989,0.370895,0.878363
la-liga,faltas,FT,over,23940,0.628530,0.654386,0.183617,0.546323,0.722640
la-liga,faltas,FT,under,23940,0.371470,0.345614,0.183617,0.546323,0.722640
la-liga,gols,2T,over,6840,0.361842,0.384291,0.157358,0.481909,0.770175
la-liga,gols,2T,under,6840,0.638158,0.615709,0.157358,0.481909,0.770175
la-liga,gols,FT,over,27360,0.324342,0.322332,0.130784,0.409869,0.811952
la-liga,gols,FT,under,27360,0.675658,0.677668,0.130784,0.409869,0.811952
la-liga,gols,HT,over,13680,0.279094,0.253892,0.157153,0.479943,0.769444
la-liga,gols,HT,under,13680,0.720906,0.746108,0.157153,0.479943,0.769444
la-liga,handicap,FT,away_minus_1,1710,0.542690,0.434862,0.232922,0.659722,0.608772
la-liga,handicap,FT,away_minus_2,1710,0.795322,0.657130,0.172374,0.519686,0.752047
la-liga,handicap,FT,away_plus_1,1710,0.113450,0.074196,0.096442,0.341792,0.886550
la-liga,handicap,FT,away_plus_2,1710,0.040351,0.022895,0.037696,0.162585,0.959649
la-liga,handicap,FT,draw_minus_1,1710,0.252632,0.222268,0.189864,0.569077,0.747368
la-liga,handicap,FT,draw_minus_2,1710,0.111111,0.162627,0.100034,0.350957,0.888889
la-liga,handicap,FT,draw_plus_1,1710,0.170760,0.122984,0.140094,0.455395,0.829240
la-liga,handicap,FT,draw_plus_2,1710,0.073099,0.051301,0.066789,0.257738,0.926901
la-liga,handicap,FT,home_minus_1,1710,0.204678,0.342870,0.172374,0.519686,0.752047
la-liga,handicap,FT,home_minus_2,1710,0.093567,0.180243,0.090269,0.310839,0.892398
la-liga,handicap,FT,home_plus_1,1710,0.715789,0.802820,0.193022,0.578236,0.723977
la-liga,handicap,FT,home_plus_2,1710,0.886550,0.925804,0.096442,0.341792,0.886550
la-liga,htft,FULL,1_1,1710,0.264912,0.345053,0.190886,0.566898,0.729240
la-liga,htft,FULL,1_2,1710,0.021053,0.010926,0.020581,0.101119,0.978947
la-liga,htft,FULL,1_x,1710,0.050292,0.034461,0.047964,0.202036,0.949708
la-liga,htft,FULL,2_1,1710,0.026316,0.023151,0.025623,0.121421,0.973684
la-liga,htft,FULL,2_2,1710,0.144444,0.103225,0.120874,0.404975,0.855556
la-liga,htft,FULL,2_x,1710,0.052632,0.034591,0.050000,0.207967,0.947368
la-liga,htft,FULL,x_1,1710,0.166082,0.200635,0.137559,0.445386,0.833918
la-liga,htft,FULL,x_2,1710,0.118713,0.085744,0.103091,0.360618,0.881287
la-liga,htft,FULL,x_x,1710,0.155556,0.162214,0.130830,0.431463,0.843275
la-liga,impedimentos,FT,over,17100,0.534678,0.570458,0.220627,0.636517,0.656550
la-liga,impedimentos,FT,under,17100,0.465322,0.429542,0.220627,0.636517,0.656550
la-liga,marca,FT,away_nao,1710,0.321637,0.450302,0.230837,0.659761,0.607018
la-liga,marca,FT,away_sim,1710,0.678363,0.549698,0.230837,0.659761,0.607018
la-liga,marca,FT,home_nao,1710,0.226316,0.209534,0.170693,0.527017,0.767836
la-liga,marca,FT,home_sim,1710,0.773684,0.790466,0.170693,0.527017,0.767836
la-liga,margem,FT,away_1,1710,0.170760,0.122984,0.140094,0.455395,0.829240
la-liga,margem,FT,away_2,1710,0.073099,0.051301,0.066789,0.257738,0.926901
la-liga,margem,FT,away_3,1710,0.030409,0.016665,0.028973,0.130604,0.969591
la-liga,margem,FT,away_4_plus,1710,0.009942,0.006231,0.009769,0.055835,0.990058
la-liga,margem,FT,draw,1710,0.258480,0.237682,0.189870,0.566905,0.740936
la-liga,margem,FT,home_1,1710,0.252632,0.222268,0.189864,0.569077,0.747368
