liga,family,period,prob_bin,bin_lo,bin_hi,n,mean_pred,observed_freq,gap
championship,cartoes_1x2,FT,5,0.50,0.60,132,0.541505,0.515152,-0.026353
championship,cartoes_1x2,FT,6,0.60,0.70,51,0.637114,0.588235,-0.048879
championship,cartoes_1x2,FT,7,0.70,0.80,3,0.737206,0.666667,-0.070540
championship,chutes,FT,0,0.00,0.10,5278,0.030024,0.071997,0.041973
championship,chutes,FT,1,0.10,0.20,2251,0.149199,0.231897,0.082698
championship,chutes,FT,2,0.20,0.30,2105,0.249435,0.311639,0.062203
championship,chutes,FT,3,0.30,0.40,1975,0.350977,0.404051,0.053074
championship,chutes,FT,4,0.40,0.50,1876,0.450839,0.460021,0.009183
championship,chutes,FT,5,0.50,0.60,1876,0.549161,0.539979,-0.009183
championship,chutes,FT,6,0.60,0.70,1975,0.649023,0.595949,-0.053074
championship,chutes,FT,7,0.70,0.80,2105,0.750565,0.688361,-0.062203
championship,chutes,FT,8,0.80,0.90,2251,0.850801,0.768103,-0.082698
championship,chutes,FT,9,0.90,1.00,5278,0.969976,0.928003,-0.041973
championship,chutes,HT,0,0.00,0.10,2535,0.040458,0.000394,-0.040064
championship,chutes,HT,1,0.10,0.20,1179,0.143029,0.022053,-0.120977
championship,chutes,HT,2,0.20,0.30,755,0.245764,0.058278,-0.187486
championship,chutes,HT,3,0.30,0.40,596,0.350284,0.214765,-0.135519
championship,chutes,HT,4,0.40,0.50,590,0.450211,0.442373,-0.007838
championship,chutes,HT,5,0.50,0.60,590,0.549789,0.557627,0.007838
championship,chutes,HT,6,0.60,0.70,596,0.649716,0.785235,0.135519
championship,chutes,HT,7,0.70,0.80,755,0.754236,0.941722,0.187486
championship,chutes,HT,8,0.80,0.90,1179,0.856971,0.977947,0.120977
championship,chutes,HT,9,0.90,1.00,2535,0.959542,0.999606,0.040064
championship,chutes_alvo,FT,0,0.00,0.10,1173,0.091824,0.109122,0.017297
championship,chutes_alvo,FT,1,0.10,0.20,983,0.175714,0.170905,-0.004808
championship,chutes_alvo,FT,2,0.20,0.30,2211,0.238922,0.268657,0.029735
championship,chutes_alvo,FT,3,0.30,0.40,1352,0.354988,0.374260,0.019273
championship,chutes_alvo,FT,4,0.40,0.50,1676,0.432677,0.431981,-0.000697
championship,chutes_alvo,FT,5,0.50,0.60,1676,0.567323,0.568019,0.000697
championship,chutes_alvo,FT,6,0.60,0.70,1352,0.645012,0.625740,-0.019273
championship,chutes_alvo,FT,7,0.70,0.80,2211,0.761078,0.731343,-0.029735
championship,chutes_alvo,FT,8,0.80,0.90,983,0.824286,0.829095,0.004808
championship,chutes_alvo,FT,9,0.90,1.00,1173,0.908176,0.890878,-0.017297
championship,chutes_alvo,HT,1,0.10,0.20,398,0.197764,0.030151,-0.167613
championship,chutes_alvo,HT,2,0.20,0.30,1777,0.214938,0.596511,0.381573
championship,chutes_alvo,HT,3,0.30,0.40,583,0.380850,0.284734,-0.096116
championship,chutes_alvo,HT,4,0.40,0.50,1157,0.458854,0.888505,0.429650
championship,chutes_alvo,HT,5,0.50,0.60,1157,0.541146,0.111495,-0.429650
championship,chutes_alvo,HT,6,0.60,0.70,583,0.619150,0.715266,0.096116
championship,chutes_alvo,HT,7,0.70,0.80,1777,0.785062,0.403489,-0.381573
championship,chutes_alvo,HT,8,0.80,0.90,398,0.802236,0.969849,0.167613
championship,correct_score,FT,0,0.00,0.10,11059,0.025695,0.029297,0.003602
championship,correct_score,FT,1,0.10,0.20,1077,0.130278,0.103064,-0.027214
championship,correct_score,FT,2,0.20,0.30,39,0.227889,0.000000,-0.227889
championship,correct_score,FT,3,0.30,0.40,5,0.328115,0.000000,-0.328115
championship,correct_score,HT,0,0.00,0.10,2916,0.035396,0.052469,0.017074
championship,correct_score,HT,1,0.10,0.20,690,0.140896,0.140580,-0.000316
championship,correct_score,HT,2,0.20,0.30,400,0.248144,0.215000,-0.033144
championship,correct_score,HT,3,0.30,0.40,204,0.349536,0.294118,-0.055419
championship,correct_score,HT,4,0.40,0.50,119,0.441900,0.285714,-0.156186
championship,correct_score,HT,5,0.50,0.60,19,0.534652,0.210526,-0.324125
championship,correct_score,HT,6,0.60,0.70,2,0.630510,0.500000,-0.130510
championship,dnb,2T,0,0.00,0.10,16,0.069776,0.375000,0.305224
championship,dnb,2T,1,0.10,0.20,48,0.153779,0.333333,0.179554
championship,dnb,2T,2,0.20,0.30,71,0.253346,0.436620,0.183274
championship,dnb,2T,3,0.30,0.40,67,0.347676,0.462687,0.115010
championship,dnb,2T,4,0.40,0.50,70,0.453000,0.557143,0.104143
championship,dnb,2T,5,0.50,0.60,70,0.547000,0.442857,-0.104143
championship,dnb,2T,6,0.60,0.70,67,0.652324,0.537313,-0.115010
championship,dnb,2T,7,0.70,0.80,71,0.746654,0.563380,-0.183274
championship,dnb,2T,8,0.80,0.90,48,0.846221,0.666667,-0.179554
championship,dnb,2T,9,0.90,1.00,16,0.930224,0.625000,-0.305224
championship,dnb,FT,0,0.00,0.10,37,0.064232,0.243243,0.179011
championship,dnb,FT,1,0.10,0.20,65,0.151471,0.276923,0.125452
championship,dnb,FT,2,0.20,0.30,75,0.246249,0.466667,0.220417
championship,dnb,FT,3,0.30,0.40,68,0.350013,0.485294,0.135281
championship,dnb,FT,4,0.40,0.50,80,0.458202,0.487500,0.029298
championship,dnb,FT,5,0.50,0.60,80,0.541798,0.512500,-0.029298
championship,dnb,FT,6,0.60,0.70,68,0.649987,0.514706,-0.135281
championship,dnb,FT,7,0.70,0.80,75,0.753751,0.533333,-0.220417
championship,dnb,FT,8,0.80,0.90,65,0.848529,0.723077,-0.125452
championship,dnb,FT,9,0.90,1.00,37,0.935768,0.756757,-0.179011
championship,dnb,HT,0,0.00,0.10,13,0.070724,0.384615,0.313892
championship,dnb,HT,1,0.10,0.20,37,0.155090,0.216216,0.061126
championship,dnb,HT,2,0.20,0.30,62,0.248916,0.387097,0.138180
championship,dnb,HT,3,0.30,0.40,69,0.348680,0.478261,0.129581
championship,dnb,HT,4,0.40,0.50,76,0.457150,0.447368,-0.009781
championship,dnb,HT,5,0.50,0.60,76,0.542850,0.552632,0.009781
championship,dnb,HT,6,0.60,0.70,69,0.651320,0.521739,-0.129581
championship,dnb,HT,7,0.70,0.80,62,0.751084,0.612903,-0.138180
championship,dnb,HT,8,0.80,0.90,37,0.844910,0.783784,-0.061126
championship,dnb,HT,9,0.90,1.00,13,0.929276,0.615385,-0.313892
championship,dupla,2T,1,0.10,0.20,3,0.158782,0.666667,0.507885
championship,dupla,2T,2,0.20,0.30,14,0.265170,0.714286,0.449116
championship,dupla,2T,3,0.30,0.40,33,0.354437,0.515152,0.160715
championship,dupla,2T,4,0.40,0.50,99,0.459935,0.676768,0.216833
championship,dupla,2T,5,0.50,0.60,218,0.557752,0.651376,0.093624
championship,dupla,2T,6,0.60,0.70,462,0.653974,0.636364,-0.017610
championship,dupla,2T,7,0.70,0.80,226,0.746679,0.676991,-0.069688
championship,dupla,2T,8,0.80,0.90,195,0.846075,0.738462,-0.107614
championship,dupla,2T,9,0.90,1.00,55,0.929478,0.745455,-0.184024
championship,dupla,FT,0,0.00,0.10,5,0.072674,0.200000,0.127326
championship,dupla,FT,1,0.10,0.20,18,0.164722,0.555556,0.390833
championship,dupla,FT,2,0.20,0.30,42,0.252213,0.357143,0.104930
championship,dupla,FT,3,0.30,0.40,83,0.355112,0.566265,0.211153
championship,dupla,FT,4,0.40,0.50,108,0.450394,0.611111,0.160717
championship,dupla,FT,5,0.50,0.60,108,0.553492,0.601852,0.048360
championship,dupla,FT,6,0.60,0.70,234,0.654113,0.649573,-0.004541
championship,dupla,FT,7,0.70,0.80,419,0.751274,0.706444,-0.044830
championship,dupla,FT,8,0.80,0.90,208,0.844626,0.730769,-0.113857
championship,dupla,FT,9,0.90,1.00,80,0.933204,0.825000,-0.108204
championship,dupla,HT,2,0.20,0.30,3,0.274542,0.666667,0.392125
championship,dupla,HT,3,0.30,0.40,21,0.374583,0.571429,0.196845
championship,dupla,HT,4,0.40,0.50,122,0.464229,0.606557,0.142329
championship,dupla,HT,5,0.50,0.60,356,0.551552,0.595506,0.043954
championship,dupla,HT,6,0.60,0.70,265,0.646026,0.652830,0.006804
championship,dupla,HT,7,0.70,0.80,241,0.748304,0.697095,-0.051209
championship,dupla,HT,8,0.80,0.90,233,0.847831,0.763948,-0.083883
championship,dupla,HT,9,0.90,1.00,64,0.925608,0.796875,-0.128733
championship,escanteios,FT,0,0.00,0.10,1199,0.062937,0.158465,0.095529
championship,escanteios,FT,1,0.10,0.20,2082,0.147948,0.212776,0.064829
championship,escanteios,FT,2,0.20,0.30,1985,0.249519,0.299244,0.049725
championship,escanteios,FT,3,0.30,0.40,1745,0.349303,0.369628,0.020324
championship,escanteios,FT,4,0.40,0.50,1689,0.449228,0.476613,0.027385
championship,escanteios,FT,5,0.50,0.60,1689,0.550772,0.523387,-0.027385
championship,escanteios,FT,6,0.60,0.70,1745,0.650697,0.630372,-0.020324
championship,escanteios,FT,7,0.70,0.80,1985,0.750481,0.700756,-0.049725
championship,escanteios,FT,8,0.80,0.90,2082,0.852052,0.787224,-0.064829
championship,escanteios,FT,9,0.90,1.00,1199,0.937063,0.841535,-0.095529
championship,escanteios,HT,0,0.00,0.10,1196,0.063504,0.129599,0.066095
championship,escanteios,HT,1,0.10,0.20,1782,0.146460,0.197531,0.051070
championship,escanteios,HT,2,0.20,0.30,1274,0.249923,0.292779,0.042856
championship,escanteios,HT,3,0.30,0.40,1212,0.351086,0.385314,0.034228
championship,escanteios,HT,4,0.40,0.50,1061,0.449340,0.454288,0.004949
championship,escanteios,HT,5,0.50,0.60,1061,0.550660,0.545712,-0.004949
championship,escanteios,HT,6,0.60,0.70,1212,0.648914,0.614686,-0.034228
championship,escanteios,HT,7,0.70,0.80,1274,0.750077,0.707221,-0.042856
championship,escanteios,HT,8,0.80,0.90,1782,0.853540,0.802469,-0.051070
championship,escanteios,HT,9,0.90,1.00,1196,0.936496,0.870401,-0.066095
championship,escanteios_1x2,FT,0,0.00,0.10,75,0.084383,0.066667,-0.017716
championship,escanteios_1x2,FT,1,0.10,0.20,428,0.124956,0.116822,-0.008134
championship,escanteios_1x2,FT,2,0.20,0.30,130,0.249425,0.307692,0.058268
championship,escanteios_1x2,FT,3,0.30,0.40,164,0.350586,0.371951,0.021365
championship,escanteios_1x2,FT,4,0.40,0.50,195,0.449251,0.456410,0.007159
championship,escanteios_1x2,FT,5,0.50,0.60,137,0.549951,0.554745,0.004794
championship,escanteios_1x2,FT,6,0.60,0.70,107,0.647817,0.616822,-0.030994
championship,escanteios_1x2,FT,7,0.70,0.80,53,0.747924,0.679245,-0.068679
championship,escanteios_1x2,FT,8,0.80,0.90,16,0.835324,0.750000,-0.085324
championship,escanteios_1x2,HT,1,0.10,0.20,325,0.183094,0.156923,-0.026171
championship,escanteios_1x2,HT,2,0.20,0.30,288,0.234703,0.194444,-0.040259
championship,escanteios_1x2,HT,3,0.30,0.40,262,0.355115,0.381679,0.026565
championship,escanteios_1x2,HT,4,0.40,0.50,245,0.446686,0.453061,0.006376
championship,escanteios_1x2,HT,5,0.50,0.60,137,0.542883,0.613139,0.070256
championship,escanteios_1x2,HT,6,0.60,0.70,45,0.641503,0.666667,0.025164
championship,escanteios_1x2,HT,7,0.70,0.80,3,0.726447,1.000000,0.273553
championship,escanteios_exato,FT,0,0.00,0.10,4918,0.037686,0.046767,0.009081
championship,escanteios_exato,FT,1,0.10,0.20,2000,0.118832,0.100000,-0.018832
championship,escanteios_exato,FT,2,0.20,0.30,28,0.242703,0.071429,-0.171274
championship,escanteios_exato,FT,3,0.30,0.40,9,0.340028,0.111111,-0.228917
championship,escanteios_exato,FT,4,0.40,0.50,5,0.428207,0.400000,-0.028207
championship,faltas,FT,0,0.00,0.10,645,0.067338,0.103876,0.036538
championship,faltas,FT,1,0.10,0.20,1449,0.150365,0.183575,0.033210
championship,faltas,FT,2,0.20,0.30,1488,0.249794,0.267473,0.017679
championship,faltas,FT,3,0.30,0.40,1284,0.349948,0.361371,0.011423
championship,faltas,FT,4,0.40,0.50,1224,0.449601,0.456699,0.007098
championship,faltas,FT,5,0.50,0.60,1224,0.550399,0.543301,-0.007098
championship,faltas,FT,6,0.60,0.70,1284,0.650052,0.638629,-0.011423
championship,faltas,FT,7,0.70,0.80,1488,0.750206,0.732527,-0.017679
championship,faltas,FT,8,0.80,0.90,1449,0.849635,0.816425,-0.033210
championship,faltas,FT,9,0.90,1.00,645,0.932662,0.896124,-0.036538
championship,gols,2T,0,0.00,0.10,353,0.059121,0.059490,0.000370
championship,gols,2T,1,0.10,0.20,451,0.151164,0.148559,-0.002605
championship,gols,2T,2,0.20,0.30,397,0.245465,0.209068,-0.036397
championship,gols,2T,3,0.30,0.40,258,0.348460,0.341085,-0.007374
championship,gols,2T,4,0.40,0.50,281,0.450962,0.455516,0.004554
championship,gols,2T,5,0.50,0.60,281,0.549038,0.544484,-0.004554
championship,gols,2T,6,0.60,0.70,258,0.651540,0.658915,0.007374
championship,gols,2T,7,0.70,0.80,397,0.754535,0.790932,0.036397
championship,gols,2T,8,0.80,0.90,451,0.848836,0.851441,0.002605
championship,gols,2T,9,0.90,1.00,353,0.940879,0.940510,-0.000370
championship,gols,FT,0,0.00,0.10,2824,0.036744,0.043909,0.007166
championship,gols,FT,1,0.10,0.20,1356,0.145909,0.164454,0.018545
championship,gols,FT,2,0.20,0.30,1048,0.249545,0.251908,0.002364
championship,gols,FT,3,0.30,0.40,858,0.349910,0.353147,0.003237
championship,gols,FT,4,0.40,0.50,874,0.451018,0.454233,0.003216
championship,gols,FT,5,0.50,0.60,874,0.548982,0.545767,-0.003216
championship,gols,FT,6,0.60,0.70,858,0.650090,0.646853,-0.003237
championship,gols,FT,7,0.70,0.80,1048,0.750455,0.748092,-0.002364
championship,gols,FT,8,0.80,0.90,1356,0.854091,0.835546,-0.018545
championship,gols,FT,9,0.90,1.00,2824,0.963256,0.956091,-0.007166
championship,gols,HT,0,0.00,0.10,1195,0.045677,0.083682,0.038005
championship,gols,HT,1,0.10,0.20,582,0.147329,0.202749,0.055420
championship,gols,HT,2,0.20,0.30,559,0.254118,0.329159,0.075041
championship,gols,HT,3,0.30,0.40,599,0.349959,0.370618,0.020658
championship,gols,HT,4,0.40,0.50,545,0.450613,0.422018,-0.028595
championship,gols,HT,5,0.50,0.60,545,0.549387,0.577982,0.028595
championship,gols,HT,6,0.60,0.70,599,0.650041,0.629382,-0.020658
championship,gols,HT,7,0.70,0.80,559,0.745882,0.670841,-0.075041
championship,gols,HT,8,0.80,0.90,582,0.852671,0.797251,-0.055420
championship,gols,HT,9,0.90,1.00,1195,0.954323,0.916318,-0.038005
championship,handicap,FT,0,0.00,0.10,1450,0.044692,0.079310,0.034618
championship,handicap,FT,1,0.10,0.20,1115,0.149585,0.173094,0.023509
championship,handicap,FT,2,0.20,0.30,737,0.237286,0.196744,-0.040543
championship,handicap,FT,3,0.30,0.40,229,0.349155,0.379913,0.030758
championship,handicap,FT,4,0.40,0.50,200,0.448238,0.460000,0.011762
championship,handicap,FT,5,0.50,0.60,187,0.553672,0.625668,0.071997
championship,handicap,FT,6,0.60,0.70,285,0.648999,0.642105,-0.006894
championship,handicap,FT,7,0.70,0.80,276,0.754711,0.735507,-0.019204
championship,handicap,FT,8,0.80,0.90,356,0.849365,0.755618,-0.093747
championship,handicap,FT,9,0.90,1.00,385,0.947401,0.872727,-0.074674
championship,htft,FULL,0,0.00,0.10,2253,0.036379,0.055038,0.018659
championship,htft,FULL,1,0.10,0.20,918,0.150747,0.166667,0.015920
championship,htft,FULL,2,0.20,0.30,506,0.234909,0.166008,-0.068901
championship,htft,FULL,3,0.30,0.40,145,0.346950,0.262069,-0.084881
championship,htft,FULL,4,0.40,0.50,58,0.439590,0.379310,-0.060280
championship,htft,FULL,5,0.50,0.60,27,0.543762,0.370370,-0.173392
championship,htft,FULL,6,0.60,0.70,5,0.629471,0.600000,-0.029471
championship,htft,FULL,7,0.70,0.80,3,0.718436,0.333333,-0.385102
championship,impedimentos,FT,0,0.00,0.10,293,0.070144,0.119454,0.049310
championship,impedimentos,FT,1,0.10,0.20,1015,0.149682,0.214778,0.065097
championship,impedimentos,FT,2,0.20,0.30,974,0.250623,0.296715,0.046091
championship,impedimentos,FT,3,0.30,0.40,1083,0.350231,0.371191,0.020961
championship,impedimentos,FT,4,0.40,0.50,985,0.447408,0.448731,0.001323
championship,impedimentos,FT,5,0.50,0.60,985,0.552592,0.551269,-0.001323
championship,impedimentos,FT,6,0.60,0.70,1083,0.649769,0.628809,-0.020961
championship,impedimentos,FT,7,0.70,0.80,974,0.749377,0.703285,-0.046091
championship,impedimentos,FT,8,0.80,0.90,1015,0.850318,0.785222,-0.065097
championship,impedimentos,FT,9,0.90,1.00,293,0.929856,0.880546,-0.049310
championship,marca,FT,0,0.00,0.10,56,0.070628,0.142857,0.072229
championship,marca,FT,1,0.10,0.20,207,0.157812,0.227053,0.069241
championship,marca,FT,2,0.20,0.30,205,0.251834,0.258537,0.006702
championship,marca,FT,3,0.30,0.40,191,0.352221,0.298429,-0.053791
championship,marca,FT,4,0.40,0.50,211,0.453242,0.473934,0.020691
championship,marca,FT,5,0.50,0.60,211,0.546758,0.526066,-0.020691
championship,marca,FT,6,0.60,0.70,191,0.647779,0.701571,0.053791
championship,marca,FT,7,0.70,0.80,205,0.748166,0.741463,-0.006702
championship,marca,FT,8,0.80,0.90,207,0.842188,0.772947,-0.069241
championship,marca,FT,9,0.90,1.00,56,0.929372,0.857143,-0.072229
championship,margem,FT,0,0.00,0.10,2063,0.034744,0.045565,0.010821
championship,margem,FT,1,0.10,0.20,973,0.148626,0.150051,0.001426
championship,margem,FT,2,0.20,0.30,796,0.239901,0.221106,-0.018795
championship,margem,FT,3,0.30,0.40,78,0.327648,0.230769,-0.096878
championship,margem,FT,4,0.40,0.50,4,0.419430,0.250000,-0.169430
championship,margem,FT,5,0.50,0.60,1,0.515511,0.000000,-0.515511
la-liga,1x2,2T,0,0.00,0.10,391,0.067799,0.161125,0.093326
la-liga,1x2,2T,1,0.10,0.20,845,0.150967,0.233136,0.082169
la-liga,1x2,2T,2,0.20,0.30,946,0.250322,0.312896,0.062575
la-liga,1x2,2T,3,0.30,0.40,1366,0.352885,0.342606,-0.010279
la-liga,1x2,2T,4,0.40,0.50,811,0.439498,0.373613,-0.065885
la-liga,1x2,2T,5,0.50,0.60,369,0.544113,0.457995,-0.086118
la-liga,1x2,2T,6,0.60,0.70,239,0.648511,0.481172,-0.167340
la-liga,1x2,2T,7,0.70,0.80,121,0.742099,0.570248,-0.171851
la-liga,1x2,2T,8,0.80,0.90,42,0.835214,0.714286,-0.120928
la-liga,1x2,FT,0,0.00,0.10,551,0.060912,0.134301,0.073389
la-liga,1x2,FT,1,0.10,0.20,989,0.151887,0.213347,0.061460
la-liga,1x2,FT,2,0.20,0.30,1383,0.252849,0.300795,0.047946
la-liga,1x2,FT,3,0.30,0.40,656,0.338679,0.323171,-0.015509
la-liga,1x2,FT,4,0.40,0.50,419,0.448389,0.400955,-0.047434
la-liga,1x2,FT,5,0.50,0.60,380,0.547615,0.431579,-0.116036
la-liga,1x2,FT,6,0.60,0.70,296,0.648540,0.510135,-0.138405
la-liga,1x2,FT,7,0.70,0.80,237,0.749195,0.607595,-0.141600
la-liga,1x2,FT,8,0.80,0.90,173,0.844514,0.757225,-0.087289
la-liga,1x2,FT,9,0.90,1.00,46,0.929569,0.847826,-0.081743
la-liga,1x2,HT,0,0.00,0.10,425,0.072757,0.136471,0.063714
la-liga,1x2,HT,1,0.10,0.20,943,0.148826,0.226935,0.078109
la-liga,1x2,HT,2,0.20,0.30,777,0.249110,0.271557,0.022447
la-liga,1x2,HT,3,0.30,0.40,965,0.351475,0.332642,-0.018832
la-liga,1x2,HT,4,0.40,0.50,1186,0.450441,0.410624,-0.039817
la-liga,1x2,HT,5,0.50,0.60,644,0.537660,0.496894,-0.040765
la-liga,1x2,HT,6,0.60,0.70,149,0.639304,0.516779,-0.122525
la-liga,1x2,HT,7,0.70,0.80,40,0.734568,0.525000,-0.209568
la-liga,1x2,HT,8,0.80,0.90,1,0.889212,1.000000,0.110788
la-liga,asian_handicap,FT,0,0.00,0.10,4257,0.047708,0.060136,0.012428
la-liga,asian_handicap,FT,1,0.10,0.20,2878,0.147645,0.140028,-0.007617
la-liga,asian_handicap,FT,2,0.20,0.30,2154,0.248952,0.248375,-0.000577
la-liga,asian_handicap,FT,3,0.30,0.40,1721,0.349253,0.339338,-0.009915
la-liga,asian_handicap,FT,4,0.40,0.50,1631,0.450245,0.441447,-0.008798
la-liga,asian_handicap,FT,5,0.50,0.60,1631,0.549755,0.558553,0.008798
la-liga,asian_handicap,FT,6,0.60,0.70,1721,0.650747,0.660662,0.009915
la-liga,asian_handicap,FT,7,0.70,0.80,2154,0.751048,0.751625,0.000577
la-liga,asian_handicap,FT,8,0.80,0.90,2878,0.852355,0.859972,0.007617
la-liga,asian_handicap,FT,9,0.90,1.00,4257,0.952292,0.939864,-0.012428
la-liga,asian_total,FT,0,0.00,0.10,356,0.065904,0.160112,0.094208
la-liga,asian_total,FT,1,0.10,0.20,1545,0.154243,0.186408,0.032164
la-liga,asian_total,FT,2,0.20,0.30,2110,0.252846,0.237915,-0.014932
la-liga,asian_total,FT,3,0.30,0.40,2090,0.350150,0.325837,-0.024312
la-liga,asian_total,FT,4,0.40,0.50,1979,0.450521,0.444164,-0.006357
la-liga,asian_total,FT,5,0.50,0.60,1979,0.549479,0.555836,0.006357
la-liga,asian_total,FT,6,0.60,0.70,2090,0.649850,0.674163,0.024312
la-liga,asian_total,FT,7,0.70,0.80,2110,0.747154,0.762085,0.014932
la-liga,asian_total,FT,8,0.80,0.90,1545,0.845757,0.813592,-0.032164
la-liga,asian_total,FT,9,0.90,1.00,356,0.934096,0.839888,-0.094208
la-liga,asian_total,HT,0,0.00,0.10,43,0.069906,0.186047,0.116140
la-liga,asian_total,HT,1,0.10,0.20,454,0.166818,0.235683,0.068865
la-liga,asian_total,HT,2,0.20,0.30,1265,0.253450,0.300395,0.046945
la-liga,asian_total,HT,3,0.30,0.40,1131,0.346909,0.397878,0.050969
la-liga,asian_total,HT,4,0.40,0.50,665,0.443276,0.496241,0.052965
la-liga,asian_total,HT,5,0.50,0.60,665,0.556724,0.503759,-0.052965
la-liga,asian_total,HT,6,0.60,0.70,1131,0.653091,0.602122,-0.050969
la-liga,asian_total,HT,7,0.70,0.80,1265,0.746550,0.699605,-0.046945
la-liga,asian_total,HT,8,0.80,0.90,454,0.833182,0.764317,-0.068865
la-liga,asian_total,HT,9,0.90,1.00,43,0.930094,0.813953,-0.116140
la-liga,btts,FT,0,0.00,0.10,6,0.067929,0.666667,0.598738
la-liga,btts,FT,1,0.10,0.20,29,0.165126,0.275862,0.110736
la-liga,btts,FT,2,0.20,0.30,123,0.264184,0.487805,0.223621
la-liga,btts,FT,3,0.30,0.40,545,0.359866,0.477064,0.117198
la-liga,btts,FT,4,0.40,0.50,1007,0.452135,0.502483,0.050348
la-liga,btts,FT,5,0.50,0.60,1007,0.547865,0.497517,-0.050348
la-liga,btts,FT,6,0.60,0.70,545,0.640134,0.522936,-0.117198
la-liga,btts,FT,7,0.70,0.80,123,0.735816,0.512195,-0.223621
la-liga,btts,FT,8,0.80,0.90,29,0.834874,0.724138,-0.110736
la-liga,btts,FT,9,0.90,1.00,6,0.932071,0.333333,-0.598738
la-liga,btts,HT,0,0.00,0.10,321,0.077556,0.155763,0.078208
la-liga,btts,HT,1,0.10,0.20,1259,0.142791,0.191422,0.048631
la-liga,btts,HT,2,0.20,0.30,126,0.227356,0.222222,-0.005134
la-liga,btts,HT,3,0.30,0.40,4,0.340431,0.750000,0.409569
la-liga,btts,HT,6,0.60,0.70,4,0.659569,0.250000,-0.409569
la-liga,btts,HT,7,0.70,0.80,126,0.772644,0.777778,0.005134
la-liga,btts,HT,8,0.80,0.90,1259,0.857209,0.808578,-0.048631
la-liga,btts,HT,9,0.90,1.00,321,0.922444,0.844237,-0.078208
la-liga,btts_algum_tempo,FULL,0,0.00,0.10,15,0.069049,0.400000,0.330951
la-liga,btts_algum_tempo,FULL,1,0.10,0.20,83,0.161844,0.265060,0.103216
la-liga,btts_algum_tempo,FULL,2,0.20,0.30,433,0.260508,0.367206,0.106698
la-liga,btts_algum_tempo,FULL,3,0.30,0.40,749,0.347645,0.408545,0.060899
la-liga,btts_algum_tempo,FULL,4,0.40,0.50,430,0.443723,0.439535,-0.004189
la-liga,btts_algum_tempo,FULL,5,0.50,0.60,430,0.556277,0.560465,0.004189
la-liga,btts_algum_tempo,FULL,6,0.60,0.70,749,0.652355,0.591455,-0.060899
la-liga,btts_algum_tempo,FULL,7,0.70,0.80,433,0.739492,0.632794,-0.106698
la-liga,btts_algum_tempo,FULL,8,0.80,0.90,83,0.838156,0.734940,-0.103216
la-liga,btts_algum_tempo,FULL,9,0.90,1.00,15,0.930951,0.600000,-0.330951
la-liga,btts_ambos_tempos,FULL,0,0.00,0.10,1684,0.034934,0.052257,0.017322
la-liga,btts_ambos_tempos,FULL,1,0.10,0.20,25,0.120356,0.120000,-0.000356
la-liga,btts_ambos_tempos,FULL,2,0.20,0.30,1,0.222359,0.000000,-0.222359
la-liga,btts_ambos_tempos,FULL,7,0.70,0.80,1,0.777641,1.000000,0.222359
la-liga,btts_ambos_tempos,FULL,8,0.80,0.90,25,0.879644,0.880000,0.000356
la-liga,btts_ambos_tempos,FULL,9,0.90,1.00,1684,0.965066,0.947743,-0.017322
la-liga,cartoes,FT,0,0.00,0.10,4740,0.065779,0.082278,0.016500
la-liga,cartoes,FT,1,0.10,0.20,6176,0.148084,0.180538,0.032454
la-liga,cartoes,FT,2,0.20,0.30,5135,0.250104,0.272444,0.022340
la-liga,cartoes,FT,3,0.30,0.40,5324,0.350552,0.369083,0.018531
la-liga,cartoes,FT,4,0.40,0.50,4275,0.449181,0.456374,0.007194
la-liga,cartoes,FT,5,0.50,0.60,4275,0.550819,0.543626,-0.007194
la-liga,cartoes,FT,6,0.60,0.70,5324,0.649448,0.630917,-0.018531
la-liga,cartoes,FT,7,0.70,0.80,5135,0.749896,0.727556,-0.022340
la-liga,cartoes,FT,8,0.80,0.90,6176,0.851916,0.819462,-0.032454
la-liga,cartoes,FT,9,0.90,1.00,4740,0.934221,0.917722,-0.016500
la-liga,cartoes,HT,0,0.00,0.10,1808,0.061030,0.700221,0.639191
la-liga,cartoes,HT,1,0.10,0.20,4219,0.156694,0.702299,0.545606
la-liga,cartoes,HT,2,0.20,0.30,2438,0.236985,0.370386,0.133400
la-liga,cartoes,HT,3,0.30,0.40,1004,0.367404,0.671315,0.303911
la-liga,cartoes,HT,4,0.40,0.50,4211,0.458844,0.554025,0.095181
la-liga,cartoes,HT,5,0.50,0.60,4211,0.541156,0.445975,-0.095181
la-liga,cartoes,HT,6,0.60,0.70,1004,0.632596,0.328685,-0.303911
la-liga,cartoes,HT,7,0.70,0.80,2438,0.763015,0.629614,-0.133400
la-liga,cartoes,HT,8,0.80,0.90,4219,0.843306,0.297701,-0.545606
la-liga,cartoes,HT,9,0.90,1.00,1808,0.938970,0.299779,-0.639191
la-liga,cartoes_1x2,FT,1,0.10,0.20,1574,0.181158,0.192503,0.011345
la-liga,cartoes_1x2,FT,2,0.20,0.30,576,0.249386,0.296875,0.047489
la-liga,cartoes_1x2,FT,3,0.30,0.40,1217,0.354666,0.363188,0.008522
la-liga,cartoes_1x2,FT,4,0.40,0.50,1178,0.447256,0.422750,-0.024506
la-liga,cartoes_1x2,FT,5,0.50,0.60,511,0.539302,0.508806,-0.030496
