liga,family,period,direction,n,coverage,mean_pred_raw,mean_pred_cal,base_rate,gap_raw,gap_cal,brier_raw,brier_cal,delta_brier,delta_brier_rel
superliga-argentina,correct_score,HT,1_2,235,1,0.008952,0.019926,0.021277,-0.012324,-0.001351,0.021151,0.021035,0.000116,0.005476
superliga-argentina,correct_score,HT,2_0,235,1,0.072005,0.054788,0.034043,0.037963,0.020745,0.036931,0.034837,0.002094,0.056690
superliga-argentina,correct_score,HT,2_1,235,1,0.017353,0.028437,0.025532,-0.008179,0.002905,0.024886,0.024827,0.000058,0.002348
superliga-argentina,correct_score,HT,2_2,235,1,0.002473,0.006900,0.004255,-0.001782,0.002645,0.004234,0.004232,0.000002,0.000370
superliga-argentina,correct_score,HT,other,235,1,0.029000,0.034335,0.008511,0.020490,0.025824,0.008968,0.009034,-0.000066,-0.007371
superliga-argentina,dnb,2T,away,132,1,0.281340,0.411345,0.401515,-0.120175,0.009829,0.238670,0.222076,0.016594,0.069526
superliga-argentina,dnb,2T,home,132,1,0.718660,0.588655,0.598485,0.120175,-0.009829,0.238670,0.222076,0.016594,0.069526
superliga-argentina,dnb,FT,away,158,1,0.270680,0.393725,0.411392,-0.140712,-0.017668,0.243988,0.222785,0.021203,0.086903
superliga-argentina,dnb,FT,home,158,1,0.729320,0.606275,0.588608,0.140712,0.017668,0.243988,0.222785,0.021203,0.086903
superliga-argentina,dnb,HT,away,124,1,0.311907,0.413423,0.451613,-0.139706,-0.038190,0.265656,0.244251,0.021406,0.080577
superliga-argentina,dnb,HT,home,124,1,0.688093,0.586577,0.548387,0.139706,0.038190,0.265656,0.244251,0.021406,0.080577
superliga-argentina,dupla,2T,12,235,1,0.601218,0.633179,0.561702,0.039516,0.071477,0.245742,0.249586,-0.003844,-0.015641
superliga-argentina,dupla,2T,1x,235,1,0.830438,0.743788,0.774468,0.055970,-0.030680,0.175332,0.172321,0.003010,0.017169
superliga-argentina,dupla,2T,x2,235,1,0.568344,0.648178,0.663830,-0.095486,-0.015651,0.220633,0.211785,0.008847,0.040100
superliga-argentina,dupla,FT,12,235,1,0.720998,0.713652,0.672340,0.048658,0.041312,0.219401,0.218303,0.001098,0.005005
superliga-argentina,dupla,FT,1x,235,1,0.811205,0.723390,0.723404,0.087800,-0.000014,0.200742,0.191960,0.008782,0.043750
superliga-argentina,dupla,FT,x2,235,1,0.467798,0.575080,0.604255,-0.136458,-0.029175,0.245772,0.227462,0.018310,0.074499
superliga-argentina,dupla,HT,12,235,1,0.493059,0.545233,0.527660,-0.034601,0.017574,0.258098,0.252572,0.005527,0.021413
superliga-argentina,dupla,HT,1x,235,1,0.854969,0.780977,0.761702,0.093267,0.019275,0.188475,0.179381,0.009094,0.048248
superliga-argentina,dupla,HT,x2,235,1,0.651972,0.690921,0.710638,-0.058666,-0.019718,0.215571,0.207647,0.007924,0.036757
superliga-argentina,escanteios_1x2,FT,away,235,1,0.282267,0.315671,0.340426,-0.058159,-0.024755,0.219465,0.217075,0.002390,0.010890
superliga-argentina,escanteios_1x2,FT,draw,235,1,0.120492,0.098461,0.072340,0.048151,0.026120,0.068646,0.069323,-0.000677,-0.009862
superliga-argentina,escanteios_1x2,FT,home,235,1,0.597242,0.590990,0.587234,0.010008,0.003756,0.229739,0.230475,-0.000736,-0.003205
superliga-argentina,escanteios_1x2,HT,away,235,1,0.292538,0.307437,0.285106,0.007431,0.022331,0.193797,0.194327,-0.000530,-0.002735
superliga-argentina,escanteios_1x2,HT,draw,235,1,0.206340,0.157542,0.225532,-0.019192,-0.067990,0.175301,0.179305,-0.004004,-0.022842
superliga-argentina,escanteios_1x2,HT,home,235,1,0.501122,0.533726,0.489362,0.011761,0.044364,0.241691,0.245092,-0.003401,-0.014071
superliga-argentina,escanteios,FT,over,4700,1,0.357028,0.352041,0.331064,0.025964,0.020977,0.173305,0.172132,0.001173,0.006766
superliga-argentina,escanteios,FT,under,4700,1,0.642972,0.647432,0.668936,-0.025964,-0.021504,0.173305,0.172224,0.001080,0.006234
superliga-argentina,escanteios,HT,over,3525,1,0.364535,0.415035,0.394610,-0.030075,0.020425,0.175435,0.174243,0.001191,0.006792
superliga-argentina,escanteios,HT,under,3525,1,0.635465,0.585182,0.605390,0.030075,-0.020208,0.175435,0.174325,0.001110,0.006329
superliga-argentina,escanteios_exato,FT,eq_0,235,1,0.000272,0,0,0.000272,0,0.000000,0,0.000000,1
superliga-argentina,escanteios_exato,FT,eq_1,235,1,0.002033,0.000610,0,0.002033,0.000610,0.000012,0.000000,0.000012,0.967222
superliga-argentina,escanteios_exato,FT,eq_10,235,1,0.110578,0.113487,0.072340,0.038238,0.041147,0.068715,0.069185,-0.000471,-0.006848
superliga-argentina,escanteios_exato,FT,eq_11,235,1,0.090460,0.105418,0.131915,-0.041455,-0.026497,0.117036,0.115403,0.001633,0.013952
superliga-argentina,escanteios_exato,FT,eq_12,235,1,0.068525,0.069910,0.072340,-0.003815,-0.002431,0.068259,0.067446,0.000813,0.011909
superliga-argentina,escanteios_exato,FT,eq_13,235,1,0.048371,0.058227,0.042553,0.005818,0.015673,0.041219,0.040942,0.000277,0.006716
superliga-argentina,escanteios_exato,FT,eq_14,235,1,0.031989,0.040000,0.021277,0.010712,0.018723,0.020658,0.020964,-0.000306,-0.014801
superliga-argentina,escanteios_exato,FT,eq_15_plus,235,1,0.044951,0.077882,0.029787,0.015164,0.048094,0.029787,0.031188,-0.001400,-0.047015
superliga-argentina,escanteios_exato,FT,eq_2,235,1,0.007811,0.006715,0.012766,-0.004955,-0.006051,0.012104,0.012290,-0.000186,-0.015373
superliga-argentina,escanteios_exato,FT,eq_3,235,1,0.020539,0.015175,0.051064,-0.030525,-0.035889,0.049856,0.049899,-0.000043,-0.000864
superliga-argentina,escanteios_exato,FT,eq_4,235,1,0.041480,0.035025,0.046809,-0.005329,-0.011783,0.044941,0.045055,-0.000115,-0.002557
superliga-argentina,escanteios_exato,FT,eq_5,235,1,0.068459,0.054653,0.085106,-0.016647,-0.030453,0.079289,0.079796,-0.000506,-0.006386
superliga-argentina,escanteios_exato,FT,eq_6,235,1,0.095948,0.085696,0.102128,-0.006180,-0.016432,0.091837,0.091029,0.000809,0.008804
superliga-argentina,escanteios_exato,FT,eq_7,235,1,0.117203,0.109461,0.106383,0.010820,0.003078,0.095258,0.094734,0.000524,0.005496
superliga-argentina,escanteios_exato,FT,eq_8,235,1,0.127142,0.111356,0.097872,0.029270,0.013484,0.089131,0.089717,-0.000586,-0.006572
superliga-argentina,escanteios_exato,FT,eq_9,235,1,0.124238,0.121549,0.127660,-0.003422,-0.006110,0.110969,0.110964,0.000005,0.000048
superliga-argentina,faltas,FT,over,3290,1,0.608406,0.615853,0.583283,0.025123,0.032570,0.190668,0.191307,-0.000639,-0.003353
superliga-argentina,faltas,FT,under,3290,1,0.391594,0.383895,0.416717,-0.025123,-0.032822,0.190668,0.191253,-0.000586,-0.003072
superliga-argentina,gols,FT,over,3760,1,0.261062,0.249824,0.254787,0.006275,-0.004963,0.116953,0.118605,-0.001652,-0.014127
superliga-argentina,gols,FT,under,3760,1,0.738938,0.750359,0.745213,-0.006275,0.005146,0.116953,0.118604,-0.001651,-0.014114
superliga-argentina,gols,HT,over,1880,1,0.206153,0.210474,0.220213,-0.014060,-0.009739,0.138880,0.139403,-0.000522,-0.003761
superliga-argentina,gols,HT,under,1880,1,0.793847,0.789540,0.779787,0.014060,0.009753,0.138880,0.139402,-0.000522,-0.003759
superliga-argentina,gols,2T,over,940,1,0.312250,0.283737,0.288298,0.023952,-0.004561,0.135797,0.135173,0.000624,0.004595
superliga-argentina,gols,2T,under,940,1,0.687750,0.716263,0.711702,-0.023952,0.004561,0.135797,0.135173,0.000624,0.004595
superliga-argentina,handicap,FT,away_minus_1,235,1,0.467798,0.575080,0.604255,-0.136458,-0.029175,0.245772,0.227462,0.018310,0.074499
superliga-argentina,handicap,FT,away_minus_2,235,1,0.714666,0.813556,0.838298,-0.123632,-0.024742,0.155515,0.133657,0.021858,0.140553
superliga-argentina,handicap,FT,away_plus_1,235,1,0.060838,0.103787,0.076596,-0.015757,0.027191,0.070022,0.070517,-0.000495,-0.007072
superliga-argentina,handicap,FT,away_plus_2,235,1,0.015595,0.033171,0.025532,-0.009937,0.007639,0.024990,0.025093,-0.000103,-0.004110
superliga-argentina,handicap,FT,draw_minus_1,235,1,0.246868,0.246899,0.234043,0.012826,0.012857,0.180158,0.180475,-0.000317,-0.001761
superliga-argentina,handicap,FT,draw_minus_2,235,1,0.157993,0.126826,0.136170,0.021822,-0.009344,0.117775,0.117396,0.000380,0.003224
superliga-argentina,handicap,FT,draw_plus_1,235,1,0.127957,0.171450,0.200000,-0.072043,-0.028550,0.162326,0.157277,0.005049,0.031102
superliga-argentina,handicap,FT,draw_plus_2,235,1,0.045244,0.068929,0.051064,-0.005820,0.017865,0.047752,0.047883,-0.000131,-0.002738
superliga-argentina,handicap,FT,home_minus_1,235,1,0.285334,0.186444,0.161702,0.123632,0.024742,0.155515,0.133657,0.021858,0.140553
superliga-argentina,handicap,FT,home_minus_2,235,1,0.127342,0.071270,0.025532,0.101810,0.045738,0.043133,0.027778,0.015355,0.355995
superliga-argentina,handicap,FT,home_plus_1,235,1,0.811205,0.723390,0.723404,0.087800,-0.000014,0.200742,0.191960,0.008782,0.043750
superliga-argentina,handicap,FT,home_plus_2,235,1,0.939162,0.896215,0.923404,0.015757,-0.027190,0.070022,0.070517,-0.000495,-0.007072
superliga-argentina,htft,FULL,1_1,235,1,0.307532,0.240476,0.217021,0.090511,0.023455,0.180569,0.169008,0.011561,0.064027
superliga-argentina,htft,FULL,1_2,235,1,0.008178,0.016416,0.012766,-0.004588,0.003650,0.012615,0.012601,0.000013,0.001051
superliga-argentina,htft,FULL,1_x,235,1,0.032318,0.051738,0.059574,-0.027257,-0.007836,0.056907,0.056164,0.000742,0.013047
superliga-argentina,htft,FULL,2_1,235,1,0.017194,0.024213,0.021277,-0.004083,0.002937,0.020890,0.020881,0.000008,0.000398
superliga-argentina,htft,FULL,2_2,235,1,0.095386,0.144970,0.170213,-0.074827,-0.025242,0.144925,0.139621,0.005304,0.036598
superliga-argentina,htft,FULL,2_x,235,1,0.032452,0.049221,0.046809,-0.014357,0.002413,0.045317,0.045133,0.000184,0.004068
superliga-argentina,htft,FULL,x_1,235,1,0.211246,0.167293,0.157447,0.053799,0.009846,0.132718,0.130686,0.002032,0.015309
superliga-argentina,htft,FULL,x_2,235,1,0.088134,0.113591,0.093617,-0.005483,0.019974,0.084676,0.084601,0.000075,0.000881
superliga-argentina,htft,FULL,x_x,235,1,0.207561,0.182257,0.221277,-0.013715,-0.039019,0.171741,0.172223,-0.000482,-0.002809
superliga-argentina,impedimentos,FT,over,2350,1,0.444425,0.424113,0.432766,0.011659,-0.008652,0.212834,0.209638,0.003196,0.015017
superliga-argentina,impedimentos,FT,under,2350,1,0.555575,0.573756,0.567234,-0.011659,0.006522,0.212834,0.209724,0.003110,0.014613
superliga-argentina,marca,FT,away_nao,235,1,0.526119,0.368036,0.387234,0.138885,-0.019198,0.259462,0.234735,0.024727,0.095301
superliga-argentina,marca,FT,away_sim,235,1,0.473881,0.631964,0.612766,-0.138885,0.019198,0.259462,0.234735,0.024727,0.095301
superliga-argentina,marca,FT,home_nao,235,1,0.269160,0.275022,0.297872,-0.028712,-0.022851,0.213417,0.207552,0.005865,0.027480
superliga-argentina,marca,FT,home_sim,235,1,0.730840,0.724978,0.702128,0.028712,0.022851,0.213417,0.207552,0.005865,0.027480
superliga-argentina,margem,FT,away_1,235,1,0.127957,0.171450,0.200000,-0.072043,-0.028550,0.162326,0.157277,0.005049,0.031102
superliga-argentina,margem,FT,away_2,235,1,0.045244,0.068929,0.051064,-0.005820,0.017865,0.047752,0.047883,-0.000131,-0.002738
superliga-argentina,margem,FT,away_3,235,1,0.012149,0.023614,0.021277,-0.009127,0.002338,0.021099,0.021063,0.000037,0.001738
superliga-argentina,margem,FT,away_4_plus,235,1,0.003445,0.008816,0.004255,-0.000810,0.004561,0.004154,0.004097,0.000057,0.013602
superliga-argentina,margem,FT,draw,235,1,0.279002,0.286348,0.327660,-0.048658,-0.041312,0.219401,0.218303,0.001098,0.005005
superliga-argentina,margem,FT,home_1,235,1,0.246868,0.246899,0.234043,0.012826,0.012857,0.180158,0.180475,-0.000317,-0.001761
superliga-argentina,margem,FT,home_2,235,1,0.157993,0.126826,0.136170,0.021822,-0.009344,0.117775,0.117396,0.000380,0.003224
superliga-argentina,margem,FT,home_3,235,1,0.077388,0.049902,0.008511,0.068878,0.041391,0.014835,0.010989,0.003846,0.259236
superliga-argentina,margem,FT,home_4_plus,235,1,0.049953,0.023203,0.017021,0.032932,0.006182,0.020498,0.016863,0.003635,0.177331
serie-a,1x2,2T,away,240,1,0.232962,0.306856,0.291667,-0.058705,0.015189,0.200385,0.195860,0.004525,0.022583
serie-a,1x2,2T,draw,240,1,0.355407,0.354220,0.333333,0.022074,0.020886,0.230678,0.224610,0.006068,0.026306
serie-a,1x2,2T,home,240,1,0.411631,0.342416,0.375000,0.036631,-0.032584,0.214161,0.216465,-0.002304,-0.010758
serie-a,1x2,FT,away,240,1,0.261365,0.339857,0.366667,-0.105302,-0.026810,0.201912,0.192568,0.009345,0.046281
serie-a,1x2,FT,draw,240,1,0.249286,0.270587,0.225000,0.024286,0.045587,0.185427,0.179980,0.005447,0.029376
serie-a,1x2,FT,home,240,1,0.489350,0.396603,0.408333,0.081016,-0.011731,0.218732,0.212612,0.006120,0.027979
serie-a,1x2,HT,away,240,1,0.201136,0.273170,0.283333,-0.082197,-0.010164,0.197952,0.191169,0.006783,0.034267
serie-a,1x2,HT,draw,240,1,0.456120,0.423555,0.420833,0.035286,0.002721,0.242254,0.241796,0.000458,0.001892
serie-a,1x2,HT,home,240,1,0.342744,0.306041,0.295833,0.046911,0.010208,0.196545,0.195425,0.001121,0.005702
serie-a,asian_handicap,FT,away_minus_0_5,240,1,0.510650,0.603397,0.591667,-0.081016,0.011731,0.218732,0.212612,0.006120,0.027979
serie-a,asian_handicap,FT,away_minus_1,185,1,0.729752,0.765837,0.767568,-0.037816,-0.001730,0.150363,0.149648,0.000716,0.004759
serie-a,asian_handicap,FT,away_minus_1_5,240,1,0.718611,0.814887,0.820833,-0.102223,-0.005946,0.144471,0.131939,0.012532,0.086741
serie-a,asian_handicap,FT,away_minus_2,220,1,0.867370,0.914098,0.895455,-0.028084,0.018643,0.082717,0.083843,-0.001127,-0.013619
serie-a,asian_handicap,FT,away_plus_0_5,240,1,0.261365,0.339857,0.366667,-0.105302,-0.026810,0.201912,0.192568,0.009345,0.046281
serie-a,asian_handicap,FT,away_plus_1,191,1,0.239601,0.185381,0.204188,0.035412,-0.018807,0.137530,0.138208,-0.000678,-0.004930
serie-a,asian_handicap,FT,away_plus_1_5,240,1,0.111290,0.157512,0.162500,-0.051210,-0.004988,0.130536,0.127968,0.002568,0.019674
serie-a,asian_handicap,FT,home_minus_0_5,240,1,0.489350,0.396603,0.408333,0.081016,-0.011731,0.218732,0.212612,0.006120,0.027979
serie-a,asian_handicap,FT,home_minus_1,185,1,0.270248,0.234163,0.232432,0.037816,0.001730,0.150363,0.149648,0.000716,0.004759
serie-a,asian_handicap,FT,home_minus_1_5,240,1,0.281389,0.185295,0.179167,0.102223,0.006128,0.144471,0.131951,0.012520,0.086659
serie-a,asian_handicap,FT,home_minus_2,220,1,0.132630,0.085902,0.104545,0.028084,-0.018643,0.082717,0.083843,-0.001127,-0.013619
serie-a,asian_handicap,FT,home_plus_0_5,240,1,0.738635,0.660144,0.633333,0.105302,0.026811,0.201912,0.192567,0.009345,0.046282
serie-a,asian_handicap,FT,home_plus_1,191,1,0.760399,0.814619,0.795812,-0.035412,0.018807,0.137530,0.138208,-0.000678,-0.004930
serie-a,asian_handicap,FT,home_plus_1_5,240,1,0.888710,0.842488,0.837500,0.051210,0.004988,0.130536,0.127968,0.002568,0.019674
serie-a,asian_total,FT,over,1124,1,0.488138,0.462458,0.467082,0.021056,-0.004624,0.210006,0.208609,0.001398,0.006655
