liga,family,period,direction,n,coverage,brier_raw,brier_cal,delta_brier,delta_brier_rel,log_loss_raw,log_loss_cal,delta_log_loss,gap_raw,gap_cal
liga-mx,escanteios_exato,FT,eq_11,235,1.0000,0.089973,0.088855,-0.001118,-0.012425,0.330053,0.323123,-0.006930,0.001628,-0.010371
liga-mx,gols,FT,over,3760,1.0000,0.147325,0.146212,-0.001113,-0.007553,0.458490,0.450934,-0.007556,-0.019966,-0.012722
liga-mx,gols,FT,under,3760,1.0000,0.147325,0.146212,-0.001113,-0.007553,0.458490,0.450934,-0.007556,0.019966,0.012722
bundesliga,escanteios_1x2,HT,home,1353,1.0000,0.243084,0.241973,-0.001111,-0.004569,0.679168,0.676606,-0.002562,0.039155,0.009520
ligue-1,htft,FULL,x_2,1510,1.0000,0.103727,0.102622,-0.001104,-0.010645,0.367744,0.357043,-0.010701,0.021138,-0.000461
brasileirao,htft,FULL,x_x,1845,1.0000,0.137956,0.136859,-0.001097,-0.007955,0.447570,0.446881,-0.000689,-0.005587,0.000902
bundesliga,correct_score,FT,3_0,1353,1.0000,0.037815,0.036726,-0.001090,-0.028822,0.168178,0.159460,-0.008718,-0.027379,-0.002930
brasileirao,gols,HT,under,14760,1.0000,0.151596,0.150510,-0.001086,-0.007167,0.464447,0.463529,-0.000918,-0.025635,-0.001534
brasileirao,gols,HT,over,14760,1.0000,0.151596,0.150510,-0.001086,-0.007167,0.464447,0.463529,-0.000918,0.025635,0.001534
la-liga,htft,FULL,x_x,1710,1.0000,0.130830,0.129746,-0.001084,-0.008287,0.431463,0.426637,-0.004825,-0.006658,-0.003560
brasileirao,1x2,FT,draw,1845,1.0000,0.195920,0.194837,-0.001083,-0.005528,0.581484,0.578153,-0.003331,0.021043,0.012455
brasileirao,margem,FT,draw,1845,1.0000,0.195920,0.194837,-0.001083,-0.005528,0.581484,0.578153,-0.003331,0.021043,0.012455
brasileirao,dupla,FT,12,1845,1.0000,0.195920,0.194837,-0.001083,-0.005528,0.581484,0.578153,-0.003331,-0.021043,-0.012455
brasileirao,htft,FULL,x_2,1845,1.0000,0.094826,0.093749,-0.001077,-0.011360,0.341762,0.333894,-0.007868,0.026034,0.001099
serie-b-italia,correct_score,FT,1_0,277,1.0000,0.105624,0.104562,-0.001062,-0.010052,0.367883,0.363131,-0.004752,-0.005866,0.005764
la-liga-2,handicap,FT,draw_minus_2,312,1.0000,0.105469,0.104408,-0.001061,-0.010060,0.364900,0.361971,-0.002928,-0.032274,0.000022
la-liga-2,margem,FT,home_2,312,1.0000,0.105469,0.104408,-0.001061,-0.010060,0.364900,0.361971,-0.002928,-0.032274,0.000022
primeira-liga,margem,FT,away_4_plus,205,1.0000,0.020197,0.019138,-0.001060,-0.052461,0.089081,0.087537,-0.001544,-0.007242,-0.010774
serie-a,chutes_alvo,HT,under,15372,1.0000,0.208401,0.207358,-0.001043,-0.005004,0.605111,0.679362,0.074251,-0.041944,-0.007405
bundesliga,handicap,FT,draw_plus_2,1353,1.0000,0.076192,0.075157,-0.001034,-0.013577,0.292671,0.279150,-0.013520,0.027353,0.004862
bundesliga,margem,FT,away_2,1353,1.0000,0.076192,0.075157,-0.001034,-0.013577,0.292671,0.279150,-0.013520,0.027353,0.004862
premier-league,htft,FULL,x_x,1712,1.0000,0.112711,0.111682,-0.001029,-0.009128,0.385357,0.380968,-0.004389,-0.007829,-0.014691
primeira-liga,escanteios_exato,FT,eq_7,205,1.0000,0.070776,0.069748,-0.001028,-0.014530,0.276074,0.271118,-0.004956,-0.036449,-0.035211
championship,correct_score,FT,0_2,435,1.0000,0.057814,0.056793,-0.001022,-0.017670,0.244587,0.229983,-0.014604,0.016828,0.004397
la-liga-2,correct_score,FT,1_2,312,1.0000,0.082551,0.081530,-0.001021,-0.012363,0.315467,0.299382,-0.016085,0.041819,0.017543
la-liga-2,correct_score,FT,3_0,312,1.0000,0.032296,0.031277,-0.001019,-0.031548,0.151988,0.143800,-0.008188,-0.022791,-0.003514
brasileirao-b,correct_score,FT,2_1,310,1.0000,0.101446,0.100430,-0.001016,-0.010014,0.361920,0.353741,-0.008179,0.039565,0.027212
bundesliga,handicap,FT,draw_minus_2,1353,1.0000,0.116638,0.115624,-0.001014,-0.008694,0.400804,0.389636,-0.011168,-0.031155,0.005382
bundesliga,margem,FT,home_2,1353,1.0000,0.116638,0.115624,-0.001014,-0.008694,0.400804,0.389636,-0.011168,-0.031155,0.005382
superliga-argentina,correct_score,FT,4_0,581,1.0000,0.007978,0.006964,-0.001014,-0.127069,0.052930,0.041956,-0.010974,-0.021159,-0.007161
serie-a,htft,FULL,x_x,1708,1.0000,0.137442,0.136428,-0.001014,-0.007375,0.447738,0.444646,-0.003092,0.010480,0.008965
ligue-1,asian_handicap,FT,away_minus_1,1196,1.0000,0.178478,0.177474,-0.001004,-0.005623,0.533604,0.530395,-0.003209,0.031526,-0.015946
ligue-1,asian_handicap,FT,home_minus_1,1196,1.0000,0.178478,0.177474,-0.001004,-0.005623,0.533604,0.530395,-0.003209,-0.031526,0.015946
bundesliga,asian_total,FT,over,6538,1.0000,0.195896,0.194893,-0.001003,-0.005118,0.577240,0.573427,-0.003813,0.016653,0.004559
bundesliga,asian_total,FT,under,6538,1.0000,0.195896,0.194893,-0.001003,-0.005118,0.577240,0.573427,-0.003813,-0.016653,-0.004559
premier-league,correct_score,FT,4_0,1712,1.0000,0.017097,0.016098,-0.000999,-0.058425,0.090705,0.087853,-0.002852,-0.020033,-0.001130
superliga-argentina,btts,HT,sim,581,1.0000,0.111609,0.110612,-0.000996,-0.008925,0.421300,0.384501,-0.036799,0.025893,-0.048453
serie-b-italia,escanteios_exato,FT,eq_5,277,1.0000,0.039356,0.038367,-0.000988,-0.025113,0.176984,0.169213,-0.007771,-0.013847,-0.008033
serie-b-italia,correct_score,FT,0_1,277,1.0000,0.062549,0.061564,-0.000985,-0.015747,0.254644,0.244655,-0.009989,0.003741,-0.008192
la-liga,asian_total,FT,over,8080,1.0000,0.199709,0.198727,-0.000982,-0.004919,0.589076,0.584519,-0.004557,0.006841,0.006265
la-liga,asian_total,FT,under,8080,1.0000,0.199709,0.198727,-0.000982,-0.004919,0.589076,0.584519,-0.004557,-0.006841,-0.006265
ligue-1,correct_score,HT,other,1510,1.0000,0.049992,0.049013,-0.000979,-0.019592,0.208537,0.203243,-0.005294,-0.004653,0.000366
serie-b-italia,correct_score,FT,2_2,277,1.0000,0.059270,0.058292,-0.000978,-0.016504,0.266052,0.242571,-0.023480,0.028903,0.010645
ligue-1,handicap,FT,draw_plus_2,1510,1.0000,0.082647,0.081679,-0.000968,-0.011709,0.307907,0.297301,-0.010607,0.027802,0.004825
ligue-1,margem,FT,away_2,1510,1.0000,0.082647,0.081679,-0.000968,-0.011709,0.307907,0.297301,-0.010607,0.027802,0.004825
primeira-liga,handicap,FT,draw_minus_2,205,1.0000,0.095184,0.094220,-0.000964,-0.010128,0.335854,0.329486,-0.006368,-0.021094,0.001837
primeira-liga,margem,FT,home_2,205,1.0000,0.095184,0.094220,-0.000964,-0.010128,0.335854,0.329486,-0.006368,-0.021094,0.001837
bundesliga,escanteios_exato,FT,eq_6,1353,1.0000,0.065676,0.064717,-0.000959,-0.014605,0.261911,0.252773,-0.009138,-0.003833,-0.007814
premier-league,correct_score,HT,0_1,1712,1.0000,0.130923,0.129965,-0.000959,-0.007322,0.434740,0.426936,-0.007804,0.028305,-0.006934
serie-b-italia,htft,FULL,x_2,277,1.0000,0.083598,0.082646,-0.000952,-0.011393,0.311345,0.303520,-0.007825,0.009493,-0.015779
la-liga,htft,FULL,x_1,1710,1.0000,0.137559,0.136607,-0.000952,-0.006922,0.445386,0.442063,-0.003323,-0.034554,0.009049
brasileirao-b,htft,FULL,2_x,310,1.0000,0.064069,0.063125,-0.000944,-0.014735,0.257561,0.246090,-0.011471,0.037659,0.020227
la-liga-2,handicap,FT,draw_plus_1,312,1.0000,0.145089,0.144148,-0.000942,-0.006492,0.466326,0.458922,-0.007404,0.041719,0.001404
la-liga-2,margem,FT,away_1,312,1.0000,0.145089,0.144148,-0.000942,-0.006492,0.466326,0.458922,-0.007404,0.041719,0.001404
serie-a,escanteios_1x2,FT,away,1708,1.0000,0.219974,0.219032,-0.000942,-0.004282,0.629572,0.627367,-0.002205,0.032211,0.005948
championship,handicap,FT,draw_plus_2,435,1.0000,0.093845,0.092906,-0.000939,-0.010011,0.354701,0.336090,-0.018611,0.031356,0.006720
championship,margem,FT,away_2,435,1.0000,0.093845,0.092906,-0.000939,-0.010011,0.354701,0.336090,-0.018611,0.031356,0.006720
primeira-liga,escanteios_exato,FT,eq_11,205,1.0000,0.101301,0.100365,-0.000936,-0.009236,0.365539,0.356336,-0.009203,0.021858,0.007493
la-liga-2,dupla,HT,12,312,1.0000,0.250403,0.249468,-0.000935,-0.003735,0.694307,0.692131,-0.002176,-0.003515,-0.036235
la-liga-2,1x2,HT,draw,312,1.0000,0.250403,0.249468,-0.000935,-0.003735,0.694307,0.692131,-0.002176,0.003515,0.036235
liga-mx,escanteios_1x2,HT,home,235,1.0000,0.244431,0.243496,-0.000935,-0.003825,0.682368,0.680855,-0.001513,0.015918,-0.016097
premier-league,margem,FT,home_3,1712,1.0000,0.066270,0.065341,-0.000929,-0.014020,0.255018,0.251899,-0.003120,-0.024682,0.010918
brasileirao,escanteios_1x2,FT,draw,1845,1.0000,0.076226,0.075302,-0.000924,-0.012121,0.288876,0.288268,-0.000608,-0.030651,0.002696
serie-b-italia,correct_score,HT,0_1,277,1.0000,0.121136,0.120213,-0.000923,-0.007620,0.404221,0.399636,-0.004586,0.032747,-0.004462
brasileirao,correct_score,FT,2_0,1845,1.0000,0.077691,0.076774,-0.000917,-0.011800,0.289604,0.287484,-0.002120,-0.028889,0.003533
bundesliga,htft,FULL,x_2,1353,1.0000,0.089696,0.088783,-0.000913,-0.010182,0.326048,0.317956,-0.008092,0.020671,-0.005634
premier-league,asian_handicap,FT,away_plus_1,1441,1.0000,0.137035,0.136124,-0.000911,-0.006650,0.430799,0.428916,-0.001882,-0.030855,0.020104
premier-league,asian_handicap,FT,home_plus_1,1441,1.0000,0.137035,0.136124,-0.000911,-0.006645,0.430799,0.428962,-0.001836,0.030855,-0.020059
superliga-argentina,btts,HT,nao,581,1.0000,0.111609,0.110699,-0.000909,-0.008147,0.421300,0.426645,0.005345,-0.025893,0.049188
championship,handicap,FT,draw_minus_1,435,1.0000,0.176597,0.175689,-0.000908,-0.005143,0.539127,0.535924,-0.003203,0.011379,0.002676
championship,margem,FT,home_1,435,1.0000,0.176597,0.175689,-0.000908,-0.005143,0.539127,0.535924,-0.003203,0.011379,0.002676
brasileirao-b,gols,FT,over,4960,1.0000,0.123730,0.122822,-0.000908,-0.007335,0.399885,0.386823,-0.013063,-0.003857,-0.002370
brasileirao-b,gols,FT,under,4960,1.0000,0.123730,0.122822,-0.000908,-0.007335,0.399885,0.386823,-0.013063,0.003857,0.002370
primeira-liga,gols,FT,under,3280,1.0000,0.141818,0.140919,-0.000899,-0.006337,0.434162,0.429976,-0.004186,0.000775,-0.004352
primeira-liga,gols,FT,over,3280,1.0000,0.141818,0.140919,-0.000899,-0.006337,0.434162,0.429976,-0.004186,-0.000775,0.004352
la-liga-2,escanteios_exato,FT,eq_5,312,1.0000,0.052354,0.051465,-0.000888,-0.016971,0.220502,0.211302,-0.009201,-0.003781,0.004992
premier-league,correct_score,FT,0_0,1712,1.0000,0.049636,0.048752,-0.000885,-0.017821,0.205947,0.201776,-0.004171,-0.015228,-0.009573
championship,cartoes_1x2,FT,draw,435,1.0000,0.180864,0.179981,-0.000882,-0.004879,0.547550,0.545002,-0.002548,0.030480,0.011801
premier-league,htft,FULL,x_2,1712,1.0000,0.097058,0.096177,-0.000882,-0.009083,0.346192,0.337556,-0.008636,0.016710,-0.004093
championship,chutes,HT,under,5655,1.0000,0.136934,0.136052,-0.000881,-0.006437,0.424266,0.420405,-0.003861,0.025066,-0.016938
championship,chutes,HT,over,5655,1.0000,0.136934,0.136056,-0.000878,-0.006409,0.424266,0.420397,-0.003869,-0.025066,0.016718
serie-b-italia,htft,FULL,2_x,277,1.0000,0.065396,0.064519,-0.000877,-0.013407,0.272858,0.255892,-0.016966,0.035192,0.018158
brasileirao,correct_score,HT,other,1845,1.0000,0.034168,0.033297,-0.000871,-0.025505,0.153130,0.149567,-0.003563,-0.008616,0.000329
superliga-argentina,escanteios_exato,FT,eq_6,581,1.0000,0.108054,0.107183,-0.000870,-0.008055,0.385314,0.375689,-0.009625,0.025232,0.034053
superliga-argentina,faltas,FT,under,8134,1.0000,0.191966,0.191105,-0.000861,-0.004488,0.567624,0.563588,-0.004036,0.007875,0.014610
brasileirao-b,escanteios_exato,FT,eq_13,310,1.0000,0.041585,0.040723,-0.000861,-0.020712,0.180948,0.175065,-0.005883,-0.028276,-0.022016
serie-b-italia,gols,HT,under,2216,1.0000,0.157255,0.156395,-0.000860,-0.005468,0.486269,0.477989,-0.008280,-0.023883,0.003974
serie-b-italia,gols,HT,over,2216,1.0000,0.157255,0.156395,-0.000860,-0.005468,0.486269,0.477989,-0.008280,0.023883,-0.003974
primeira-liga,htft,FULL,1_x,205,1.0000,0.056211,0.055352,-0.000858,-0.015272,0.243199,0.225201,-0.017997,0.028560,0.009743
premier-league,escanteios_1x2,FT,draw,1712,1.0000,0.077442,0.076588,-0.000855,-0.011039,0.290547,0.285694,-0.004853,-0.028374,-0.002335
bundesliga,escanteios_exato,FT,eq_7,1353,1.0000,0.091928,0.091078,-0.000850,-0.009242,0.334175,0.328287,-0.005888,0.004008,0.000082
la-liga,correct_score,HT,1_1,1710,1.0000,0.094433,0.093584,-0.000849,-0.008995,0.340930,0.334558,-0.006372,0.026280,-0.000100
superliga-argentina,faltas,FT,over,8134,1.0000,0.191966,0.191120,-0.000846,-0.004407,0.567624,0.563640,-0.003984,-0.007875,-0.014418
la-liga-2,htft,FULL,x_x,312,1.0000,0.136910,0.136065,-0.000846,-0.006177,0.446449,0.443130,-0.003319,-0.010047,0.000282
championship,correct_score,FT,1_1,435,1.0000,0.125969,0.125129,-0.000839,-0.006663,0.424913,0.418364,-0.006549,0.035542,0.013630
la-liga-2,handicap,FT,draw_plus_2,312,1.0000,0.071475,0.070637,-0.000838,-0.011730,0.286078,0.274256,-0.011823,0.016486,-0.007596
la-liga-2,margem,FT,away_2,312,1.0000,0.071475,0.070637,-0.000838,-0.011730,0.286078,0.274256,-0.011823,0.016486,-0.007596
serie-a,gols,FT,over,27328,1.0000,0.129091,0.128254,-0.000837,-0.006488,0.403242,0.400063,-0.003179,-0.020969,0.001026
championship,escanteios_exato,FT,eq_6,435,1.0000,0.063201,0.062364,-0.000837,-0.013244,0.252394,0.245221,-0.007173,0.004690,-0.007996
serie-a,gols,FT,under,27328,1.0000,0.129091,0.128254,-0.000837,-0.006484,0.403242,0.400894,-0.002348,0.020969,-0.001045
serie-a,asian_handicap,FT,home_plus_1_5,1708,1.0000,0.109454,0.108619,-0.000835,-0.007632,0.362836,0.359001,-0.003835,-0.025257,0.017258
serie-a,handicap,FT,home_plus_2,1708,1.0000,0.109454,0.108619,-0.000835,-0.007632,0.362836,0.359001,-0.003835,-0.025257,0.017258
serie-a,handicap,FT,away_plus_1,1708,1.0000,0.109454,0.108619,-0.000835,-0.007632,0.362836,0.359001,-0.003835,0.025257,-0.017258
serie-a,asian_handicap,FT,away_plus_1_5,1708,1.0000,0.109454,0.108619,-0.000835,-0.007632,0.362836,0.359001,-0.003835,0.025257,-0.017258
bundesliga,correct_score,HT,0_2,1353,1.0000,0.052280,0.051450,-0.000830,-0.015875,0.212005,0.203470,-0.008535,0.026864,0.012141
premier-league,escanteios_exato,FT,eq_6,1712,1.0000,0.058531,0.057704,-0.000827,-0.014124,0.241145,0.232908,-0.008237,0.001726,-0.012200
ligue-1,escanteios_exato,FT,eq_7,1510,1.0000,0.107678,0.106851,-0.000826,-0.007675,0.377339,0.371212,-0.006126,0.021487,0.019746
premier-league,asian_handicap,FT,away_plus_2,1554,1.0000,0.066032,0.065217,-0.000815,-0.012342,0.242235,0.238887,-0.003348,-0.020682,0.012815
premier-league,asian_handicap,FT,home_plus_2,1554,1.0000,0.066032,0.065217,-0.000815,-0.012342,0.242235,0.238887,-0.003349,0.020682,-0.012815
brasileirao,correct_score,FT,1_2,1845,1.0000,0.066759,0.065947,-0.000812,-0.012166,0.269356,0.258527,-0.010830,0.030068,0.002302
serie-b-italia,escanteios_exato,FT,eq_12,277,1.0000,0.111597,0.110787,-0.000811,-0.007263,0.402915,0.394361,-0.008554,0.042305,0.046028
primeira-liga,gols,HT,over,1640,1.0000,0.162804,0.161996,-0.000808,-0.004963,0.496104,0.489416,-0.006688,0.019409,-0.007085
primeira-liga,gols,HT,under,1640,1.0000,0.162804,0.161996,-0.000808,-0.004963,0.496104,0.489416,-0.006688,-0.019409,0.007085
la-liga-2,correct_score,FT,2_1,312,1.0000,0.101195,0.100390,-0.000805,-0.007956,0.363950,0.355580,-0.008370,0.035848,0.024820
premier-league,escanteios_exato,FT,eq_5,1712,1.0000,0.034308,0.033505,-0.000803,-0.023401,0.167463,0.152495,-0.014968,-0.003096,-0.008433
la-liga-2,escanteios_1x2,HT,home,312,1.0000,0.254422,0.253620,-0.000803,-0.003155,0.702773,0.780919,0.078146,0.047154,0.012202
serie-b-italia,escanteios_exato,FT,eq_7,277,1.0000,0.081121,0.080319,-0.000802,-0.009886,0.306908,0.300950,-0.005958,-0.016549,-0.016658
la-liga,correct_score,FT,1_1,1710,1.0000,0.116016,0.115217,-0.000799,-0.006891,0.399925,0.404276,0.004351,0.030254,0.007163
la-liga,htft,FULL,x_2,1710,1.0000,0.103091,0.102293,-0.000798,-0.007742,0.360618,0.352883,-0.007735,0.032969,0.008282
brasileirao,correct_score,FT,3_0,1845,1.0000,0.045126,0.044329,-0.000797,-0.017656,0.191725,0.188492,-0.003233,-0.021309,-0.001341
championship,correct_score,HT,1_0,435,1.0000,0.153548,0.152752,-0.000796,-0.005185,0.485356,0.483037,-0.002319,-0.023794,-0.003690
brasileirao-b,cartoes_1x2,FT,draw,310,1.0000,0.159641,0.158850,-0.000791,-0.004954,0.497928,0.497003,-0.000925,0.028308,0.017607
superliga-argentina,chutes,HT,over,7553,1.0000,0.152628,0.151841,-0.000786,-0.005150,0.471729,0.493651,0.021922,-0.031088,0.009569
bundesliga,margem,FT,away_4_plus,1353,1.0000,0.025335,0.024549,-0.000786,-0.031011,0.115520,0.105403,-0.010116,0.014550,0.007787
superliga-argentina,chutes,HT,under,7553,1.0000,0.152628,0.151842,-0.000785,-0.005146,0.471729,0.493704,0.021975,0.031088,-0.009445
brasileirao-b,chutes_alvo,HT,over,2790,1.0000,0.217063,0.216279,-0.000784,-0.003612,0.625302,0.623132,-0.002170,0.006686,0.005953
la-liga-2,escanteios_1x2,HT,draw,312,1.0000,0.142282,0.141499,-0.000783,-0.005505,0.459547,0.457254,-0.002293,-0.030804,0.020593
la-liga-2,btts_ambos_tempos,FULL,sim,312,1.0000,0.064881,0.064104,-0.000776,-0.011964,0.283820,0.255029,-0.028791,0.023965,0.015958
serie-a,1x2,2T,draw,1708,1.0000,0.227663,0.226888,-0.000775,-0.003403,0.648013,0.646622,-0.001391,0.013950,0.006475
serie-a,dupla,2T,12,1708,1.0000,0.227663,0.226888,-0.000775,-0.003403,0.648013,0.646622,-0.001391,-0.013950,-0.006475
primeira-liga,escanteios_exato,FT,eq_10,205,1.0000,0.119507,0.118735,-0.000773,-0.006466,0.406441,0.401485,-0.004957,0.029607,0.025640
liga-mx,htft,FULL,1_x,235,1.0000,0.060471,0.059705,-0.000766,-0.012660,0.248039,0.236740,-0.011299,0.030001,0.011373
premier-league,handicap,FT,draw_plus_2,1712,1.0000,0.082357,0.081595,-0.000763,-0.009261,0.300758,0.291483,-0.009275,0.028146,0.005197
premier-league,margem,FT,away_2,1712,1.0000,0.082357,0.081595,-0.000763,-0.009261,0.300758,0.291483,-0.009275,0.028146,0.005197
ligue-1,correct_score,HT,0_1,1510,1.0000,0.133670,0.132912,-0.000759,-0.005676,0.434984,0.431867,-0.003116,0.032464,-0.002006
la-liga-2,correct_score,HT,other,312,1.0000,0.043610,0.042855,-0.000755,-0.017310,0.191756,0.184062,-0.007694,-0.002832,-0.000402
brasileirao-b,btts_ambos_tempos,FULL,sim,310,1.0000,0.038397,0.037645,-0.000752,-0.019584,0.202773,0.169383,-0.033390,0.013995,-0.003178
ligue-1,handicap,FT,away_plus_2,1510,1.0000,0.053524,0.052774,-0.000749,-0.014003,0.208390,0.200487,-0.007903,0.025588,0.003067
brasileirao,correct_score,FT,4_0,1845,1.0000,0.012998,0.012254,-0.000744,-0.057206,0.073996,0.066370,-0.007626,-0.020684,0.000118
bundesliga,correct_score,HT,other,1353,1.0000,0.077997,0.077258,-0.000739,-0.009475,0.289727,0.288083,-0.001644,0.002486,0.021771
premier-league,correct_score,HT,1_1,1712,1.0000,0.097538,0.096800,-0.000738,-0.007566,0.348551,0.343461,-0.005090,0.019973,0.000250
championship,correct_score,HT,1_1,435,1.0000,0.098973,0.098239,-0.000734,-0.007414,0.351910,0.347461,-0.004449,0.025372,0.001745
bundesliga,chutes_alvo,FT,over,23001,1.0000,0.183118,0.182385,-0.000734,-0.004007,0.543067,0.540294,-0.002773,-0.020150,0.002621
liga-mx,correct_score,HT,1_1,235,1.0000,0.089747,0.089015,-0.000732,-0.008154,0.329648,0.323670,-0.005978,0.010850,-0.011818
serie-a,escanteios_1x2,HT,home,1708,1.0000,0.239911,0.239180,-0.000731,-0.003047,0.672581,0.670824,-0.001756,0.015228,-0.014214
serie-a,correct_score,FT,3_0,1708,1.0000,0.034791,0.034061,-0.000730,-0.020985,0.152987,0.147407,-0.005580,-0.021560,-0.001119
la-liga,escanteios_1x2,HT,home,1710,1.0000,0.240785,0.240055,-0.000730,-0.003032,0.674374,0.673781,-0.000593,0.031371,-0.000713
la-liga,correct_score,HT,2_0,1710,1.0000,0.059588,0.058860,-0.000728,-0.012217,0.234365,0.229634,-0.004731,-0.024249,-0.002209
brasileirao,correct_score,HT,2_0,1845,1.0000,0.059308,0.058584,-0.000725,-0.012216,0.234788,0.233173,-0.001616,-0.023801,0.001099
bundesliga,chutes_alvo,FT,under,23001,1.0000,0.183118,0.182395,-0.000723,-0.003949,0.543067,0.540325,-0.002742,0.020150,-0.002992
serie-b-italia,correct_score,FT,1_2,277,1.0000,0.068912,0.068189,-0.000723,-0.010492,0.286423,0.267572,-0.018850,0.030154,0.002766
ligue-1,correct_score,FT,3_0,1510,1.0000,0.034166,0.033443,-0.000723,-0.021150,0.151484,0.145511,-0.005973,-0.024165,-0.002730
championship,handicap,FT,away_plus_2,435,1.0000,0.035904,0.035184,-0.000720,-0.020057,0.157897,0.153844,-0.004054,-0.007054,-0.027654
la-liga,correct_score,FT,3_0,1710,1.0000,0.039966,0.039246,-0.000720,-0.018011,0.170091,0.165017,-0.005074,-0.024543,0.000125
superliga-argentina,escanteios_exato,FT,eq_11,581,1.0000,0.097704,0.096984,-0.000719,-0.007364,0.351320,0.345638,-0.005682,0.018237,0.003546
la-liga-2,escanteios_exato,FT,eq_13,312,1.0000,0.049851,0.049134,-0.000717,-0.014389,0.212443,0.205000,-0.007443,-0.006407,-0.011147
la-liga,handicap,FT,draw_minus_1,1710,1.0000,0.189864,0.189153,-0.000712,-0.003748,0.569077,0.566441,-0.002636,0.030363,0.023641
la-liga,margem,FT,home_1,1710,1.0000,0.189864,0.189153,-0.000712,-0.003748,0.569077,0.566441,-0.002636,0.030363,0.023641
superliga-argentina,escanteios_exato,FT,eq_15_plus,581,1.0000,0.050765,0.050059,-0.000706,-0.013915,0.221095,0.212260,-0.008835,0.003221,-0.025969
serie-b-italia,escanteios_1x2,FT,draw,277,1.0000,0.083039,0.082342,-0.000696,-0.008386,0.307189,0.304177,-0.003011,-0.029590,-0.002764
bundesliga,correct_score,FT,2_0,1353,1.0000,0.062461,0.061768,-0.000693,-0.011093,0.243453,0.240123,-0.003330,-0.021455,0.001995
ligue-1,correct_score,FT,4_0,1510,1.0000,0.016947,0.016266,-0.000681,-0.040157,0.087803,0.082033,-0.005771,-0.015705,0.000643
liga-mx,correct_score,FT,1_1,235,1.0000,0.102666,0.101990,-0.000676,-0.006581,0.366038,0.357477,-0.008561,0.026243,-0.001241
la-liga-2,btts_ambos_tempos,FULL,nao,312,1.0000,0.064881,0.064205,-0.000675,-0.010407,0.283820,0.257689,-0.026130,-0.023965,-0.016191
