liga,family,period,prob_bin,bin_lo,bin_hi,n,mean_pred,observed_freq,gap
championship,cartoes,FT,8,0.80,0.90,1931,0.852279,0.852408,0.000129
championship,cartoes,FT,9,0.90,1.00,816,0.924424,0.914216,-0.010208
championship,cartoes,HT,0,0.00,0.10,392,0.078827,0.045918,-0.032908
championship,cartoes,HT,1,0.10,0.20,1007,0.167959,0.128103,-0.039856
championship,cartoes,HT,2,0.20,0.30,718,0.242752,0.213092,-0.029660
championship,cartoes,HT,3,0.30,0.40,281,0.357915,0.373665,0.015751
championship,cartoes,HT,4,0.40,0.50,1079,0.454167,0.467099,0.012932
championship,cartoes,HT,5,0.50,0.60,1074,0.544458,0.534451,-0.010008
championship,cartoes,HT,6,0.60,0.70,305,0.642819,0.626230,-0.016589
championship,cartoes,HT,7,0.70,0.80,719,0.758177,0.788595,0.030418
championship,cartoes,HT,8,0.80,0.90,996,0.832284,0.871486,0.039202
championship,cartoes,HT,9,0.90,1.00,389,0.921868,0.953728,0.031859
championship,cartoes_1x2,FT,0,0.00,0.10,1,0.097219,0.000000,-0.097219
championship,cartoes_1x2,FT,1,0.10,0.20,74,0.193159,0.121622,-0.071537
championship,cartoes_1x2,FT,2,0.20,0.30,558,0.244523,0.250896,0.006374
championship,cartoes_1x2,FT,3,0.30,0.40,262,0.359143,0.320611,-0.038532
championship,cartoes_1x2,FT,4,0.40,0.50,297,0.442456,0.468013,0.025558
championship,cartoes_1x2,FT,5,0.50,0.60,113,0.515773,0.557522,0.041749
championship,chutes,FT,0,0.00,0.10,1893,0.044677,0.131537,0.086860
championship,chutes,FT,1,0.10,0.20,1562,0.147819,0.218310,0.070490
championship,chutes,FT,2,0.20,0.30,2046,0.232339,0.286413,0.054073
championship,chutes,FT,3,0.30,0.40,1921,0.345033,0.387819,0.042786
championship,chutes,FT,4,0.40,0.50,2583,0.448962,0.442509,-0.006453
championship,chutes,FT,5,0.50,0.60,2583,0.551038,0.557491,0.006453
championship,chutes,FT,6,0.60,0.70,1921,0.654967,0.612181,-0.042786
championship,chutes,FT,7,0.70,0.80,1966,0.766778,0.709563,-0.057216
championship,chutes,FT,8,0.80,0.90,1642,0.848820,0.783191,-0.065629
championship,chutes,FT,9,0.90,1.00,1893,0.955323,0.868463,-0.086860
championship,chutes,HT,0,0.00,0.10,40,0.082336,0.100000,0.017664
championship,chutes,HT,1,0.10,0.20,624,0.155962,0.145833,-0.010128
championship,chutes,HT,2,0.20,0.30,1415,0.252003,0.250883,-0.001119
championship,chutes,HT,3,0.30,0.40,1758,0.349065,0.353811,0.004746
championship,chutes,HT,4,0.40,0.50,1817,0.451439,0.446890,-0.004549
championship,chutes,HT,5,0.50,0.60,1817,0.549036,0.552559,0.003523
championship,chutes,HT,6,0.60,0.70,1763,0.651010,0.647192,-0.003818
championship,chutes,HT,7,0.70,0.80,1408,0.747897,0.750710,0.002813
championship,chutes,HT,8,0.80,0.90,628,0.844061,0.848726,0.004665
championship,chutes,HT,9,0.90,1.00,40,0.917664,0.900000,-0.017664
championship,chutes_1x2,FT,0,0.00,0.10,459,0.045044,0.026144,-0.018901
championship,chutes_1x2,FT,1,0.10,0.20,66,0.159432,0.257576,0.098144
championship,chutes_1x2,FT,2,0.20,0.30,116,0.247130,0.206897,-0.040233
championship,chutes_1x2,FT,3,0.30,0.40,132,0.338861,0.378788,0.039926
championship,chutes_1x2,FT,4,0.40,0.50,110,0.426955,0.472727,0.045772
championship,chutes_1x2,FT,5,0.50,0.60,121,0.539307,0.545455,0.006147
championship,chutes_1x2,FT,6,0.60,0.70,148,0.651360,0.648649,-0.002711
championship,chutes_1x2,FT,7,0.70,0.80,89,0.743053,0.696629,-0.046424
championship,chutes_1x2,FT,8,0.80,0.90,44,0.829780,0.840909,0.011129
championship,chutes_1x2,FT,9,0.90,1.00,20,0.944124,0.950000,0.005876
championship,chutes_1x2,HT,0,0.00,0.10,454,0.079767,0.070485,-0.009282
championship,chutes_1x2,HT,1,0.10,0.20,73,0.152800,0.205479,0.052679
championship,chutes_1x2,HT,2,0.20,0.30,124,0.258087,0.306452,0.048365
championship,chutes_1x2,HT,3,0.30,0.40,141,0.350275,0.368794,0.018519
championship,chutes_1x2,HT,4,0.40,0.50,129,0.442856,0.449612,0.006756
championship,chutes_1x2,HT,5,0.50,0.60,164,0.551625,0.567073,0.015449
championship,chutes_1x2,HT,6,0.60,0.70,91,0.640608,0.604396,-0.036212
championship,chutes_1x2,HT,7,0.70,0.80,93,0.743625,0.666667,-0.076958
championship,chutes_1x2,HT,8,0.80,0.90,30,0.837655,0.833333,-0.004321
championship,chutes_1x2,HT,9,0.90,1.00,6,0.953355,0.833333,-0.120021
championship,chutes_alvo,FT,0,0.00,0.10,616,0.055351,0.159091,0.103740
championship,chutes_alvo,FT,1,0.10,0.20,1989,0.166978,0.177979,0.011001
championship,chutes_alvo,FT,2,0.20,0.30,957,0.247177,0.243469,-0.003708
championship,chutes_alvo,FT,3,0.30,0.40,2493,0.356027,0.357802,0.001775
championship,chutes_alvo,FT,4,0.40,0.50,1340,0.473369,0.456716,-0.016653
championship,chutes_alvo,FT,5,0.50,0.60,1340,0.525337,0.543284,0.017947
championship,chutes_alvo,FT,6,0.60,0.70,2391,0.650829,0.638645,-0.012184
championship,chutes_alvo,FT,7,0.70,0.80,1082,0.753046,0.757856,0.004810
championship,chutes_alvo,FT,8,0.80,0.90,2202,0.824218,0.808810,-0.015408
championship,chutes_alvo,FT,9,0.90,1.00,380,0.919715,0.921053,0.001338
championship,chutes_alvo,HT,1,0.10,0.20,2175,0.153876,0.168736,0.014860
championship,chutes_alvo,HT,2,0.20,0.30,1307,0.285151,0.315226,0.030075
championship,chutes_alvo,HT,3,0.30,0.40,433,0.311186,0.284065,-0.027122
championship,chutes_alvo,HT,4,0.40,0.50,1305,0.458562,0.475862,0.017300
championship,chutes_alvo,HT,5,0.50,0.60,1305,0.541443,0.524138,-0.017305
championship,chutes_alvo,HT,6,0.60,0.70,433,0.688814,0.715935,0.027122
championship,chutes_alvo,HT,7,0.70,0.80,1307,0.714413,0.684774,-0.029639
championship,chutes_alvo,HT,8,0.80,0.90,2175,0.846571,0.831264,-0.015306
championship,chutes_alvo_1x2,FT,1,0.10,0.20,435,0.127487,0.082759,-0.044729
championship,chutes_alvo_1x2,FT,3,0.30,0.40,435,0.322059,0.381609,0.059550
championship,chutes_alvo_1x2,FT,5,0.50,0.60,435,0.539724,0.535632,-0.004092
championship,chutes_alvo_1x2,HT,1,0.10,0.20,5,0.199757,0.000000,-0.199757
championship,chutes_alvo_1x2,HT,2,0.20,0.30,467,0.212857,0.209850,-0.003006
championship,chutes_alvo_1x2,HT,3,0.30,0.40,398,0.313549,0.321608,0.008059
championship,chutes_alvo_1x2,HT,4,0.40,0.50,435,0.477259,0.480460,0.003201
championship,dupla,FT,0,0.00,0.10,1,0.000000,0.000000,0.000000
championship,dupla,FT,1,0.10,0.20,2,0.135022,1.000000,0.864978
championship,dupla,FT,2,0.20,0.30,11,0.249108,0.181818,-0.067290
championship,dupla,FT,3,0.30,0.40,35,0.355063,0.542857,0.187794
championship,dupla,FT,4,0.40,0.50,93,0.462916,0.526882,0.063965
championship,dupla,FT,5,0.50,0.60,244,0.564979,0.610656,0.045677
championship,dupla,FT,6,0.60,0.70,244,0.663655,0.643443,-0.020212
championship,dupla,FT,7,0.70,0.80,565,0.740483,0.718584,-0.021899
championship,dupla,FT,8,0.80,0.90,109,0.836000,0.779817,-0.056184
championship,dupla,FT,9,0.90,1.00,1,0.919599,1.000000,0.080401
championship,dupla,HT,0,0.00,0.10,1,0.000000,0.000000,0.000000
championship,dupla,HT,2,0.20,0.30,2,0.264670,0.500000,0.235330
championship,dupla,HT,3,0.30,0.40,1,0.392556,1.000000,0.607444
championship,dupla,HT,4,0.40,0.50,21,0.464387,0.666667,0.202280
championship,dupla,HT,5,0.50,0.60,380,0.561530,0.602632,0.041101
championship,dupla,HT,6,0.60,0.70,407,0.644462,0.626536,-0.017926
championship,dupla,HT,7,0.70,0.80,349,0.751644,0.727794,-0.023851
championship,dupla,HT,8,0.80,0.90,142,0.827857,0.802817,-0.025040
championship,dupla,HT,9,0.90,1.00,2,0.932581,1.000000,0.067419
championship,escanteios,FT,0,0.00,0.10,457,0.040652,0.133479,0.092828
championship,escanteios,FT,1,0.10,0.20,1698,0.148206,0.184335,0.036129
championship,escanteios,FT,2,0.20,0.30,2500,0.261088,0.266800,0.005712
championship,escanteios,FT,3,0.30,0.40,1885,0.341524,0.348541,0.007017
championship,escanteios,FT,4,0.40,0.50,2098,0.465845,0.469018,0.003173
championship,escanteios,FT,5,0.50,0.60,2222,0.532249,0.529253,-0.002996
championship,escanteios,FT,6,0.60,0.70,1885,0.658476,0.651459,-0.007017
championship,escanteios,FT,7,0.70,0.80,2500,0.738912,0.733200,-0.005712
championship,escanteios,FT,8,0.80,0.90,1698,0.851794,0.815665,-0.036129
championship,escanteios,FT,9,0.90,1.00,457,0.959348,0.866521,-0.092828
championship,escanteios,HT,0,0.00,0.10,359,0.073293,0.091922,0.018629
championship,escanteios,HT,1,0.10,0.20,1981,0.151485,0.156487,0.005002
championship,escanteios,HT,2,0.20,0.30,1504,0.247612,0.250000,0.002388
championship,escanteios,HT,3,0.30,0.40,1409,0.347806,0.354862,0.007056
championship,escanteios,HT,4,0.40,0.50,1272,0.450455,0.457547,0.007092
championship,escanteios,HT,5,0.50,0.60,1272,0.549640,0.542453,-0.007188
championship,escanteios,HT,6,0.60,0.70,1454,0.650908,0.651994,0.001086
championship,escanteios,HT,7,0.70,0.80,1477,0.753887,0.746107,-0.007780
championship,escanteios,HT,8,0.80,0.90,1948,0.849157,0.844969,-0.004188
championship,escanteios,HT,9,0.90,1.00,374,0.925553,0.903743,-0.021809
championship,escanteios_1x2,FT,0,0.00,0.10,343,0.082460,0.078717,-0.003743
championship,escanteios_1x2,FT,1,0.10,0.20,132,0.126459,0.159091,0.032632
championship,escanteios_1x2,FT,2,0.20,0.30,105,0.260312,0.276190,0.015879
championship,escanteios_1x2,FT,3,0.30,0.40,147,0.345192,0.333333,-0.011859
championship,escanteios_1x2,FT,4,0.40,0.50,279,0.451168,0.451613,0.000445
championship,escanteios_1x2,FT,5,0.50,0.60,141,0.549046,0.560284,0.011238
championship,escanteios_1x2,FT,6,0.60,0.70,102,0.648260,0.637255,-0.011005
championship,escanteios_1x2,FT,7,0.70,0.80,52,0.732305,0.673077,-0.059228
championship,escanteios_1x2,FT,8,0.80,0.90,2,0.808087,1.000000,0.191913
championship,escanteios_1x2,FT,9,0.90,1.00,2,1.000000,1.000000,0.000000
championship,escanteios_1x2,HT,0,0.00,0.10,15,0.071638,0.066667,-0.004971
championship,escanteios_1x2,HT,1,0.10,0.20,441,0.146135,0.160998,0.014863
championship,escanteios_1x2,HT,2,0.20,0.30,112,0.251274,0.178571,-0.072703
championship,escanteios_1x2,HT,3,0.30,0.40,152,0.337178,0.348684,0.011506
championship,escanteios_1x2,HT,4,0.40,0.50,359,0.435645,0.412256,-0.023389
championship,escanteios_1x2,HT,5,0.50,0.60,132,0.551873,0.583333,0.031461
championship,escanteios_1x2,HT,6,0.60,0.70,81,0.638599,0.703704,0.065104
championship,escanteios_1x2,HT,7,0.70,0.80,10,0.719779,0.500000,-0.219779
championship,escanteios_1x2,HT,8,0.80,0.90,2,0.846140,1.000000,0.153860
championship,escanteios_1x2,HT,9,0.90,1.00,1,0.918846,1.000000,0.081154
championship,escanteios_handicap,FT,0,0.00,0.10,392,0.061859,0.066327,0.004468
championship,escanteios_handicap,FT,1,0.10,0.20,1021,0.148318,0.154750,0.006432
championship,escanteios_handicap,FT,2,0.20,0.30,891,0.245730,0.249158,0.003428
championship,escanteios_handicap,FT,3,0.30,0.40,669,0.349220,0.367713,0.018493
championship,escanteios_handicap,FT,4,0.40,0.50,457,0.443098,0.415755,-0.027343
championship,escanteios_handicap,FT,5,0.50,0.60,538,0.549439,0.552045,0.002606
championship,escanteios_handicap,FT,6,0.60,0.70,719,0.652901,0.643950,-0.008951
championship,escanteios_handicap,FT,7,0.70,0.80,826,0.754640,0.762712,0.008072
championship,escanteios_handicap,FT,8,0.80,0.90,1000,0.848184,0.831000,-0.017184
championship,escanteios_handicap,FT,9,0.90,1.00,447,0.935449,0.932886,-0.002563
championship,escanteios_handicap,HT,0,0.00,0.10,203,0.070858,0.083744,0.012885
championship,escanteios_handicap,HT,1,0.10,0.20,614,0.150647,0.164495,0.013848
championship,escanteios_handicap,HT,2,0.20,0.30,534,0.259790,0.279026,0.019237
championship,escanteios_handicap,HT,3,0.30,0.40,238,0.341281,0.357143,0.015862
championship,escanteios_handicap,HT,4,0.40,0.50,141,0.446700,0.453901,0.007201
championship,escanteios_handicap,HT,5,0.50,0.60,117,0.542369,0.495726,-0.046642
championship,escanteios_handicap,HT,6,0.60,0.70,278,0.651891,0.622302,-0.029589
championship,escanteios_handicap,HT,7,0.70,0.80,553,0.744272,0.726944,-0.017328
championship,escanteios_handicap,HT,8,0.80,0.90,575,0.847183,0.840000,-0.007183
championship,escanteios_handicap,HT,9,0.90,1.00,227,0.926473,0.916300,-0.010173
championship,escanteios_oddeven,FT,4,0.40,0.50,435,0.481161,0.519540,0.038379
championship,escanteios_oddeven,FT,5,0.50,0.60,427,0.513948,0.475410,-0.038539
championship,escanteios_oddeven,FT,6,0.60,0.70,7,0.631836,0.714286,0.082449
championship,escanteios_oddeven,FT,7,0.70,0.80,1,0.716710,1.000000,0.283290
championship,escanteios_oddeven,HT,2,0.20,0.30,1,0.296165,1.000000,0.703835
championship,escanteios_oddeven,HT,3,0.30,0.40,8,0.349437,0.250000,-0.099437
championship,escanteios_oddeven,HT,4,0.40,0.50,426,0.493025,0.523474,0.030450
championship,escanteios_oddeven,HT,5,0.50,0.60,426,0.507295,0.476526,-0.030769
championship,escanteios_oddeven,HT,6,0.60,0.70,8,0.650563,0.750000,0.099437
championship,escanteios_oddeven,HT,7,0.70,0.80,1,0.703835,0.000000,-0.703835
championship,faltas,FT,0,0.00,0.10,195,0.080719,0.112821,0.032101
championship,faltas,FT,1,0.10,0.20,1324,0.163333,0.141994,-0.021339
championship,faltas,FT,2,0.20,0.30,1592,0.254172,0.244975,-0.009197
championship,faltas,FT,3,0.30,0.40,1530,0.349932,0.328105,-0.021828
championship,faltas,FT,4,0.40,0.50,1447,0.450397,0.453352,0.002955
championship,faltas,FT,5,0.50,0.60,1476,0.549880,0.545393,-0.004487
championship,faltas,FT,6,0.60,0.70,1488,0.650181,0.673387,0.023206
championship,faltas,FT,7,0.70,0.80,1631,0.746243,0.756591,0.010348
championship,faltas,FT,8,0.80,0.90,1292,0.836833,0.858359,0.021526
championship,faltas,FT,9,0.90,1.00,205,0.918906,0.887805,-0.031102
championship,gols,2T,0,0.00,0.10,425,0.060979,0.054118,-0.006861
championship,gols,2T,1,0.10,0.20,436,0.155579,0.153670,-0.001909
championship,gols,2T,2,0.20,0.30,391,0.245476,0.258312,0.012836
championship,gols,2T,3,0.30,0.40,294,0.357967,0.302721,-0.055246
championship,gols,2T,4,0.40,0.50,194,0.453655,0.474227,0.020572
championship,gols,2T,5,0.50,0.60,194,0.546345,0.525773,-0.020572
championship,gols,2T,6,0.60,0.70,294,0.642033,0.697279,0.055246
championship,gols,2T,7,0.70,0.80,391,0.754524,0.741688,-0.012836
championship,gols,2T,8,0.80,0.90,436,0.844421,0.846330,0.001909
championship,gols,2T,9,0.90,1.00,425,0.939021,0.945882,0.006861
championship,gols,FT,0,0.00,0.10,2612,0.045591,0.040965,-0.004626
championship,gols,FT,1,0.10,0.20,1449,0.151902,0.150449,-0.001453
championship,gols,FT,2,0.20,0.30,1111,0.254625,0.246625,-0.008001
championship,gols,FT,3,0.30,0.40,895,0.350621,0.332961,-0.017660
championship,gols,FT,4,0.40,0.50,891,0.452554,0.473625,0.021072
championship,gols,FT,5,0.50,0.60,895,0.547234,0.526257,-0.020977
championship,gols,FT,6,0.60,0.70,895,0.649379,0.667039,0.017660
championship,gols,FT,7,0.70,0.80,1111,0.745375,0.753375,0.008001
championship,gols,FT,8,0.80,0.90,1449,0.848098,0.849551,0.001453
championship,gols,FT,9,0.90,1.00,2612,0.954409,0.959035,0.004626
championship,gols,HT,0,0.00,0.10,962,0.060555,0.066528,0.005973
championship,gols,HT,1,0.10,0.20,628,0.142973,0.173567,0.030594
championship,gols,HT,2,0.20,0.30,670,0.265420,0.289552,0.024132
championship,gols,HT,3,0.30,0.40,623,0.351058,0.378812,0.027755
championship,gols,HT,4,0.40,0.50,597,0.451148,0.423786,-0.027363
championship,gols,HT,5,0.50,0.60,597,0.548852,0.576214,0.027363
championship,gols,HT,6,0.60,0.70,623,0.648942,0.621188,-0.027755
championship,gols,HT,7,0.70,0.80,670,0.734580,0.710448,-0.024132
championship,gols,HT,8,0.80,0.90,628,0.857027,0.826433,-0.030594
championship,gols,HT,9,0.90,1.00,962,0.939445,0.933472,-0.005973
championship,gols_oddeven,FT,4,0.40,0.50,362,0.493554,0.475138,-0.018415
championship,gols_oddeven,FT,5,0.50,0.60,508,0.504594,0.517717,0.013123
championship,gols_oddeven,HT,4,0.40,0.50,435,0.461372,0.422989,-0.038384
championship,gols_oddeven,HT,5,0.50,0.60,435,0.538628,0.577011,0.038384
championship,impedimentos,FT,0,0.00,0.10,14,0.055672,0.071429,0.015757
championship,impedimentos,FT,1,0.10,0.20,653,0.174253,0.171516,-0.002737
championship,impedimentos,FT,2,0.20,0.30,1341,0.244342,0.249068,0.004726
championship,impedimentos,FT,3,0.30,0.40,1195,0.348879,0.348117,-0.000762
championship,impedimentos,FT,4,0.40,0.50,1122,0.452587,0.445633,-0.006954
championship,impedimentos,FT,5,0.50,0.60,1162,0.544309,0.549914,0.005605
championship,impedimentos,FT,6,0.60,0.70,1191,0.650260,0.655751,0.005492
championship,impedimentos,FT,7,0.70,0.80,1350,0.754437,0.748148,-0.006289
championship,impedimentos,FT,8,0.80,0.90,661,0.825653,0.827534,0.001881
championship,impedimentos,FT,9,0.90,1.00,11,0.957105,0.909091,-0.048014
la-liga,1x2,FT,0,0.00,0.10,34,0.077152,0.058824,-0.018329
la-liga,1x2,FT,1,0.10,0.20,691,0.160974,0.150507,-0.010467
la-liga,1x2,FT,2,0.20,0.30,1999,0.256333,0.247124,-0.009210
la-liga,1x2,FT,3,0.30,0.40,1002,0.340311,0.350299,0.009988
la-liga,1x2,FT,4,0.40,0.50,723,0.433036,0.437068,0.004032
la-liga,1x2,FT,5,0.50,0.60,433,0.548682,0.542725,-0.005957
la-liga,1x2,FT,6,0.60,0.70,220,0.642924,0.709091,0.066167
la-liga,1x2,FT,7,0.70,0.80,78,0.761564,0.846154,0.084590
la-liga,1x2,FT,8,0.80,0.90,3,0.802813,1.000000,0.197187
la-liga,1x2,FT,9,0.90,1.00,1,1.000000,1.000000,0.000000
la-liga,1x2,HT,0,0.00,0.10,1,0.000000,0.000000,0.000000
la-liga,1x2,HT,1,0.10,0.20,814,0.169125,0.179361,0.010236
la-liga,1x2,HT,2,0.20,0.30,1257,0.248792,0.245823,-0.002969
la-liga,1x2,HT,3,0.30,0.40,1399,0.356287,0.351680,-0.004607
la-liga,1x2,HT,4,0.40,0.50,1597,0.442598,0.450845,0.008248
la-liga,1x2,HT,5,0.50,0.60,100,0.540934,0.510000,-0.030934
la-liga,1x2,HT,6,0.60,0.70,15,0.611088,0.600000,-0.011088
la-liga,1x2,HT,9,0.90,1.00,1,1.000000,1.000000,0.000000
la-liga,btts,FT,2,0.20,0.30,3,0.277836,0.333333,0.055497
la-liga,btts,FT,3,0.30,0.40,32,0.387636,0.500000,0.112364
la-liga,btts,FT,4,0.40,0.50,1693,0.471530,0.465446,-0.006084
la-liga,btts,FT,5,0.50,0.60,1691,0.528385,0.534595,0.006210
la-liga,btts,FT,6,0.60,0.70,34,0.611637,0.500000,-0.111637
la-liga,btts,FT,7,0.70,0.80,3,0.722164,0.666667,-0.055497
la-liga,btts,HT,0,0.00,0.10,3,0.082811,0.333333,0.250523
la-liga,btts,HT,1,0.10,0.20,1216,0.180757,0.178454,-0.002303
la-liga,btts,HT,2,0.20,0.30,508,0.216301,0.210630,-0.005671
la-liga,btts,HT,3,0.30,0.40,1,0.318615,0.000000,-0.318615
la-liga,btts,HT,6,0.60,0.70,1,0.681385,1.000000,0.318615
la-liga,btts,HT,7,0.70,0.80,508,0.783699,0.789370,0.005671
la-liga,btts,HT,8,0.80,0.90,1218,0.819338,0.821018,0.001680
la-liga,btts,HT,9,0.90,1.00,1,1.000000,1.000000,0.000000
la-liga,cartoes,FT,0,0.00,0.10,4207,0.069014,0.070359,0.001345
la-liga,cartoes,FT,1,0.10,0.20,3743,0.152812,0.146407,-0.006405
la-liga,cartoes,FT,2,0.20,0.30,7674,0.244794,0.246286,0.001492
la-liga,cartoes,FT,3,0.30,0.40,4183,0.337925,0.332297,-0.005628
la-liga,cartoes,FT,4,0.40,0.50,6113,0.446348,0.446098,-0.000249
la-liga,cartoes,FT,5,0.50,0.60,6213,0.554500,0.553678,-0.000823
la-liga,cartoes,FT,6,0.60,0.70,4195,0.664377,0.670083,0.005706
la-liga,cartoes,FT,7,0.70,0.80,7703,0.756680,0.757237,0.000558
la-liga,cartoes,FT,8,0.80,0.90,3428,0.847562,0.848600,0.001038
la-liga,cartoes,FT,9,0.90,1.00,4381,0.929320,0.930381,0.001061
la-liga,cartoes,HT,0,0.00,0.10,842,0.074909,0.091449,0.016540
la-liga,cartoes,HT,1,0.10,0.20,2877,0.163090,0.155370,-0.007720
la-liga,cartoes,HT,2,0.20,0.30,4416,0.231974,0.229167,-0.002808
la-liga,cartoes,HT,3,0.30,0.40,1431,0.348273,0.351502,0.003230
la-liga,cartoes,HT,4,0.40,0.50,4251,0.461975,0.457304,-0.004670
la-liga,cartoes,HT,5,0.50,0.60,4575,0.543900,0.544044,0.000143
la-liga,cartoes,HT,6,0.60,0.70,1121,0.662175,0.671722,0.009546
la-liga,cartoes,HT,7,0.70,0.80,4035,0.763725,0.770508,0.006783
la-liga,cartoes,HT,8,0.80,0.90,3242,0.834019,0.835904,0.001884
la-liga,cartoes,HT,9,0.90,1.00,858,0.924270,0.909091,-0.015179
la-liga,cartoes_1x2,FT,1,0.10,0.20,1099,0.193257,0.180164,-0.013093
la-liga,cartoes_1x2,FT,2,0.20,0.30,1014,0.238260,0.259369,0.021109
la-liga,cartoes_1x2,FT,3,0.30,0.40,1403,0.360886,0.369209,0.008323
la-liga,cartoes_1x2,FT,4,0.40,0.50,1422,0.437823,0.433193,-0.004630
la-liga,cartoes_1x2,FT,5,0.50,0.60,243,0.510386,0.539095,0.028708
la-liga,cartoes_1x2,FT,6,0.60,0.70,2,0.651783,1.000000,0.348217
la-liga,cartoes_1x2,FT,7,0.70,0.80,1,0.702388,0.000000,-0.702388
la-liga,chutes,FT,0,0.00,0.10,1756,0.066672,0.071185,0.004513
la-liga,chutes,FT,1,0.10,0.20,9680,0.158599,0.163120,0.004521
la-liga,chutes,FT,2,0.20,0.30,11329,0.248219,0.252273,0.004054
la-liga,chutes,FT,3,0.30,0.40,8084,0.349751,0.351064,0.001313
la-liga,chutes,FT,4,0.40,0.50,9391,0.447243,0.450964,0.003721
la-liga,chutes,FT,5,0.50,0.60,8426,0.553359,0.555068,0.001708
la-liga,chutes,FT,6,0.60,0.70,8119,0.651769,0.648972,-0.002798
la-liga,chutes,FT,7,0.70,0.80,11656,0.753961,0.749571,-0.004390
la-liga,chutes,FT,8,0.80,0.90,9240,0.842784,0.838745,-0.004040
la-liga,chutes,FT,9,0.90,1.00,1807,0.932992,0.927504,-0.005488
la-liga,chutes,HT,0,0.00,0.10,405,0.055903,0.074074,0.018171
la-liga,chutes,HT,1,0.10,0.20,1564,0.155252,0.171995,0.016743
la-liga,chutes,HT,2,0.20,0.30,5366,0.256864,0.248975,-0.007889
la-liga,chutes,HT,3,0.30,0.40,6999,0.339386,0.338191,-0.001195
la-liga,chutes,HT,4,0.40,0.50,7584,0.447278,0.446730,-0.000548
la-liga,chutes,HT,5,0.50,0.60,8722,0.547123,0.546549,-0.000574
la-liga,chutes,HT,6,0.60,0.70,6953,0.661969,0.662592,0.000623
la-liga,chutes,HT,7,0.70,0.80,5342,0.743388,0.751404,0.008016
la-liga,chutes,HT,8,0.80,0.90,1585,0.842514,0.825237,-0.017277
la-liga,chutes,HT,9,0.90,1.00,408,0.943854,0.926471,-0.017384
la-liga,chutes_1x2,FT,0,0.00,0.10,1828,0.046578,0.051969,0.005391
la-liga,chutes_1x2,FT,1,0.10,0.20,201,0.159157,0.213930,0.054774
la-liga,chutes_1x2,FT,2,0.20,0.30,408,0.246948,0.215686,-0.031262
la-liga,chutes_1x2,FT,3,0.30,0.40,623,0.335196,0.337079,0.001883
la-liga,chutes_1x2,FT,4,0.40,0.50,466,0.427885,0.422747,-0.005138
la-liga,chutes_1x2,FT,5,0.50,0.60,495,0.542118,0.531313,-0.010805
la-liga,chutes_1x2,FT,6,0.60,0.70,625,0.647798,0.643200,-0.004598
la-liga,chutes_1x2,FT,7,0.70,0.80,333,0.740809,0.744745,0.003936
la-liga,chutes_1x2,FT,8,0.80,0.90,120,0.838453,0.833333,-0.005120
la-liga,chutes_1x2,FT,9,0.90,1.00,85,0.945797,0.964706,0.018909
la-liga,chutes_1x2,HT,0,0.00,0.10,1815,0.082382,0.081543,-0.000839
la-liga,chutes_1x2,HT,1,0.10,0.20,223,0.155179,0.228700,0.073520
la-liga,chutes_1x2,HT,2,0.20,0.30,447,0.259849,0.268456,0.008607
la-liga,chutes_1x2,HT,3,0.30,0.40,681,0.347595,0.325991,-0.021604
la-liga,chutes_1x2,HT,4,0.40,0.50,532,0.446091,0.430451,-0.015639
la-liga,chutes_1x2,HT,5,0.50,0.60,719,0.555876,0.591099,0.035223
la-liga,chutes_1x2,HT,6,0.60,0.70,328,0.640699,0.603659,-0.037041
la-liga,chutes_1x2,HT,7,0.70,0.80,291,0.736428,0.735395,-0.001033
la-liga,chutes_1x2,HT,8,0.80,0.90,126,0.841987,0.785714,-0.056272
la-liga,chutes_1x2,HT,9,0.90,1.00,22,0.953136,1.000000,0.046864
la-liga,chutes_alvo,FT,0,0.00,0.10,604,0.070978,0.071192,0.000214
la-liga,chutes_alvo,FT,1,0.10,0.20,6823,0.147179,0.153158,0.005980
la-liga,chutes_alvo,FT,2,0.20,0.30,9638,0.249978,0.258871,0.008893
la-liga,chutes_alvo,FT,3,0.30,0.40,5585,0.366616,0.381558,0.014942
la-liga,chutes_alvo,FT,4,0.40,0.50,6726,0.427551,0.422093,-0.005458
la-liga,chutes_alvo,FT,5,0.50,0.60,6607,0.571913,0.576812,0.004900
la-liga,chutes_alvo,FT,6,0.60,0.70,5701,0.633782,0.618663,-0.015118
la-liga,chutes_alvo,FT,7,0.70,0.80,9639,0.749868,0.741156,-0.008713
la-liga,chutes_alvo,FT,8,0.80,0.90,6611,0.853484,0.849191,-0.004293
la-liga,chutes_alvo,FT,9,0.90,1.00,818,0.946994,0.888753,-0.058241
la-liga,chutes_alvo,HT,0,0.00,0.10,90,0.059753,0.166667,0.106914
la-liga,chutes_alvo,HT,1,0.10,0.20,8550,0.157460,0.156374,-0.001085
la-liga,chutes_alvo,HT,2,0.20,0.30,2420,0.276178,0.282645,0.006466
la-liga,chutes_alvo,HT,3,0.30,0.40,4492,0.314952,0.300757,-0.014195
la-liga,chutes_alvo,HT,4,0.40,0.50,5184,0.476447,0.477045,0.000598
la-liga,chutes_alvo,HT,5,0.50,0.60,5184,0.523333,0.522955,-0.000378
la-liga,chutes_alvo,HT,6,0.60,0.70,4492,0.685059,0.699243,0.014184
la-liga,chutes_alvo,HT,7,0.70,0.80,2420,0.724012,0.717355,-0.006656
