liga,family,period,prob_bin,bin_lo,bin_hi,n,mean_pred,observed_freq,gap
liga-mx,escanteios_handicap,FT,6,0.60,0.70,398,0.653619,0.660804,0.007185
liga-mx,escanteios_handicap,FT,7,0.70,0.80,470,0.754987,0.742553,-0.012433
liga-mx,escanteios_handicap,FT,8,0.80,0.90,555,0.849665,0.823423,-0.026242
liga-mx,escanteios_handicap,FT,9,0.90,1.00,227,0.934862,0.903084,-0.031779
liga-mx,escanteios_handicap,HT,0,0.00,0.10,91,0.068995,0.109890,0.040895
liga-mx,escanteios_handicap,HT,1,0.10,0.20,370,0.152816,0.156757,0.003941
liga-mx,escanteios_handicap,HT,2,0.20,0.30,310,0.260826,0.290323,0.029497
liga-mx,escanteios_handicap,HT,3,0.30,0.40,119,0.341280,0.285714,-0.055566
liga-mx,escanteios_handicap,HT,4,0.40,0.50,60,0.443518,0.450000,0.006482
liga-mx,escanteios_handicap,HT,5,0.50,0.60,58,0.548020,0.517241,-0.030779
liga-mx,escanteios_handicap,HT,6,0.60,0.70,145,0.652661,0.703448,0.050787
liga-mx,escanteios_handicap,HT,7,0.70,0.80,318,0.743477,0.742138,-0.001339
liga-mx,escanteios_handicap,HT,8,0.80,0.90,318,0.847465,0.814465,-0.033000
liga-mx,escanteios_handicap,HT,9,0.90,1.00,123,0.923006,0.894309,-0.028697
liga-mx,escanteios_oddeven,FT,0,0.00,0.10,1,0.076838,0.000000,-0.076838
liga-mx,escanteios_oddeven,FT,4,0.40,0.50,238,0.485093,0.441176,-0.043917
liga-mx,escanteios_oddeven,FT,5,0.50,0.60,238,0.511867,0.558824,0.046956
liga-mx,escanteios_oddeven,FT,9,0.90,1.00,1,0.923162,1.000000,0.076838
liga-mx,escanteios_oddeven,HT,3,0.30,0.40,1,0.351896,0.000000,-0.351896
liga-mx,escanteios_oddeven,HT,4,0.40,0.50,237,0.492565,0.468354,-0.024211
liga-mx,escanteios_oddeven,HT,5,0.50,0.60,239,0.507538,0.531381,0.023843
liga-mx,escanteios_oddeven,HT,6,0.60,0.70,1,0.648104,1.000000,0.351896
liga-mx,faltas,FT,0,0.00,0.10,208,0.079585,0.091346,0.011761
liga-mx,faltas,FT,1,0.10,0.20,627,0.149099,0.165869,0.016770
liga-mx,faltas,FT,2,0.20,0.30,812,0.250331,0.257389,0.007058
liga-mx,faltas,FT,3,0.30,0.40,856,0.353197,0.366822,0.013625
liga-mx,faltas,FT,4,0.40,0.50,841,0.451071,0.444709,-0.006363
liga-mx,faltas,FT,5,0.50,0.60,865,0.549517,0.554913,0.005396
liga-mx,faltas,FT,6,0.60,0.70,830,0.647460,0.634940,-0.012520
liga-mx,faltas,FT,7,0.70,0.80,822,0.749873,0.743309,-0.006564
liga-mx,faltas,FT,8,0.80,0.90,614,0.849997,0.835505,-0.014492
liga-mx,faltas,FT,9,0.90,1.00,217,0.919696,0.898618,-0.021079
liga-mx,gols,2T,0,0.00,0.10,151,0.064887,0.086093,0.021205
liga-mx,gols,2T,1,0.10,0.20,303,0.161017,0.224422,0.063406
liga-mx,gols,2T,2,0.20,0.30,209,0.244182,0.220096,-0.024086
liga-mx,gols,2T,3,0.30,0.40,158,0.357686,0.348101,-0.009584
liga-mx,gols,2T,4,0.40,0.50,135,0.451075,0.392593,-0.058482
liga-mx,gols,2T,5,0.50,0.60,135,0.548925,0.607407,0.058482
liga-mx,gols,2T,6,0.60,0.70,158,0.642314,0.651899,0.009584
liga-mx,gols,2T,7,0.70,0.80,209,0.755818,0.779904,0.024086
liga-mx,gols,2T,8,0.80,0.90,303,0.838983,0.775578,-0.063406
liga-mx,gols,2T,9,0.90,1.00,151,0.935113,0.913907,-0.021205
liga-mx,gols,FT,0,0.00,0.10,1348,0.050115,0.063056,0.012942
liga-mx,gols,FT,1,0.10,0.20,775,0.150330,0.154839,0.004508
liga-mx,gols,FT,2,0.20,0.30,653,0.252739,0.261868,0.009130
liga-mx,gols,FT,3,0.30,0.40,510,0.350583,0.372549,0.021966
liga-mx,gols,FT,4,0.40,0.50,537,0.450078,0.439479,-0.010600
liga-mx,gols,FT,5,0.50,0.60,539,0.549736,0.560297,0.010561
liga-mx,gols,FT,6,0.60,0.70,510,0.649417,0.627451,-0.021966
liga-mx,gols,FT,7,0.70,0.80,653,0.747261,0.738132,-0.009130
liga-mx,gols,FT,8,0.80,0.90,775,0.849670,0.845161,-0.004508
liga-mx,gols,FT,9,0.90,1.00,1348,0.949885,0.936944,-0.012942
liga-mx,gols,HT,0,0.00,0.10,428,0.062554,0.072430,0.009876
liga-mx,gols,HT,1,0.10,0.20,332,0.141691,0.141566,-0.000125
liga-mx,gols,HT,2,0.20,0.30,464,0.266511,0.312500,0.045989
liga-mx,gols,HT,3,0.30,0.40,361,0.349674,0.332410,-0.017264
liga-mx,gols,HT,4,0.40,0.50,327,0.450747,0.425076,-0.025671
liga-mx,gols,HT,5,0.50,0.60,327,0.549253,0.574924,0.025671
liga-mx,gols,HT,6,0.60,0.70,361,0.650326,0.667590,0.017264
liga-mx,gols,HT,7,0.70,0.80,464,0.733489,0.687500,-0.045989
liga-mx,gols,HT,8,0.80,0.90,332,0.858309,0.858434,0.000125
liga-mx,gols,HT,9,0.90,1.00,428,0.937446,0.927570,-0.009876
liga-mx,gols_oddeven,FT,1,0.10,0.20,1,0.137906,0.000000,-0.137906
liga-mx,gols_oddeven,FT,4,0.40,0.50,158,0.492977,0.563291,0.070314
liga-mx,gols_oddeven,FT,5,0.50,0.60,318,0.503490,0.468553,-0.034936
liga-mx,gols_oddeven,FT,8,0.80,0.90,1,0.862094,1.000000,0.137906
liga-mx,gols_oddeven,HT,4,0.40,0.50,239,0.466118,0.464435,-0.001682
liga-mx,gols_oddeven,HT,5,0.50,0.60,239,0.533882,0.535565,0.001682
liga-mx,impedimentos,FT,0,0.00,0.10,18,0.070003,0.111111,0.041108
liga-mx,impedimentos,FT,1,0.10,0.20,408,0.167008,0.166667,-0.000341
liga-mx,impedimentos,FT,2,0.20,0.30,810,0.244697,0.227160,-0.017537
liga-mx,impedimentos,FT,3,0.30,0.40,579,0.347577,0.316062,-0.031515
liga-mx,impedimentos,FT,4,0.40,0.50,570,0.452975,0.464912,0.011937
liga-mx,impedimentos,FT,5,0.50,0.60,575,0.544879,0.535652,-0.009227
liga-mx,impedimentos,FT,6,0.60,0.70,578,0.651619,0.679931,0.028312
liga-mx,impedimentos,FT,7,0.70,0.80,816,0.754485,0.773284,0.018799
liga-mx,impedimentos,FT,8,0.80,0.90,413,0.833569,0.832930,-0.000639
liga-mx,impedimentos,FT,9,0.90,1.00,13,0.930546,0.923077,-0.007469
ligue-1,1x2,FT,0,0.00,0.10,24,0.074999,0.041667,-0.033333
ligue-1,1x2,FT,1,0.10,0.20,500,0.164524,0.160000,-0.004524
ligue-1,1x2,FT,2,0.20,0.30,1979,0.258108,0.246589,-0.011519
ligue-1,1x2,FT,3,0.30,0.40,707,0.343031,0.338048,-0.004983
ligue-1,1x2,FT,4,0.40,0.50,716,0.436257,0.448324,0.012067
ligue-1,1x2,FT,5,0.50,0.60,396,0.545559,0.578283,0.032724
ligue-1,1x2,FT,6,0.60,0.70,185,0.644620,0.648649,0.004029
ligue-1,1x2,FT,7,0.70,0.80,48,0.764516,0.791667,0.027150
ligue-1,1x2,FT,8,0.80,0.90,4,0.824553,0.750000,-0.074553
ligue-1,1x2,FT,9,0.90,1.00,1,0.922175,1.000000,0.077825
ligue-1,1x2,HT,0,0.00,0.10,2,0.049480,0.000000,-0.049480
ligue-1,1x2,HT,1,0.10,0.20,529,0.172899,0.151229,-0.021670
ligue-1,1x2,HT,2,0.20,0.30,1168,0.249198,0.251712,0.002514
ligue-1,1x2,HT,3,0.30,0.40,1443,0.359364,0.386001,0.026638
ligue-1,1x2,HT,4,0.40,0.50,1317,0.431903,0.406226,-0.025677
ligue-1,1x2,HT,5,0.50,0.60,93,0.540723,0.505376,-0.035347
ligue-1,1x2,HT,6,0.60,0.70,7,0.615176,0.857143,0.241967
ligue-1,1x2,HT,7,0.70,0.80,1,0.752511,1.000000,0.247489
ligue-1,btts,FT,2,0.20,0.30,1,0.295108,1.000000,0.704892
ligue-1,btts,FT,3,0.30,0.40,28,0.391282,0.321429,-0.069853
ligue-1,btts,FT,4,0.40,0.50,1491,0.461919,0.468142,0.006223
ligue-1,btts,FT,5,0.50,0.60,1481,0.537663,0.532748,-0.004915
ligue-1,btts,FT,6,0.60,0.70,38,0.606424,0.605263,-0.001161
ligue-1,btts,FT,7,0.70,0.80,1,0.704892,0.000000,-0.704892
ligue-1,btts,HT,1,0.10,0.20,727,0.187329,0.207703,0.020374
ligue-1,btts,HT,2,0.20,0.30,793,0.216189,0.208071,-0.008118
ligue-1,btts,HT,7,0.70,0.80,793,0.783811,0.791929,0.008118
ligue-1,btts,HT,8,0.80,0.90,727,0.812671,0.792297,-0.020374
ligue-1,cartoes,FT,0,0.00,0.10,2681,0.082862,0.087654,0.004792
ligue-1,cartoes,FT,1,0.10,0.20,8401,0.143663,0.139626,-0.004036
ligue-1,cartoes,FT,2,0.20,0.30,3406,0.251771,0.245156,-0.006615
ligue-1,cartoes,FT,3,0.30,0.40,4837,0.353397,0.352078,-0.001319
ligue-1,cartoes,FT,4,0.40,0.50,3528,0.437250,0.437925,0.000675
ligue-1,cartoes,FT,5,0.50,0.60,3422,0.563438,0.563998,0.000559
ligue-1,cartoes,FT,6,0.60,0.70,4996,0.647914,0.649119,0.001205
ligue-1,cartoes,FT,7,0.70,0.80,2855,0.746522,0.749912,0.003391
ligue-1,cartoes,FT,8,0.80,0.90,8756,0.854141,0.858383,0.004242
ligue-1,cartoes,FT,9,0.90,1.00,2718,0.917061,0.912068,-0.004993
ligue-1,cartoes,HT,0,0.00,0.10,1362,0.080455,0.086637,0.006182
ligue-1,cartoes,HT,1,0.10,0.20,4364,0.175159,0.175069,-0.000090
ligue-1,cartoes,HT,2,0.20,0.30,1651,0.252643,0.248940,-0.003703
ligue-1,cartoes,HT,3,0.30,0.40,634,0.350476,0.342271,-0.008204
ligue-1,cartoes,HT,4,0.40,0.50,4135,0.463893,0.470133,0.006240
ligue-1,cartoes,HT,5,0.50,0.60,4170,0.534803,0.530216,-0.004587
ligue-1,cartoes,HT,6,0.60,0.70,627,0.649418,0.655502,0.006084
ligue-1,cartoes,HT,7,0.70,0.80,1932,0.754415,0.757764,0.003349
ligue-1,cartoes,HT,8,0.80,0.90,4081,0.825838,0.826758,0.000920
ligue-1,cartoes,HT,9,0.90,1.00,1364,0.919359,0.913490,-0.005869
ligue-1,cartoes_1x2,FT,1,0.10,0.20,114,0.192870,0.149123,-0.043747
ligue-1,cartoes_1x2,FT,2,0.20,0.30,1899,0.249657,0.257504,0.007847
ligue-1,cartoes_1x2,FT,3,0.30,0.40,1079,0.348548,0.334569,-0.013979
ligue-1,cartoes_1x2,FT,4,0.40,0.50,1273,0.440832,0.429694,-0.011138
ligue-1,cartoes_1x2,FT,5,0.50,0.60,194,0.512077,0.546392,0.034315
ligue-1,cartoes_1x2,FT,6,0.60,0.70,1,0.622588,0.000000,-0.622588
ligue-1,chutes,FT,0,0.00,0.10,899,0.082406,0.082314,-0.000092
ligue-1,chutes,FT,1,0.10,0.20,7921,0.159976,0.157935,-0.002042
ligue-1,chutes,FT,2,0.20,0.30,8241,0.257541,0.255673,-0.001868
ligue-1,chutes,FT,3,0.30,0.40,9877,0.348601,0.348588,-0.000013
ligue-1,chutes,FT,4,0.40,0.50,8016,0.456837,0.452844,-0.003993
ligue-1,chutes,FT,5,0.50,0.60,8035,0.543430,0.547355,0.003925
ligue-1,chutes,FT,6,0.60,0.70,9745,0.651239,0.649872,-0.001367
ligue-1,chutes,FT,7,0.70,0.80,8453,0.742456,0.744706,0.002250
ligue-1,chutes,FT,8,0.80,0.90,7834,0.841097,0.842992,0.001895
ligue-1,chutes,FT,9,0.90,1.00,899,0.917594,0.917686,0.000092
ligue-1,chutes,HT,0,0.00,0.10,83,0.046432,0.072289,0.025858
ligue-1,chutes,HT,1,0.10,0.20,1508,0.158186,0.159151,0.000966
ligue-1,chutes,HT,2,0.20,0.30,4756,0.250784,0.248318,-0.002466
ligue-1,chutes,HT,3,0.30,0.40,4974,0.342613,0.346602,0.003990
ligue-1,chutes,HT,4,0.40,0.50,8439,0.445735,0.439626,-0.006110
ligue-1,chutes,HT,5,0.50,0.60,8399,0.554004,0.560424,0.006420
ligue-1,chutes,HT,6,0.60,0.70,5024,0.656968,0.652667,-0.004301
ligue-1,chutes,HT,7,0.70,0.80,4746,0.749104,0.751791,0.002687
ligue-1,chutes,HT,8,0.80,0.90,1508,0.842168,0.840849,-0.001319
ligue-1,chutes,HT,9,0.90,1.00,83,0.951962,0.927711,-0.024252
ligue-1,chutes_1x2,FT,0,0.00,0.10,1540,0.047945,0.047403,-0.000542
ligue-1,chutes_1x2,FT,1,0.10,0.20,155,0.164372,0.148387,-0.015985
ligue-1,chutes_1x2,FT,2,0.20,0.30,357,0.248754,0.243697,-0.005057
ligue-1,chutes_1x2,FT,3,0.30,0.40,562,0.335969,0.329181,-0.006787
ligue-1,chutes_1x2,FT,4,0.40,0.50,488,0.427849,0.440574,0.012725
ligue-1,chutes_1x2,FT,5,0.50,0.60,519,0.539589,0.520231,-0.019358
ligue-1,chutes_1x2,FT,6,0.60,0.70,560,0.647577,0.667857,0.020280
ligue-1,chutes_1x2,FT,7,0.70,0.80,274,0.737561,0.726277,-0.011283
ligue-1,chutes_1x2,FT,8,0.80,0.90,94,0.825640,0.882979,0.057338
ligue-1,chutes_1x2,FT,9,0.90,1.00,11,0.938591,1.000000,0.061409
ligue-1,chutes_1x2,HT,0,0.00,0.10,1535,0.085046,0.076221,-0.008824
ligue-1,chutes_1x2,HT,1,0.10,0.20,176,0.157855,0.170455,0.012600
ligue-1,chutes_1x2,HT,2,0.20,0.30,377,0.261173,0.233422,-0.027751
ligue-1,chutes_1x2,HT,3,0.30,0.40,632,0.347939,0.341772,-0.006167
ligue-1,chutes_1x2,HT,4,0.40,0.50,566,0.446721,0.462898,0.016176
ligue-1,chutes_1x2,HT,5,0.50,0.60,699,0.554500,0.552217,-0.002283
ligue-1,chutes_1x2,HT,6,0.60,0.70,285,0.639968,0.694737,0.054769
ligue-1,chutes_1x2,HT,7,0.70,0.80,244,0.738766,0.754098,0.015333
ligue-1,chutes_1x2,HT,8,0.80,0.90,45,0.824038,0.844444,0.020406
ligue-1,chutes_1x2,HT,9,0.90,1.00,1,0.909975,1.000000,0.090025
ligue-1,chutes_alvo,FT,0,0.00,0.10,49,0.053192,0.142857,0.089665
ligue-1,chutes_alvo,FT,1,0.10,0.20,4195,0.170750,0.186889,0.016139
ligue-1,chutes_alvo,FT,2,0.20,0.30,7214,0.225434,0.221236,-0.004198
ligue-1,chutes_alvo,FT,3,0.30,0.40,7993,0.337860,0.341799,0.003940
ligue-1,chutes_alvo,FT,4,0.40,0.50,6389,0.448725,0.445297,-0.003429
ligue-1,chutes_alvo,FT,5,0.50,0.60,6407,0.551328,0.555174,0.003846
ligue-1,chutes_alvo,FT,6,0.60,0.70,8007,0.661916,0.658299,-0.003617
ligue-1,chutes_alvo,FT,7,0.70,0.80,7174,0.774929,0.778924,0.003995
ligue-1,chutes_alvo,FT,8,0.80,0.90,4205,0.829284,0.813317,-0.015967
ligue-1,chutes_alvo,FT,9,0.90,1.00,47,0.932415,0.851064,-0.081351
ligue-1,chutes_alvo,HT,0,0.00,0.10,76,0.035012,0.131579,0.096567
ligue-1,chutes_alvo,HT,1,0.10,0.20,6181,0.150589,0.158227,0.007638
ligue-1,chutes_alvo,HT,2,0.20,0.30,3196,0.234161,0.228098,-0.006064
ligue-1,chutes_alvo,HT,3,0.30,0.40,4227,0.359760,0.356754,-0.003006
ligue-1,chutes_alvo,HT,4,0.40,0.50,4544,0.413702,0.410211,-0.003491
ligue-1,chutes_alvo,HT,5,0.50,0.60,4576,0.585590,0.589161,0.003571
ligue-1,chutes_alvo,HT,6,0.60,0.70,4227,0.640703,0.643246,0.002542
ligue-1,chutes_alvo,HT,7,0.70,0.80,3196,0.764752,0.771902,0.007150
ligue-1,chutes_alvo,HT,8,0.80,0.90,6181,0.850186,0.841773,-0.008412
ligue-1,chutes_alvo,HT,9,0.90,1.00,76,0.963696,0.868421,-0.095275
ligue-1,chutes_alvo_1x2,FT,1,0.10,0.20,1520,0.110896,0.122368,0.011472
ligue-1,chutes_alvo_1x2,FT,3,0.30,0.40,1520,0.345041,0.361184,0.016144
ligue-1,chutes_alvo_1x2,FT,5,0.50,0.60,1520,0.544300,0.516447,-0.027852
ligue-1,chutes_alvo_1x2,HT,1,0.10,0.20,1519,0.182458,0.175115,-0.007343
ligue-1,chutes_alvo_1x2,HT,2,0.20,0.30,1,0.200128,1.000000,0.799872
ligue-1,chutes_alvo_1x2,HT,3,0.30,0.40,1520,0.333814,0.369737,0.035922
ligue-1,chutes_alvo_1x2,HT,4,0.40,0.50,1520,0.480883,0.454605,-0.026278
ligue-1,dupla,FT,0,0.00,0.10,1,0.077825,0.000000,-0.077825
ligue-1,dupla,FT,1,0.10,0.20,4,0.175447,0.250000,0.074553
ligue-1,dupla,FT,2,0.20,0.30,48,0.235484,0.208333,-0.027150
ligue-1,dupla,FT,3,0.30,0.40,185,0.355380,0.351351,-0.004029
ligue-1,dupla,FT,4,0.40,0.50,396,0.454441,0.421717,-0.032724
ligue-1,dupla,FT,5,0.50,0.60,716,0.563743,0.551676,-0.012067
ligue-1,dupla,FT,6,0.60,0.70,707,0.656969,0.661952,0.004983
ligue-1,dupla,FT,7,0.70,0.80,1979,0.741892,0.753411,0.011519
ligue-1,dupla,FT,8,0.80,0.90,513,0.837050,0.842105,0.005055
ligue-1,dupla,FT,9,0.90,1.00,11,0.919928,1.000000,0.080072
ligue-1,dupla,HT,2,0.20,0.30,1,0.247489,0.000000,-0.247489
ligue-1,dupla,HT,3,0.30,0.40,7,0.384824,0.142857,-0.241967
ligue-1,dupla,HT,4,0.40,0.50,93,0.459277,0.494624,0.035347
ligue-1,dupla,HT,5,0.50,0.60,1317,0.568097,0.593774,0.025677
ligue-1,dupla,HT,6,0.60,0.70,1443,0.640636,0.613999,-0.026638
ligue-1,dupla,HT,7,0.70,0.80,1168,0.750802,0.748288,-0.002514
ligue-1,dupla,HT,8,0.80,0.90,530,0.827292,0.849057,0.021764
ligue-1,dupla,HT,9,0.90,1.00,1,1.000000,1.000000,0.000000
ligue-1,escanteios,FT,0,0.00,0.10,2314,0.085319,0.089023,0.003704
ligue-1,escanteios,FT,1,0.10,0.20,6810,0.142866,0.150367,0.007501
ligue-1,escanteios,FT,2,0.20,0.30,8028,0.253543,0.254858,0.001315
ligue-1,escanteios,FT,3,0.30,0.40,6206,0.348283,0.352884,0.004602
ligue-1,escanteios,FT,4,0.40,0.50,7290,0.444753,0.448422,0.003669
ligue-1,escanteios,FT,5,0.50,0.60,6692,0.557919,0.555738,-0.002181
ligue-1,escanteios,FT,6,0.60,0.70,6275,0.650392,0.645100,-0.005293
ligue-1,escanteios,FT,7,0.70,0.80,8172,0.747344,0.744126,-0.003218
ligue-1,escanteios,FT,8,0.80,0.90,6705,0.857412,0.852349,-0.005063
ligue-1,escanteios,FT,9,0.90,1.00,2308,0.914741,0.910745,-0.003996
ligue-1,escanteios,HT,0,0.00,0.10,2026,0.071256,0.074038,0.002781
ligue-1,escanteios,HT,1,0.10,0.20,6681,0.155855,0.158210,0.002354
ligue-1,escanteios,HT,2,0.20,0.30,4727,0.252691,0.251957,-0.000734
ligue-1,escanteios,HT,3,0.30,0.40,4597,0.336914,0.334784,-0.002131
ligue-1,escanteios,HT,4,0.40,0.50,4739,0.454588,0.460646,0.006058
ligue-1,escanteios,HT,5,0.50,0.60,4800,0.545362,0.539583,-0.005778
ligue-1,escanteios,HT,6,0.60,0.70,4562,0.664057,0.664182,0.000125
ligue-1,escanteios,HT,7,0.70,0.80,4758,0.747120,0.747583,0.000463
ligue-1,escanteios,HT,8,0.80,0.90,6729,0.842458,0.842473,0.000015
ligue-1,escanteios,HT,9,0.90,1.00,1981,0.928930,0.925795,-0.003135
ligue-1,escanteios_1x2,FT,0,0.00,0.10,1102,0.088972,0.096189,0.007217
ligue-1,escanteios_1x2,FT,1,0.10,0.20,443,0.113031,0.121896,0.008865
ligue-1,escanteios_1x2,FT,2,0.20,0.30,372,0.263337,0.223118,-0.040219
ligue-1,escanteios_1x2,FT,3,0.30,0.40,643,0.348137,0.329705,-0.018433
ligue-1,escanteios_1x2,FT,4,0.40,0.50,972,0.451607,0.448560,-0.003048
ligue-1,escanteios_1x2,FT,5,0.50,0.60,588,0.550584,0.554422,0.003838
ligue-1,escanteios_1x2,FT,6,0.60,0.70,376,0.645733,0.696809,0.051075
ligue-1,escanteios_1x2,FT,7,0.70,0.80,62,0.717912,0.629032,-0.088880
ligue-1,escanteios_1x2,FT,8,0.80,0.90,1,0.872841,1.000000,0.127159
ligue-1,escanteios_1x2,FT,9,0.90,1.00,1,0.907729,1.000000,0.092271
ligue-1,escanteios_1x2,HT,0,0.00,0.10,3,0.096138,0.333333,0.237196
ligue-1,escanteios_1x2,HT,1,0.10,0.20,1532,0.149713,0.150783,0.001070
ligue-1,escanteios_1x2,HT,2,0.20,0.30,339,0.259771,0.230088,-0.029683
ligue-1,escanteios_1x2,HT,3,0.30,0.40,652,0.336374,0.311350,-0.025025
ligue-1,escanteios_1x2,HT,4,0.40,0.50,1315,0.436038,0.438023,0.001985
ligue-1,escanteios_1x2,HT,5,0.50,0.60,530,0.549596,0.590566,0.040970
ligue-1,escanteios_1x2,HT,6,0.60,0.70,185,0.624307,0.627027,0.002720
ligue-1,escanteios_1x2,HT,7,0.70,0.80,2,0.718322,0.500000,-0.218322
ligue-1,escanteios_1x2,HT,8,0.80,0.90,2,0.844376,0.500000,-0.344376
ligue-1,escanteios_handicap,FT,0,0.00,0.10,1038,0.074362,0.078998,0.004636
ligue-1,escanteios_handicap,FT,1,0.10,0.20,3803,0.149333,0.136997,-0.012336
ligue-1,escanteios_handicap,FT,2,0.20,0.30,3364,0.244820,0.233056,-0.011764
ligue-1,escanteios_handicap,FT,3,0.30,0.40,2362,0.347307,0.337849,-0.009458
ligue-1,escanteios_handicap,FT,4,0.40,0.50,1501,0.443192,0.439041,-0.004151
ligue-1,escanteios_handicap,FT,5,0.50,0.60,1826,0.549801,0.555312,0.005511
ligue-1,escanteios_handicap,FT,6,0.60,0.70,2360,0.655147,0.661441,0.006294
ligue-1,escanteios_handicap,FT,7,0.70,0.80,3157,0.754822,0.772569,0.017747
ligue-1,escanteios_handicap,FT,8,0.80,0.90,3663,0.848426,0.860770,0.012344
ligue-1,escanteios_handicap,FT,9,0.90,1.00,1246,0.928693,0.922151,-0.006542
ligue-1,escanteios_handicap,HT,0,0.00,0.10,481,0.081922,0.070686,-0.011236
ligue-1,escanteios_handicap,HT,1,0.10,0.20,2355,0.150886,0.151168,0.000282
ligue-1,escanteios_handicap,HT,2,0.20,0.30,2038,0.256099,0.267419,0.011320
ligue-1,escanteios_handicap,HT,3,0.30,0.40,860,0.342101,0.332558,-0.009543
ligue-1,escanteios_handicap,HT,4,0.40,0.50,351,0.438009,0.481481,0.043472
ligue-1,escanteios_handicap,HT,5,0.50,0.60,267,0.539607,0.479401,-0.060207
ligue-1,escanteios_handicap,HT,6,0.60,0.70,926,0.648939,0.647948,-0.000991
ligue-1,escanteios_handicap,HT,7,0.70,0.80,2113,0.743655,0.733554,-0.010101
ligue-1,escanteios_handicap,HT,8,0.80,0.90,2077,0.846302,0.854598,0.008296
ligue-1,escanteios_handicap,HT,9,0.90,1.00,692,0.921355,0.920520,-0.000834
ligue-1,escanteios_oddeven,FT,3,0.30,0.40,1,0.385657,0.000000,-0.385657
ligue-1,escanteios_oddeven,FT,4,0.40,0.50,1519,0.483409,0.485846,0.002437
ligue-1,escanteios_oddeven,FT,5,0.50,0.60,1518,0.512063,0.514493,0.002430
ligue-1,escanteios_oddeven,FT,6,0.60,0.70,2,0.637389,0.500000,-0.137389
ligue-1,escanteios_oddeven,HT,4,0.40,0.50,1519,0.494496,0.502304,0.007808
ligue-1,escanteios_oddeven,HT,5,0.50,0.60,1521,0.505756,0.497699,-0.008058
ligue-1,faltas,FT,0,0.00,0.10,1669,0.088183,0.092271,0.004088
ligue-1,faltas,FT,1,0.10,0.20,3660,0.159226,0.159563,0.000337
ligue-1,faltas,FT,2,0.20,0.30,5189,0.255639,0.259973,0.004334
ligue-1,faltas,FT,3,0.30,0.40,5482,0.347275,0.343123,-0.004152
ligue-1,faltas,FT,4,0.40,0.50,5280,0.448120,0.455114,0.006994
ligue-1,faltas,FT,5,0.50,0.60,5280,0.551880,0.544886,-0.006994
ligue-1,faltas,FT,6,0.60,0.70,5483,0.652307,0.656757,0.004450
ligue-1,faltas,FT,7,0.70,0.80,5175,0.745517,0.740290,-0.005227
ligue-1,faltas,FT,8,0.80,0.90,3652,0.841339,0.839814,-0.001526
ligue-1,faltas,FT,9,0.90,1.00,1690,0.911994,0.907101,-0.004893
ligue-1,gols,2T,0,0.00,0.10,1080,0.058111,0.062963,0.004852
ligue-1,gols,2T,1,0.10,0.20,1874,0.148452,0.157951,0.009498
ligue-1,gols,2T,2,0.20,0.30,1335,0.247561,0.237453,-0.010107
ligue-1,gols,2T,3,0.30,0.40,581,0.337963,0.328744,-0.009219
ligue-1,gols,2T,4,0.40,0.50,1210,0.451325,0.446281,-0.005044
ligue-1,gols,2T,5,0.50,0.60,1210,0.548675,0.553719,0.005044
ligue-1,gols,2T,6,0.60,0.70,581,0.662037,0.671256,0.009219
ligue-1,gols,2T,7,0.70,0.80,1335,0.752439,0.762547,0.010107
ligue-1,gols,2T,8,0.80,0.90,1874,0.851548,0.842049,-0.009498
ligue-1,gols,2T,9,0.90,1.00,1080,0.941889,0.937037,-0.004852
ligue-1,gols,FT,0,0.00,0.10,8806,0.047589,0.051102,0.003513
ligue-1,gols,FT,1,0.10,0.20,4733,0.151970,0.152969,0.000999
ligue-1,gols,FT,2,0.20,0.30,3916,0.254425,0.254341,-0.000084
ligue-1,gols,FT,3,0.30,0.40,3952,0.351090,0.346660,-0.004430
ligue-1,gols,FT,4,0.40,0.50,2913,0.460632,0.462067,0.001435
ligue-1,gols,FT,5,0.50,0.60,2913,0.539368,0.537933,-0.001435
ligue-1,gols,FT,6,0.60,0.70,3952,0.648910,0.653340,0.004430
ligue-1,gols,FT,7,0.70,0.80,3916,0.745575,0.745659,0.000084
ligue-1,gols,FT,8,0.80,0.90,4733,0.848030,0.847031,-0.000999
ligue-1,gols,FT,9,0.90,1.00,8806,0.952411,0.948898,-0.003513
ligue-1,gols,HT,0,0.00,0.10,2605,0.059393,0.062956,0.003563
ligue-1,gols,HT,1,0.10,0.20,2738,0.136616,0.140248,0.003632
ligue-1,gols,HT,2,0.20,0.30,1776,0.268222,0.272523,0.004301
ligue-1,gols,HT,3,0.30,0.40,3359,0.343501,0.342066,-0.001435
ligue-1,gols,HT,4,0.40,0.50,1672,0.470496,0.466507,-0.003989
ligue-1,gols,HT,5,0.50,0.60,1692,0.529155,0.533097,0.003942
ligue-1,gols,HT,6,0.60,0.70,3359,0.656499,0.657934,0.001435
ligue-1,gols,HT,7,0.70,0.80,1776,0.731778,0.727477,-0.004301
ligue-1,gols,HT,8,0.80,0.90,2738,0.863384,0.859752,-0.003632
ligue-1,gols,HT,9,0.90,1.00,2605,0.940607,0.937044,-0.003563
ligue-1,gols_oddeven,FT,2,0.20,0.30,1,0.207758,0.000000,-0.207758
ligue-1,gols_oddeven,FT,4,0.40,0.50,1165,0.494499,0.485837,-0.008662
ligue-1,gols_oddeven,FT,5,0.50,0.60,1873,0.503421,0.508809,0.005388
