idx,market_key,family,scope,period,direction,line,run_0010_market_odd,run_0010_edge_pct,run_0010_certified,audit_status,before_run_odd,before_run_criado_em,latest_odd,latest_criado_em,latest_mercado,latest_selecao,latest_linha,global_matches_with_same_market_key,global_quotes_with_same_market_key,audit_comment
627,chutes_total_ft_over_26_5,chutes,total,FT,over,26.5,1.73,8.11,True,RESOLVIDO_NO_RUN_0010,1.73,2026-05-19 16:32:07,2.27,2026-05-19 18:33:05,Total de Finalizações,Mais de 26.5,26.5,415,477,RUN #0010 recebeu odd no slot.
628,chutes_total_ft_under_26_5,chutes,total,FT,under,26.5,1.97,-26.08,False,RESOLVIDO_NO_RUN_0010,1.97,2026-05-19 16:32:07,1.53,2026-05-19 18:33:05,Total de Finalizações,Menos de 26.5,26.5,415,477,RUN #0010 recebeu odd no slot.
629,chutes_total_ft_over_27_5,chutes,total,FT,over,27.5,1.97,19.29,False,RESOLVIDO_NO_RUN_0010,1.97,2026-05-19 16:32:07,2.65,2026-05-19 18:33:05,Total de Finalizações,Mais de 27.5,27.5,281,335,RUN #0010 recebeu odd no slot.
630,chutes_total_ft_under_27_5,chutes,total,FT,under,27.5,1.73,-31.93,False,RESOLVIDO_NO_RUN_0010,1.73,2026-05-19 16:32:07,1.38,2026-05-19 18:33:05,Total de Finalizações,Menos de 27.5,27.5,281,335,RUN #0010 recebeu odd no slot.
631,chutes_total_ft_over_28_5,chutes,total,FT,over,28.5,2.27,18.42,False,RESOLVIDO_NO_RUN_0010,2.27,2026-05-19 16:32:07,2.4,2026-05-19 18:03:23,Total de Finalizações,Mais de 28.5,28.5,136,177,RUN #0010 recebeu odd no slot.
632,chutes_total_ft_under_28_5,chutes,total,FT,under,28.5,1.53,-26.81,False,RESOLVIDO_NO_RUN_0010,1.53,2026-05-19 16:32:07,1.48,2026-05-19 18:03:23,Total de Finalizações,Menos de 28.5,28.5,136,177,RUN #0010 recebeu odd no slot.
633,chutes_total_ft_over_29_5,chutes,total,FT,over,29.5,2.55,24.47,False,RESOLVIDO_NO_RUN_0010,2.55,2026-05-19 13:24:09,2.62,2026-05-19 17:33:06,Total de Finalizações,Mais de 29.5,29.5,51,60,RUN #0010 recebeu odd no slot.
634,chutes_total_ft_under_29_5,chutes,total,FT,under,29.5,1.42,-27.68,False,RESOLVIDO_NO_RUN_0010,1.42,2026-05-19 13:24:09,1.39,2026-05-19 17:33:06,Total de Finalizações,Menos de 29.5,29.5,51,60,RUN #0010 recebeu odd no slot.
635,chutes_total_ft_over_30_5,chutes,total,FT,over,30.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,10,13,"A market_key existe em outros jogos no banco, mas nao para este confronto."
636,chutes_total_ft_under_30_5,chutes,total,FT,under,30.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,10,13,"A market_key existe em outros jogos no banco, mas nao para este confronto."
637,chutes_home_ft_over_8_5,chutes,home,FT,over,8.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
638,chutes_home_ft_under_8_5,chutes,home,FT,under,8.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
639,chutes_home_ft_over_10_5,chutes,home,FT,over,10.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
640,chutes_home_ft_under_10_5,chutes,home,FT,under,10.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
641,chutes_home_ft_over_12_5,chutes,home,FT,over,12.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
642,chutes_home_ft_under_12_5,chutes,home,FT,under,12.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
643,chutes_home_ft_over_13_5,chutes,home,FT,over,13.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
644,chutes_home_ft_under_13_5,chutes,home,FT,under,13.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
645,chutes_home_ft_over_14_5,chutes,home,FT,over,14.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
646,chutes_home_ft_under_14_5,chutes,home,FT,under,14.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
647,chutes_home_ft_over_15_5,chutes,home,FT,over,15.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
648,chutes_home_ft_under_15_5,chutes,home,FT,under,15.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
649,chutes_away_ft_over_8_5,chutes,away,FT,over,8.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
650,chutes_away_ft_under_8_5,chutes,away,FT,under,8.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
651,chutes_away_ft_over_10_5,chutes,away,FT,over,10.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
652,chutes_away_ft_under_10_5,chutes,away,FT,under,10.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
653,chutes_away_ft_over_12_5,chutes,away,FT,over,12.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
654,chutes_away_ft_under_12_5,chutes,away,FT,under,12.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
655,chutes_away_ft_over_13_5,chutes,away,FT,over,13.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
656,chutes_away_ft_under_13_5,chutes,away,FT,under,13.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
657,chutes_away_ft_over_14_5,chutes,away,FT,over,14.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
658,chutes_away_ft_under_14_5,chutes,away,FT,under,14.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
659,chutes_away_ft_over_15_5,chutes,away,FT,over,15.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
660,chutes_away_ft_under_15_5,chutes,away,FT,under,15.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
661,chutes_total_ht_over_8_5,chutes,total,HT,over,8.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,1.33,2026-05-19 19:03:21,1º Tempo - Total de Finalizações,Mais de 8.5,8.5,1,1,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
662,chutes_total_ht_under_8_5,chutes,total,HT,under,8.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,2.85,2026-05-19 19:03:21,1º Tempo - Total de Finalizações,Menos de 8.5,8.5,1,1,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
663,chutes_total_ht_over_9_5,chutes,total,HT,over,9.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,1.83,2026-05-19 19:03:21,1º Tempo - Total de Finalizações,Mais de 9.5,9.5,14,15,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
664,chutes_total_ht_under_9_5,chutes,total,HT,under,9.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,1.87,2026-05-19 19:03:21,1º Tempo - Total de Finalizações,Menos de 9.5,9.5,14,15,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
665,chutes_total_ht_over_10_5,chutes,total,HT,over,10.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,2.65,2026-05-19 19:03:21,1º Tempo - Total de Finalizações,Mais de 10.5,10.5,189,205,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
666,chutes_total_ht_under_10_5,chutes,total,HT,under,10.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,1.38,2026-05-19 19:03:21,1º Tempo - Total de Finalizações,Menos de 10.5,10.5,189,205,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
667,chutes_total_ht_over_11_5,chutes,total,HT,over,11.5,1.59,9.19,True,RESOLVIDO_NO_RUN_0010,1.59,2026-05-19 16:32:07,2.02,2026-05-19 18:33:05,1º Tempo - Total de Finalizações,Mais de 11.5,11.5,315,351,RUN #0010 recebeu odd no slot.
668,chutes_total_ht_under_11_5,chutes,total,HT,under,11.5,2.17,-31.99,False,RESOLVIDO_NO_RUN_0010,2.17,2026-05-19 16:32:07,1.7,2026-05-19 18:33:05,1º Tempo - Total de Finalizações,Menos de 11.5,11.5,315,351,RUN #0010 recebeu odd no slot.
669,chutes_total_ht_over_12_5,chutes,total,HT,over,12.5,1.92,13.52,True,RESOLVIDO_NO_RUN_0010,1.92,2026-05-19 16:32:07,2.55,2026-05-19 18:33:05,1º Tempo - Total de Finalizações,Mais de 12.5,12.5,138,195,RUN #0010 recebeu odd no slot.
670,chutes_total_ht_under_12_5,chutes,total,HT,under,12.5,1.77,-27.65,False,RESOLVIDO_NO_RUN_0010,1.77,2026-05-19 16:32:07,1.42,2026-05-19 18:33:05,1º Tempo - Total de Finalizações,Menos de 12.5,12.5,138,195,RUN #0010 recebeu odd no slot.
671,chutes_home_ht_over_3_5,chutes,home,HT,over,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
672,chutes_home_ht_under_3_5,chutes,home,HT,under,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
673,chutes_home_ht_over_4_5,chutes,home,HT,over,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
674,chutes_home_ht_under_4_5,chutes,home,HT,under,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
675,chutes_home_ht_over_5_5,chutes,home,HT,over,5.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
676,chutes_home_ht_under_5_5,chutes,home,HT,under,5.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
677,chutes_home_ht_over_6_5,chutes,home,HT,over,6.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
678,chutes_home_ht_under_6_5,chutes,home,HT,under,6.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
679,chutes_away_ht_over_3_5,chutes,away,HT,over,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
680,chutes_away_ht_under_3_5,chutes,away,HT,under,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
681,chutes_away_ht_over_4_5,chutes,away,HT,over,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
682,chutes_away_ht_under_4_5,chutes,away,HT,under,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
683,chutes_away_ht_over_5_5,chutes,away,HT,over,5.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
684,chutes_away_ht_under_5_5,chutes,away,HT,under,5.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
685,chutes_away_ht_over_6_5,chutes,away,HT,over,6.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
686,chutes_away_ht_under_6_5,chutes,away,HT,under,6.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
687,cartoes_total_ft_over_1_5,cartoes,total,FT,over,1.5,1.06,-3.78,False,RESOLVIDO_NO_RUN_0010,1.06,2026-05-19 16:32:07,1.12,2026-05-19 19:03:21,Total de Cartões,Mais de 1.5,1.5,21,57,RUN #0010 recebeu odd no slot.
688,cartoes_total_ft_under_1_5,cartoes,total,FT,under,1.5,8,-25.91,False,RESOLVIDO_NO_RUN_0010,8.0,2026-05-19 16:32:07,10.5,2026-05-19 19:33:03,Total de Cartões,Menos de 1.5,1.5,98,141,RUN #0010 recebeu odd no slot.
689,cartoes_total_ft_over_2_5,cartoes,total,FT,over,2.5,1.23,0.53,False,RESOLVIDO_NO_RUN_0010,1.23,2026-05-19 16:32:07,1.12,2026-05-19 20:03:04,Total de Cartões,Mais de 2.5,2.5,348,418,RUN #0010 recebeu odd no slot.
690,cartoes_total_ft_under_2_5,cartoes,total,FT,under,2.5,3.85,-28.79,False,RESOLVIDO_NO_RUN_0010,3.85,2026-05-19 16:32:07,4.5,2026-05-19 20:03:04,Total de Cartões,Menos de 2.5,2.5,446,519,RUN #0010 recebeu odd no slot.
691,cartoes_total_ft_over_3_5,cartoes,total,FT,over,3.5,1.56,-3.03,False,RESOLVIDO_NO_RUN_0010,1.56,2026-05-19 16:32:07,1.67,2026-05-19 20:03:04,Total de Cartões,Mais de 3.5,3.5,636,735,RUN #0010 recebeu odd no slot.
692,cartoes_total_ft_under_3_5,cartoes,total,FT,under,3.5,2.32,-12.37,False,RESOLVIDO_NO_RUN_0010,2.32,2026-05-19 16:32:07,2.05,2026-05-19 20:03:04,Total de Cartões,Menos de 3.5,3.5,656,755,RUN #0010 recebeu odd no slot.
693,cartoes_total_ft_over_4_5,cartoes,total,FT,over,4.5,2.15,-2.28,False,RESOLVIDO_NO_RUN_0010,2.15,2026-05-19 16:32:07,2.85,2026-05-19 20:03:04,Total de Cartões,Mais de 4.5,4.5,872,991,RUN #0010 recebeu odd no slot.
694,cartoes_total_ft_under_4_5,cartoes,total,FT,under,4.5,1.65,-9.84,False,RESOLVIDO_NO_RUN_0010,1.65,2026-05-19 16:32:07,1.33,2026-05-19 20:03:04,Total de Cartões,Menos de 4.5,4.5,868,982,RUN #0010 recebeu odd no slot.
695,cartoes_total_ft_over_5_5,cartoes,total,FT,over,5.5,3.2,-13.02,False,RESOLVIDO_NO_RUN_0010,3.2,2026-05-19 16:32:07,5.0,2026-05-19 20:03:04,Total de Cartões,Mais de 5.5,5.5,831,940,RUN #0010 recebeu odd no slot.
696,cartoes_total_ft_under_5_5,cartoes,total,FT,under,5.5,1.32,-3.99,False,RESOLVIDO_NO_RUN_0010,1.32,2026-05-19 16:32:07,1.1,2026-05-19 20:03:04,Total de Cartões,Menos de 5.5,5.5,757,864,RUN #0010 recebeu odd no slot.
697,cartoes_total_ft_over_6_5,cartoes,total,FT,over,6.5,4.9,-16.01,False,RESOLVIDO_NO_RUN_0010,4.9,2026-05-19 16:32:07,8.75,2026-05-19 20:03:04,Total de Cartões,Mais de 6.5,6.5,521,617,RUN #0010 recebeu odd no slot.
698,cartoes_total_ft_under_6_5,cartoes,total,FT,under,6.5,1.15,-4.71,False,RESOLVIDO_NO_RUN_0010,1.15,2026-05-19 16:32:07,1.004,2026-05-19 20:03:04,Total de Cartões,Menos de 6.5,6.5,414,510,RUN #0010 recebeu odd no slot.
699,cartoes_total_ft_over_7_5,cartoes,total,FT,over,7.5,7.8,-17.98,False,RESOLVIDO_NO_RUN_0010,7.8,2026-05-19 16:32:07,17.0,2026-05-19 20:03:04,Total de Cartões,Mais de 7.5,7.5,114,163,RUN #0010 recebeu odd no slot.
700,cartoes_total_ft_under_7_5,cartoes,total,FT,under,7.5,1.06,-5.17,False,RESOLVIDO_NO_RUN_0010,1.06,2026-05-19 16:32:07,1.005,2026-05-19 19:33:03,Total de Cartões,Menos de 7.5,7.5,79,126,RUN #0010 recebeu odd no slot.
701,cartoes_home_ft_over_0_5,cartoes,home,FT,over,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
702,cartoes_home_ft_under_0_5,cartoes,home,FT,under,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
703,cartoes_home_ft_over_1_5,cartoes,home,FT,over,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
704,cartoes_home_ft_under_1_5,cartoes,home,FT,under,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
705,cartoes_home_ft_over_2_5,cartoes,home,FT,over,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
706,cartoes_home_ft_under_2_5,cartoes,home,FT,under,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
707,cartoes_home_ft_over_3_5,cartoes,home,FT,over,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
708,cartoes_home_ft_under_3_5,cartoes,home,FT,under,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
709,cartoes_away_ft_over_0_5,cartoes,away,FT,over,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
710,cartoes_away_ft_under_0_5,cartoes,away,FT,under,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
711,cartoes_away_ft_over_1_5,cartoes,away,FT,over,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
712,cartoes_away_ft_under_1_5,cartoes,away,FT,under,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
713,cartoes_away_ft_over_2_5,cartoes,away,FT,over,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
714,cartoes_away_ft_under_2_5,cartoes,away,FT,under,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
715,cartoes_away_ft_over_3_5,cartoes,away,FT,over,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
716,cartoes_away_ft_under_3_5,cartoes,away,FT,under,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
717,cartoes_total_ht_over_0_5,cartoes,total,HT,over,0.5,1.21,-12.26,False,RESOLVIDO_NO_RUN_0010,1.21,2026-05-19 16:32:07,1.83,2026-05-19 19:03:21,1º Tempo - Total de Cartões,Mais de 0.5,0.5,270,340,RUN #0010 recebeu odd no slot.
718,cartoes_total_ht_under_0_5,cartoes,total,HT,under,0.5,3.7,0.6,False,RESOLVIDO_NO_RUN_0010,3.7,2026-05-19 16:32:07,1.78,2026-05-19 19:03:21,1º Tempo - Total de Cartões,Menos de 0.5,0.5,332,402,RUN #0010 recebeu odd no slot.
719,cartoes_total_ht_over_1_5,cartoes,total,HT,over,1.5,2,-13.73,False,RESOLVIDO_NO_RUN_0010,2.0,2026-05-19 16:32:07,4.05,2026-05-19 19:03:21,1º Tempo - Total de Cartões,Mais de 1.5,1.5,886,1005,RUN #0010 recebeu odd no slot.
720,cartoes_total_ht_under_1_5,cartoes,total,HT,under,1.5,1.74,-1.06,False,RESOLVIDO_NO_RUN_0010,1.74,2026-05-19 16:32:07,1.1,2026-05-19 19:03:21,1º Tempo - Total de Cartões,Menos de 1.5,1.5,886,1005,RUN #0010 recebeu odd no slot.
721,cartoes_total_ht_over_2_5,cartoes,total,HT,over,2.5,3.7,-34.23,False,RESOLVIDO_NO_RUN_0010,3.7,2026-05-19 16:32:07,8.25,2026-05-19 19:03:21,1º Tempo - Total de Cartões,Mais de 2.5,2.5,308,372,RUN #0010 recebeu odd no slot.
722,cartoes_total_ht_under_2_5,cartoes,total,HT,under,2.5,1.21,-0.5,False,RESOLVIDO_NO_RUN_0010,1.21,2026-05-19 16:32:07,1.12,2026-05-19 18:33:05,1º Tempo - Total de Cartões,Menos de 2.5,2.5,162,222,RUN #0010 recebeu odd no slot.
723,cartoes_total_ht_over_3_5,cartoes,total,HT,over,3.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,15.0,2026-05-19 19:03:21,1º Tempo - Total de Cartões,Mais de 3.5,3.5,7,13,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
724,cartoes_total_ht_under_3_5,cartoes,total,HT,under,3.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,1.001,2026-05-19 19:03:21,1º Tempo - Total de Cartões,Menos de 3.5,3.5,5,10,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
