idx,market_key,family,scope,period,direction,line,run_0010_market_odd,run_0010_edge_pct,run_0010_certified,audit_status,before_run_odd,before_run_criado_em,latest_odd,latest_criado_em,latest_mercado,latest_selecao,latest_linha,global_matches_with_same_market_key,global_quotes_with_same_market_key,audit_comment
528,gols_home_ht_under_0_5,gols,home,HT,under,0.5,,,False,GAP_EXTRACAO_NORMALIZACAO_TEAM_MARKET,,,,,,,,0,0,Mercado confirmado no bookline como 1º Tempo - Total de Gols do Time; ausencia no snapshot local era bug de normalizacao que descartava scope equipe.
529,gols_home_ht_over_1_5,gols,home,HT,over,1.5,,,False,GAP_EXTRACAO_NORMALIZACAO_TEAM_MARKET,,,,,,,,0,0,Mercado confirmado no bookline como 1º Tempo - Total de Gols do Time; ausencia no snapshot local era bug de normalizacao que descartava scope equipe.
530,gols_home_ht_under_1_5,gols,home,HT,under,1.5,,,False,GAP_EXTRACAO_NORMALIZACAO_TEAM_MARKET,,,,,,,,0,0,Mercado confirmado no bookline como 1º Tempo - Total de Gols do Time; ausencia no snapshot local era bug de normalizacao que descartava scope equipe.
531,gols_away_ht_over_0_5,gols,away,HT,over,0.5,,,False,GAP_EXTRACAO_NORMALIZACAO_TEAM_MARKET,,,,,,,,0,0,Mercado confirmado no bookline como 1º Tempo - Total de Gols do Time; ausencia no snapshot local era bug de normalizacao que descartava scope equipe.
532,gols_away_ht_under_0_5,gols,away,HT,under,0.5,,,False,GAP_EXTRACAO_NORMALIZACAO_TEAM_MARKET,,,,,,,,0,0,Mercado confirmado no bookline como 1º Tempo - Total de Gols do Time; ausencia no snapshot local era bug de normalizacao que descartava scope equipe.
533,gols_away_ht_over_1_5,gols,away,HT,over,1.5,,,False,GAP_EXTRACAO_NORMALIZACAO_TEAM_MARKET,,,,,,,,0,0,Mercado confirmado no bookline como 1º Tempo - Total de Gols do Time; ausencia no snapshot local era bug de normalizacao que descartava scope equipe.
534,gols_away_ht_under_1_5,gols,away,HT,under,1.5,,,False,GAP_EXTRACAO_NORMALIZACAO_TEAM_MARKET,,,,,,,,0,0,Mercado confirmado no bookline como 1º Tempo - Total de Gols do Time; ausencia no snapshot local era bug de normalizacao que descartava scope equipe.
535,btts_total_ft_sim,btts,total,FT,sim,,1.55,-13.86,False,RESOLVIDO_NO_RUN_0010,1.55,2026-05-19 16:32:07,1.9,2026-05-19 20:03:04,Ambas as Equipes Marcam,Sim,,1079,4788,RUN #0010 recebeu odd no slot.
536,btts_total_ft_nao,btts,total,FT,nao,,2.4,6.63,True,RESOLVIDO_NO_RUN_0010,2.4,2026-05-19 16:32:07,1.87,2026-05-19 20:03:04,Ambas as Equipes Marcam,Não,,1079,4639,RUN #0010 recebeu odd no slot.
537,btts_total_ht_sim,btts,total,HT,sim,,3.65,-24.74,False,RESOLVIDO_NO_RUN_0010,3.65,2026-05-19 16:32:07,15.0,2026-05-19 19:03:21,1° Tempo - Ambas as Equipes Marcam,Sim,,26,120,RUN #0010 recebeu odd no slot.
538,btts_total_ht_nao,btts,total,HT,nao,,1.27,0.81,False,RESOLVIDO_NO_RUN_0010,1.27,2026-05-19 16:32:07,1.02,2026-05-19 19:03:21,1° Tempo - Ambas as Equipes Marcam,Não,,26,120,RUN #0010 recebeu odd no slot.
539,1x2_total_ft_home,1x2,total,FT,home,,4.9,29.5,False,RESOLVIDO_NO_RUN_0010,4.9,2026-05-19 16:32:07,1.62,2026-05-19 20:03:04,Resultado Final,1,,1041,1184,RUN #0010 recebeu odd no slot.
540,1x2_total_ft_draw,1x2,total,FT,draw,,4.35,12.14,False,RESOLVIDO_NO_RUN_0010,4.35,2026-05-19 16:32:07,3.15,2026-05-19 20:03:04,Resultado Final,X,,1029,1168,RUN #0010 recebeu odd no slot.
541,1x2_total_ft_away,1x2,total,FT,away,,1.64,-22.98,False,RESOLVIDO_NO_RUN_0010,1.64,2026-05-19 16:32:07,8.0,2026-05-19 20:03:04,Resultado Final,2,,877,1018,RUN #0010 recebeu odd no slot.
542,1x2_total_ht_home,1x2,total,HT,home,,4.55,20.46,False,RESOLVIDO_NO_RUN_0010,4.55,2026-05-19 16:32:07,7.5,2026-05-19 19:03:21,1º Tempo - Resultado (1X2),1,,26,121,RUN #0010 recebeu odd no slot.
543,1x2_total_ht_draw,1x2,total,HT,draw,,2.65,13.78,True,RESOLVIDO_NO_RUN_0010,2.65,2026-05-19 16:32:07,1.5,2026-05-19 19:03:21,1º Tempo - Resultado (1X2),X,,26,121,RUN #0010 recebeu odd no slot.
544,1x2_total_ht_away,1x2,total,HT,away,,2.07,-32.41,False,RESOLVIDO_NO_RUN_0010,2.07,2026-05-19 16:32:07,3.75,2026-05-19 19:03:21,1º Tempo - Resultado (1X2),2,,26,121,RUN #0010 recebeu odd no slot.
545,escanteios_total_ft_over_7_5,escanteios,total,FT,over,7.5,1.18,-19.17,False,RESOLVIDO_NO_RUN_0010,1.18,2026-05-19 16:32:07,1.28,2026-05-19 19:33:03,Total de Escanteios,Mais de 7.5,7.5,994,1126,RUN #0010 recebeu odd no slot.
546,escanteios_total_ft_under_7_5,escanteios,total,FT,under,7.5,4.45,40.19,False,RESOLVIDO_NO_RUN_0010,4.45,2026-05-19 16:32:07,3.25,2026-05-19 19:33:03,Total de Escanteios,Menos de 7.5,7.5,998,1131,RUN #0010 recebeu odd no slot.
547,escanteios_total_ft_over_8_5,escanteios,total,FT,over,8.5,1.32,-9.89,False,RESOLVIDO_NO_RUN_0010,1.32,2026-05-19 16:32:07,1.53,2026-05-19 19:33:03,Total de Escanteios,Mais de 8.5,8.5,1001,1141,RUN #0010 recebeu odd no slot.
548,escanteios_total_ft_under_8_5,escanteios,total,FT,under,8.5,3.2,1.55,False,RESOLVIDO_NO_RUN_0010,3.2,2026-05-19 16:32:07,2.35,2026-05-19 19:33:03,Total de Escanteios,Menos de 8.5,8.5,1001,1141,RUN #0010 recebeu odd no slot.
549,escanteios_total_ft_over_9_5,escanteios,total,FT,over,9.5,1.51,-9.17,False,RESOLVIDO_NO_RUN_0010,1.51,2026-05-19 16:32:07,1.95,2026-05-19 19:33:03,Total de Escanteios,Mais de 9.5,9.5,1001,1141,RUN #0010 recebeu odd no slot.
550,escanteios_total_ft_under_9_5,escanteios,total,FT,under,9.5,2.45,-2.37,False,RESOLVIDO_NO_RUN_0010,2.45,2026-05-19 16:32:07,1.8,2026-05-19 19:33:03,Total de Escanteios,Menos de 9.5,9.5,1001,1141,RUN #0010 recebeu odd no slot.
551,escanteios_total_ft_over_10_5,escanteios,total,FT,over,10.5,1.78,-7.31,False,RESOLVIDO_NO_RUN_0010,1.78,2026-05-19 16:32:07,2.5,2026-05-19 19:33:03,Total de Escanteios,Mais de 10.5,10.5,1001,1141,RUN #0010 recebeu odd no slot.
552,escanteios_total_ft_under_10_5,escanteios,total,FT,under,10.5,1.95,-6.54,False,RESOLVIDO_NO_RUN_0010,1.95,2026-05-19 16:32:07,1.47,2026-05-19 19:33:03,Total de Escanteios,Menos de 10.5,10.5,1001,1140,RUN #0010 recebeu odd no slot.
553,escanteios_total_ft_over_11_5,escanteios,total,FT,over,11.5,2.17,-6.11,False,RESOLVIDO_NO_RUN_0010,2.17,2026-05-19 16:32:07,3.35,2026-05-19 19:33:03,Total de Escanteios,Mais de 11.5,11.5,1001,1140,RUN #0010 recebeu odd no slot.
554,escanteios_total_ft_under_11_5,escanteios,total,FT,under,11.5,1.64,-7.01,False,RESOLVIDO_NO_RUN_0010,1.64,2026-05-19 16:32:07,1.25,2026-05-19 19:33:03,Total de Escanteios,Menos de 11.5,11.5,991,1130,RUN #0010 recebeu odd no slot.
555,escanteios_total_ft_over_12_5,escanteios,total,FT,over,12.5,2.72,7.71,True,RESOLVIDO_NO_RUN_0010,2.72,2026-05-19 16:32:07,1.03,2026-05-19 20:03:04,Total de Escanteios,Mais de 12.5,12.5,960,1098,RUN #0010 recebeu odd no slot.
556,escanteios_total_ft_under_12_5,escanteios,total,FT,under,12.5,1.43,-13.65,False,RESOLVIDO_NO_RUN_0010,1.43,2026-05-19 16:32:07,7.75,2026-05-19 20:03:04,Total de Escanteios,Menos de 12.5,12.5,773,902,RUN #0010 recebeu odd no slot.
557,escanteios_total_ft_over_13_5,escanteios,total,FT,over,13.5,3.45,15.64,False,RESOLVIDO_NO_RUN_0010,3.45,2026-05-19 16:32:07,1.25,2026-05-19 20:03:04,Total de Escanteios,Mais de 13.5,13.5,593,705,RUN #0010 recebeu odd no slot.
558,escanteios_total_ft_under_13_5,escanteios,total,FT,under,13.5,1.28,-14.82,False,RESOLVIDO_NO_RUN_0010,1.28,2026-05-19 16:32:07,3.4,2026-05-19 20:03:04,Total de Escanteios,Menos de 13.5,13.5,208,306,RUN #0010 recebeu odd no slot.
559,escanteios_total_ft_over_14_5,escanteios,total,FT,over,14.5,4.5,13.4,True,RESOLVIDO_NO_RUN_0010,4.5,2026-05-19 16:32:07,1.7,2026-05-19 20:03:04,Total de Escanteios,Mais de 14.5,14.5,67,165,RUN #0010 recebeu odd no slot.
560,escanteios_total_ft_under_14_5,escanteios,total,FT,under,14.5,1.18,-11.68,False,RESOLVIDO_NO_RUN_0010,1.18,2026-05-19 16:32:07,2.05,2026-05-19 20:03:04,Total de Escanteios,Menos de 14.5,14.5,13,106,RUN #0010 recebeu odd no slot.
561,escanteios_total_ht_over_2_5,escanteios,total,HT,over,2.5,1.11,-4.91,False,RESOLVIDO_NO_RUN_0010,1.11,2026-05-19 16:32:07,1.08,2026-05-19 18:33:05,1º Tempo - Total de Escanteios,Mais de 2.5,2.5,357,456,RUN #0010 recebeu odd no slot.
562,escanteios_total_ht_under_2_5,escanteios,total,HT,under,2.5,5.8,-17.58,False,RESOLVIDO_NO_RUN_0010,5.8,2026-05-19 16:32:07,4.4,2026-05-19 18:33:05,1º Tempo - Total de Escanteios,Menos de 2.5,2.5,876,999,RUN #0010 recebeu odd no slot.
563,escanteios_total_ht_over_3_5,escanteios,total,HT,over,3.5,1.3,-2.93,False,RESOLVIDO_NO_RUN_0010,1.3,2026-05-19 16:32:07,1.2,2026-05-19 19:03:21,1º Tempo - Total de Escanteios,Mais de 3.5,3.5,1001,1135,RUN #0010 recebeu odd no slot.
564,escanteios_total_ht_under_3_5,escanteios,total,HT,under,3.5,3.3,-16.41,False,RESOLVIDO_NO_RUN_0010,3.3,2026-05-19 16:32:07,3.15,2026-05-19 19:03:21,1º Tempo - Total de Escanteios,Menos de 3.5,3.5,1001,1136,RUN #0010 recebeu odd no slot.
565,escanteios_total_ht_over_4_5,escanteios,total,HT,over,4.5,1.64,-5.74,False,RESOLVIDO_NO_RUN_0010,1.64,2026-05-19 16:32:07,2.0,2026-05-19 19:03:21,1º Tempo - Total de Escanteios,Mais de 4.5,4.5,1001,1136,RUN #0010 recebeu odd no slot.
566,escanteios_total_ht_under_4_5,escanteios,total,HT,under,4.5,2.17,-7.72,False,RESOLVIDO_NO_RUN_0010,2.17,2026-05-19 16:32:07,1.62,2026-05-19 19:03:21,1º Tempo - Total de Escanteios,Menos de 4.5,4.5,1001,1135,RUN #0010 recebeu odd no slot.
567,escanteios_total_ht_over_5_5,escanteios,total,HT,over,5.5,2.2,-5.55,False,RESOLVIDO_NO_RUN_0010,2.2,2026-05-19 16:32:07,3.4,2026-05-19 19:03:21,1º Tempo - Total de Escanteios,Mais de 5.5,5.5,1001,1136,RUN #0010 recebeu odd no slot.
568,escanteios_total_ht_under_5_5,escanteios,total,HT,under,5.5,1.62,-6.86,False,RESOLVIDO_NO_RUN_0010,1.62,2026-05-19 16:32:07,1.16,2026-05-19 19:03:21,1º Tempo - Total de Escanteios,Menos de 5.5,5.5,1001,1134,RUN #0010 recebeu odd no slot.
569,escanteios_total_ht_over_6_5,escanteios,total,HT,over,6.5,3.15,-2.99,False,RESOLVIDO_NO_RUN_0010,3.15,2026-05-19 16:32:07,5.75,2026-05-19 19:03:21,1º Tempo - Total de Escanteios,Mais de 6.5,6.5,927,1048,RUN #0010 recebeu odd no slot.
570,escanteios_total_ht_under_6_5,escanteios,total,HT,under,6.5,1.33,-7.96,False,RESOLVIDO_NO_RUN_0010,1.33,2026-05-19 16:32:07,1.02,2026-05-19 19:03:21,1º Tempo - Total de Escanteios,Menos de 6.5,6.5,661,769,RUN #0010 recebeu odd no slot.
571,escanteios_home_ft_over_2_5,escanteios,home,FT,over,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
572,escanteios_home_ft_under_2_5,escanteios,home,FT,under,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
573,escanteios_home_ft_over_3_5,escanteios,home,FT,over,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
574,escanteios_home_ft_under_3_5,escanteios,home,FT,under,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
575,escanteios_home_ft_over_4_5,escanteios,home,FT,over,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
576,escanteios_home_ft_under_4_5,escanteios,home,FT,under,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
577,escanteios_home_ft_over_5_5,escanteios,home,FT,over,5.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
578,escanteios_home_ft_under_5_5,escanteios,home,FT,under,5.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
579,escanteios_home_ft_over_6_5,escanteios,home,FT,over,6.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
580,escanteios_home_ft_under_6_5,escanteios,home,FT,under,6.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
581,escanteios_home_ft_over_7_5,escanteios,home,FT,over,7.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
582,escanteios_home_ft_under_7_5,escanteios,home,FT,under,7.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
583,escanteios_away_ft_over_2_5,escanteios,away,FT,over,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
584,escanteios_away_ft_under_2_5,escanteios,away,FT,under,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
585,escanteios_away_ft_over_3_5,escanteios,away,FT,over,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
586,escanteios_away_ft_under_3_5,escanteios,away,FT,under,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
587,escanteios_away_ft_over_4_5,escanteios,away,FT,over,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
588,escanteios_away_ft_under_4_5,escanteios,away,FT,under,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
589,escanteios_away_ft_over_5_5,escanteios,away,FT,over,5.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
590,escanteios_away_ft_under_5_5,escanteios,away,FT,under,5.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
591,escanteios_away_ft_over_6_5,escanteios,away,FT,over,6.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
592,escanteios_away_ft_under_6_5,escanteios,away,FT,under,6.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
593,escanteios_away_ft_over_7_5,escanteios,away,FT,over,7.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
594,escanteios_away_ft_under_7_5,escanteios,away,FT,under,7.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
595,escanteios_home_ht_over_0_5,escanteios,home,HT,over,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
596,escanteios_home_ht_under_0_5,escanteios,home,HT,under,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
597,escanteios_home_ht_over_1_5,escanteios,home,HT,over,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
598,escanteios_home_ht_under_1_5,escanteios,home,HT,under,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
599,escanteios_home_ht_over_2_5,escanteios,home,HT,over,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
600,escanteios_home_ht_under_2_5,escanteios,home,HT,under,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
601,escanteios_home_ht_over_3_5,escanteios,home,HT,over,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
602,escanteios_home_ht_under_3_5,escanteios,home,HT,under,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
603,escanteios_home_ht_over_4_5,escanteios,home,HT,over,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
604,escanteios_home_ht_under_4_5,escanteios,home,HT,under,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
605,escanteios_away_ht_over_0_5,escanteios,away,HT,over,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
606,escanteios_away_ht_under_0_5,escanteios,away,HT,under,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
607,escanteios_away_ht_over_1_5,escanteios,away,HT,over,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
608,escanteios_away_ht_under_1_5,escanteios,away,HT,under,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
609,escanteios_away_ht_over_2_5,escanteios,away,HT,over,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
610,escanteios_away_ht_under_2_5,escanteios,away,HT,under,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
611,escanteios_away_ht_over_3_5,escanteios,away,HT,over,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
612,escanteios_away_ht_under_3_5,escanteios,away,HT,under,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
613,escanteios_away_ht_over_4_5,escanteios,away,HT,over,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
614,escanteios_away_ht_under_4_5,escanteios,away,HT,under,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
615,chutes_total_ft_over_17_5,chutes,total,FT,over,17.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,1,1,"A market_key existe em outros jogos no banco, mas nao para este confronto."
616,chutes_total_ft_under_17_5,chutes,total,FT,under,17.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,1,1,"A market_key existe em outros jogos no banco, mas nao para este confronto."
617,chutes_total_ft_over_19_5,chutes,total,FT,over,19.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,4,5,"A market_key existe em outros jogos no banco, mas nao para este confronto."
618,chutes_total_ft_under_19_5,chutes,total,FT,under,19.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,4,5,"A market_key existe em outros jogos no banco, mas nao para este confronto."
619,chutes_total_ft_over_21_5,chutes,total,FT,over,21.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,1.57,2026-05-19 19:33:03,Total de Finalizações,Mais de 21.5,21.5,37,45,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
620,chutes_total_ft_under_21_5,chutes,total,FT,under,21.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,2.22,2026-05-19 19:33:03,Total de Finalizações,Menos de 21.5,21.5,37,45,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
621,chutes_total_ft_over_23_5,chutes,total,FT,over,23.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,2.22,2026-05-19 19:33:03,Total de Finalizações,Mais de 23.5,23.5,293,331,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
622,chutes_total_ft_under_23_5,chutes,total,FT,under,23.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,1.57,2026-05-19 19:33:03,Total de Finalizações,Menos de 23.5,23.5,293,331,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
623,chutes_total_ft_over_24_5,chutes,total,FT,over,24.5,1.37,-0.8,False,RESOLVIDO_NO_RUN_0010,1.37,2026-05-19 16:32:07,2.65,2026-05-19 19:33:03,Total de Finalizações,Mais de 24.5,24.5,432,478,RUN #0010 recebeu odd no slot.
624,chutes_total_ft_under_24_5,chutes,total,FT,under,24.5,2.7,-25.5,False,RESOLVIDO_NO_RUN_0010,2.7,2026-05-19 16:32:07,1.38,2026-05-19 19:33:03,Total de Finalizações,Menos de 24.5,24.5,432,478,RUN #0010 recebeu odd no slot.
625,chutes_total_ft_over_25_5,chutes,total,FT,over,25.5,1.53,-6.35,False,RESOLVIDO_NO_RUN_0010,1.53,2026-05-19 16:32:07,2.65,2026-05-19 19:03:21,Total de Finalizações,Mais de 25.5,25.5,480,545,RUN #0010 recebeu odd no slot.
626,chutes_total_ft_under_25_5,chutes,total,FT,under,25.5,2.3,-10.73,False,RESOLVIDO_NO_RUN_0010,2.3,2026-05-19 16:32:07,1.38,2026-05-19 19:03:21,Total de Finalizações,Menos de 25.5,25.5,480,545,RUN #0010 recebeu odd no slot.
